ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.4,6.5825,6.225,6.42,BELOW_PDH,ABOVE_PDL,True,6.49,6.3,0.526,OR_MIDDLE,0.538,False,False,0.538,1.98,50,NEUTRAL,50,NEUTRAL
ABSI,8.0325,8.14,7.44,7.78,BELOW_PDH,RECLAIMED_PDL,True,7.9,7.43,1.0,ABOVE_ORH,0.949,False,False,0.949,2.93,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ACRS,5.53,5.34,5.095,5.2,ABOVE_PDH,RECLAIMED_PDL,True,5.23,5.0103,1.0,ABOVE_ORH,0.963,False,False,0.963,2.55,96,AVOID_LONG_CHASE,18,AVOID_SHORT
AEM,147.4826,148.3,142.79,145.27,BELOW_PDH,ABOVE_PDL,True,146.47,143.5,1.0,ABOVE_ORH,0.924,False,False,0.924,2.24,72,AVOID_LONG_CHASE,34,AVOID_SHORT
AHMA,1.48,1.4399,1.27,1.31,ABOVE_PDH,ABOVE_PDL,True,1.33,1.295,1.0,ABOVE_ORH,0.902,True,False,,,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
AIM,0.2654,0.275,0.24,0.2536,BELOW_PDH,ABOVE_PDL,True,0.2693,0.254,0.745,OR_TOP_THIRD,0.739,False,False,0.739,0.54,50,NEUTRAL,56,NEUTRAL
AMKR,51.99,52.3,49.2,49.87,BELOW_PDH,RECLAIMED_PDL,True,49.76,47.39,1.0,ABOVE_ORH,1.0,False,False,1.0,1.62,84,AVOID_LONG_CHASE,26,AVOID_SHORT
AMPG,4.83,5.03,4.565,4.65,BELOW_PDH,RECLAIMED_PDL,True,4.63,4.34,1.0,ABOVE_ORH,1.0,False,False,1.0,1.24,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ARMG,17.11,19.53,16.5,16.53,BELOW_PDH,RECLAIMED_PDL,True,15.9999,13.87,1.0,ABOVE_ORH,1.0,False,False,1.0,0.43,72,AVOID_LONG_CHASE,34,AVOID_SHORT
BAND,43.74,39.97,37.8,39.14,ABOVE_PDH,ABOVE_PDL,True,41.37,39.01,1.0,ABOVE_ORH,0.983,False,False,0.983,2.67,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BAX,28.22,27.145,26.025,26.16,ABOVE_PDH,ABOVE_PDL,True,27.77,26.9,1.0,ABOVE_ORH,0.943,False,False,0.943,2.6,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BEEM,1.09,1.06,1.02,1.05,ABOVE_PDH,ABOVE_PDL,True,1.1,1.05,0.8,OR_TOP_THIRD,0.615,True,False,0.615,1.38,80,PULLBACK_BUY_ZONE,40,NEUTRAL
