ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
AMC,Long,T1-STRONG_LONG,83,PULLBACK,1.745,1.6393,1.9564,1.84,1.91,1.74,1903729570.0,5.44,WINNING,0.9,False,2026-04-20_1708,2026-04-20_0530
BZAI,Long,T3-LONG_WATCH,54,PULLBACK,2.52,2.3522,2.8555,2.3,2.41,2.19,0.0,-8.73,STOPPED,-1.0,False,2026-04-20_1708,2026-04-20_0530
SMR,Long,T1-STRONG_LONG,93,PULLBACK,11.86,11.1017,18.47,12.82,12.9,12.01,0.0,8.09,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
BMNR,Long,T1-STRONG_LONG,96,BREAKOUT,22.95,21.7668,25.3164,22.45,22.75,21.58,0.0,-2.18,STOPPED,-1.0,False,2026-04-20_1708,2026-04-20_0530
HIMS,Long,T1-STRONG_LONG,100,PULLBACK,28.82,26.1803,34.0994,31.02,31.85,28.41,1306974085.0,7.63,WINNING,0.83,False,2026-04-20_1708,2026-04-20_0530
MSTR,Long,T1-STRONG_LONG,100,PULLBACK,153.77,144.6852,223.8,170.53,171.06,160.63,195955693.0,10.9,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
PBM,Long,T3-LONG_WATCH,100,BREAKOUT,8.75,4.415,17.42,11.54,16.96,11.06,1644151107.0,31.89,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
HOOD,Long,T1-STRONG_LONG,92,BOUNCE,90.75,84.5355,103.179,91.14,92.38,88.21,0.0,0.43,WINNING,0.06,False,2026-04-20_1708,2026-04-20_0530
IONQ,Long,T1-STRONG_LONG,100,PULLBACK,46.09,41.9525,65.4,47.77,48.56,45.12,1957030346.0,3.65,WINNING,0.41,False,2026-04-20_1708,2026-04-20_0530
BBAI,Long,T1-STRONG_LONG,100,PULLBACK,3.51,3.2883,4.875,3.85,3.86,3.7,0.0,9.69,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
QBTS,Long,T2-LONG,89,BOUNCE,21.69,20.1857,24.6986,21.5913,21.9303,20.57,1566950911.0,-0.46,LOSING,-0.07,False,2026-04-20_1708,2026-04-20_0530
OPEN,Long,T1-STRONG_LONG,100,PULLBACK,4.95,4.7045,5.76,5.34,5.38,5.12,456772590.0,7.88,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
RGTI,Long,T1-STRONG_LONG,100,BOUNCE,19.81,18.5367,22.3566,19.54,19.885,18.79,0.0,-1.36,LOSING,-0.21,False,2026-04-20_1708,2026-04-20_0530
ABTC,Long,T1-STRONG_LONG,84,PULLBACK,1.2,1.095,1.41,1.2998,1.32,1.2,0.0,8.32,WINNING,0.95,False,2026-04-20_1708,2026-04-20_0530
RKT,Long,T1-STRONG_LONG,92,BOUNCE,16.63,15.3066,19.2768,17.17,17.18,16.32,349337328.0,3.25,WINNING,0.41,False,2026-04-20_1708,2026-04-20_0530
JBLU,Long,T1-STRONG_LONG,100,BOUNCE,5.87,5.3447,6.9206,5.74,5.88,5.66,1892228295.0,-2.21,LOSING,-0.25,False,2026-04-20_1708,2026-04-20_0530
CIFR,Long,T1-STRONG_LONG,88,PULLBACK,17.605,16.9362,18.9426,19.2505,19.88,18.66,1706727326.0,9.35,NO_FILL,0.0,False,2026-04-20_1708,2026-04-20_0530
