ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
CHYM,BEAR_REJECTION_PENDING,SHORT,72.2,21.18,21.98,19.5,17.86,124,2.09,HOSTILE,0.49,20.76,DEEP_BELOW,-0.4631,38.67,0.0079,0.8% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 14.2, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $21.64 (daily 18tk COMPRESSION bear gap) | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $21.18 (2% rally cap; anchor at $21.64 too far). Stop $21.98. Anchor: daily 18tk bear.,2026-07-24T05:58:45
TWST,BEAR_REJECTION_PENDING,SHORT,79.9,93.01,95.04,79.35,86.16,49,6.74,HOSTILE,0.74,91.5,BELOW,-0.1325,105.47,0.0195,1.9% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 11.9, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $93.01 (daily 120tk VACUUM bear gap) | only 1.7% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (daily) — short fights rising structure,LIMIT SHORT @ $93.01 on rally (1.7% above current $91.50). Stop $95.04. Anchor: daily 120tk bear.,2026-07-24T05:58:45
LVWR,BEAR_REJECTION_PENDING,SHORT,61.5,1.52,1.56,1.31,1.37,2612,5.49,HOSTILE,2.18,1.51,DEEP_BELOW,-0.7655,6.44,0.0101,1.0% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 9.4, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $1.52 (45m 1tk COMPRESSION bear gap) | only 0.7% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (5m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $1.52 on rally (0.7% above current $1.51). Stop $1.56. Anchor: 45m 1tk bear.,2026-07-24T05:58:44
EXYN,BEAR_REJECTION_PENDING,SHORT,68.0,3.08,3.24,2.92,,609,0.94,HOSTILE,0.23,3.06,,,,0.003,0.3% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $3.08 (30m 5tk MINOR bear gap) | only 0.5% above current — close rally | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $3.08 on rally (0.5% above current $3.06). Stop $3.24. Anchor: 30m 5tk bear.,2026-07-24T05:58:43
ANY,BEAR_REJECTION_PENDING,SHORT,64.4,2.09,2.21,1.85,1.78,826,1.98,HOSTILE,9.16,2.07,DEEP_BELOW,-0.8357,12.6,0.7265,72.7% (heavy — watch parabolic),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 12.4, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $2.09 (daily 12tk COMPRESSION bear gap) | only 1.0% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (5m) — short fights rising structure,LIMIT SHORT @ $2.09 on rally (1.0% above current $2.07). Stop $2.21. Anchor: daily 12tk bear.,2026-07-24T05:58:45
INTC,BEAR_REJECTION_PENDING,SHORT,82.5,106.86,109.91,101.55,97.06,32,1.74,HOSTILE,1.31,106.5,BELOW,-0.2518,142.35,0.028,2.8% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 4.5, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $106.86 (45m 251tk VACUUM bear gap) | only 0.3% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (4h) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $106.86 on rally (0.3% above current $106.50). Stop $109.91. Anchor: 45m 251tk bear.,2026-07-24T05:58:44
TSLA,BEAR_REJECTION_PENDING,SHORT,93.0,330.58,375.88,314.05,,2,0.36,HOSTILE,2.69,324.1,DEEP_BELOW,-0.3503,498.83,0.0293,2.9% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $341.00 (daily 3301tk CONVICTION bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (4h) — short fights rising structure | OBV falling — distribution confirms short thesis,"LIMIT SHORT @ $330.58 (2% rally cap; anchor at $341.00 too far). Stop $375.88. Anchor: daily 3301tk bear. CONVICTION 93 — size may step up, still waiting for location.",2026-07-24T05:58:45
BSX,BEAR_REJECTION_PENDING,SHORT,63.6,43.79,44.25,42.84,,217,2.06,HOSTILE,0.86,43.75,DEEP_BELOW,-0.6005,109.5,0.0111,1.1% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 13.6, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""bull_gap_magnet_above"": -12.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $43.79 (weekly 25tk COMPRESSION bear gap) | only 0.1% above current — close rally | SPY HOSTILE — short setup amplified | 1 bull gap magnet(s) above $44.03 — upside pull may breach resistance | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $43.79 on rally (0.1% above current $43.75). Stop $44.25. Anchor: weekly 25tk bear.,2026-07-24T05:58:45
BATL,BEAR_REJECTION_PENDING,SHORT,68.0,1.67,1.76,1.5,1.46,1113,1.89,HOSTILE,1.36,1.6403,DEEP_BELOW,-0.9448,29.7,1.3338,133.4% (FULL ROTATION — exhaustion signal),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $1.67 (1m 1tk MINOR bear gap) | only 1.8% above current — close rally | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $1.67 on rally (1.8% above current $1.64). Stop $1.76. Anchor: 1m 1tk bear.,2026-07-24T05:58:44
SPCX,BEAR_REJECTION_PENDING,SHORT,76.6,118.19,126.49,112.28,,12,0.71,HOSTILE,0.96,115.87,DEEP_BELOW,-0.4865,225.64,0.0057,0.6% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 6.6, ""vacuum_tier"": 6.0, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $123.96 (15m 105tk VACUUM bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (4h) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $118.19 (2% rally cap; anchor at $123.96 too far). Stop $126.49. Anchor: 15m 105tk bear.,2026-07-24T05:58:43
