ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,primitives_json,reasons,notes,timestamp
SDOT,BULL_BOUNCE_PENDING,LONG,68.1,0.36,0.3,0.38,,1627,0.29,FAVORABLE,14.27,0.36838,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 5.1, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.36 (5m 1tk MINOR gap) | only 2.3% below current — close pullback | OBV falling — distribution; bounce thesis weaker | hot volume 14.3x avg | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $0.36 (2% pullback cap; anchor at $0.36 too far). Stop $0.3. Anchor: 5m 1tk.,2026-05-04T16:30:41
EBAY,BULL_BOUNCE_PENDING,LONG,97.5,108.72,103.55,114.16,,19,1.05,FAVORABLE,3.18,108.72,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 6.5, ""vacuum_tier"": 6.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $105.07 (1h 100tk VACUUM gap) | OBV rising — accumulation underneath | hot volume 3.2x avg | breakout volume surge — real demand active | SPY FAVORABLE,MARKET BUY @ ~$108.72 (CONVICTION score 98). Stop $103.55. Anchor: 1h 100tk @ $105.07.,2026-05-04T16:30:45
EZRA,BULL_BOUNCE_PENDING,LONG,68.7,0.18,0.17,0.19,,21097,2.22,FAVORABLE,2.57,0.18,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.7, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.18 (15m 1tk MINOR gap) | only 0.3% below current — close pullback | OBV falling — distribution; bounce thesis weaker | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $0.18 on pullback (0.3% below current $0.18). Stop $0.17. Anchor: 15m 1tk.,2026-05-04T16:30:48
BURU,BULL_BOUNCE_PENDING,LONG,61.0,0.29,0.27,0.33,,6680,3.0,FAVORABLE,0.19,0.2935,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_weak"": -4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.29 (15m 1tk MINOR gap) | only 1.5% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $0.29 on pullback (1.5% below current $0.29). Stop $0.27. Anchor: 15m 1tk.,2026-05-04T16:30:52
SOBR,BULL_BOUNCE_PENDING,LONG,61.0,0.83,0.79,0.91,0.93,2538,1.94,FAVORABLE,0.34,0.8338,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_weak"": -4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.83 (15m 1tk MINOR gap) | only 0.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $0.83 on pullback (0.1% below current $0.83). Stop $0.79. Anchor: 15m 1tk.,2026-05-04T16:30:55
OWL,BULL_BOUNCE_PENDING,LONG,78.7,10.12,9.93,10.8,11.58,540,3.7,FAVORABLE,1.21,10.18,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.7, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $10.12 (weekly 14tk COMPRESSION gap) | only 0.6% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $10.12 on pullback (0.6% below current $10.18). Stop $9.93. Anchor: weekly 14tk.,2026-05-04T16:30:59
PATH,BULL_BOUNCE_PENDING,LONG,80.0,10.63,10.26,11.99,,266,3.62,FAVORABLE,1.22,10.85,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 15.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $10.63 (daily 33tk COMPRESSION gap) | only 2.0% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $10.63 (2% pullback cap; anchor at $10.63 too far). Stop $10.26. Anchor: daily 33tk.,2026-05-04T16:31:03
RIOT,BULL_BOUNCE_PENDING,LONG,83.5,18.5,17.15,19.43,,74,0.69,FAVORABLE,0.94,18.62,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.5, ""conviction_tier"": 10.0, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $18.50 (daily 127tk CONVICTION gap) | only 0.6% below current — close pullback | OBV falling — distribution; bounce thesis weaker | SPY FAVORABLE,LIMIT BUY @ $18.50 on pullback (0.6% below current $18.62). Stop $17.15. Anchor: daily 127tk.,2026-05-04T16:31:07
RIOT,BEAR_REJECTION_PENDING,SHORT,73.5,18.99,20.82,16.18,,54,1.54,FAVORABLE,0.94,18.62,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 13.5, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $19.69 (daily 103tk CONVICTION bear gap) | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $18.99 (2% rally cap; anchor at $19.69 too far). Stop $20.82. Anchor: daily 103tk bear.,2026-05-04T16:31:07
AUR,BULL_BOUNCE_PENDING,LONG,69.0,6.46,6.34,6.86,,837,3.35,FAVORABLE,1.57,6.48,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $6.46 (5m 6tk MINOR gap) | only 0.3% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $6.46 on pullback (0.3% below current $6.48). Stop $6.34. Anchor: 5m 6tk.,2026-05-04T16:31:15
TEAM,BULL_BOUNCE_PENDING,LONG,71.0,91.29,85.69,95.85,,17,0.82,FAVORABLE,1.64,93.15,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $87.56 (1m 57tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $91.29 (2% pullback cap; anchor at $87.56 too far). Stop $85.69. Anchor: 1m 57tk.,2026-05-04T16:31:19
SNDK,BULL_BOUNCE_PENDING,LONG,71.0,1247.8,1226.31,1310.19,,4,2.9,FAVORABLE,1.14,1248.71,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $1247.80 (1m 80tk MINOR gap) | only 0.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $1247.80 on pullback (0.1% below current $1248.71). Stop $1226.31. Anchor: 1m 80tk.,2026-05-04T16:31:22
ZETA,BULL_BOUNCE_PENDING,LONG,66.0,18.03,16.12,18.93,,52,0.47,FAVORABLE,1.42,18.4,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.1, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $16.65 (daily 45tk COMPRESSION gap) | 9.5% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $18.03 (2% pullback cap; anchor at $16.65 too far). Stop $16.12. Anchor: daily 45tk.,2026-05-04T16:31:26
AXTI,BULL_BOUNCE_PENDING,LONG,73.7,103.67,93.32,108.85,,9,0.5,FAVORABLE,0.86,105.782,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 14.7, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $96.88 (weekly 88tk COMPRESSION gap) | 8.4% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $103.67 (2% pullback cap; anchor at $96.88 too far). Stop $93.32. Anchor: weekly 88tk.,2026-05-04T16:31:30
CUE,BULL_BOUNCE_PENDING,LONG,65.0,29.96,27.61,31.46,,42,0.64,FAVORABLE,0.78,30.02,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $29.96 (5m 34tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $29.96 on pullback (0.2% below current $30.02). Stop $27.61. Anchor: 5m 34tk.,2026-05-04T16:31:34
KOS,BULL_BOUNCE_CONFIRMED,LONG,74.0,3.34,3.18,3.66,,641,2.05,FAVORABLE,0.99,3.34,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0, ""rejection_staircase"": 5.0}",ASC channel detected on 5m (score 78) | recovered 3.1% from recent low $3.24 | bounce at 5m 5tk @ $3.25 (MINOR) | 6 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | staircase: 1 prior distinct rejection(s) below — prev = weekly 5tk @ $3.23,"Channel: 5m ASC, rails $3.23-$3.27. Recent low $3.24 → now $3.34 (+3.1%)",2026-05-04T16:31:42
KOS,BULL_BOUNCE_PENDING,LONG,65.0,3.28,3.21,3.57,3.66,1525,4.43,FAVORABLE,0.99,3.34,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $3.28 (5m 5tk MINOR gap) | only 1.8% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $3.28 on pullback (1.8% below current $3.34). Stop $3.21. Anchor: 5m 5tk.,2026-05-04T16:31:42
ULCC,BULL_BOUNCE_PENDING,LONG,72.0,4.09,3.98,4.66,4.49,895,5.1,FAVORABLE,1.47,4.1301,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 15.0, ""near_pullback"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $4.09 (weekly 9tk COMPRESSION gap) | only 1.0% below current — close pullback | SPY FAVORABLE,LIMIT BUY @ $4.09 on pullback (1.0% below current $4.13). Stop $3.98. Anchor: weekly 9tk.,2026-05-04T16:31:45
LWLG,BULL_BOUNCE_PENDING,LONG,61.9,15.58,13.28,16.36,,43,0.34,FAVORABLE,1.75,15.9,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 12.9, ""far_pullback"": -4.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $13.89 (daily 17tk COMPRESSION gap) | 12.6% below — far pullback, takes time to reach | SPY FAVORABLE",LIMIT BUY @ $15.58 (2% pullback cap; anchor at $13.89 too far). Stop $13.28. Anchor: daily 17tk.,2026-05-04T16:31:49
FIVN,BULL_BOUNCE_PENDING,LONG,71.0,22.96,21.8,25.53,,86,2.22,FAVORABLE,2.79,23.43,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $22.20 (5m 20tk MINOR gap) | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $22.96 (2% pullback cap; anchor at $22.20 too far). Stop $21.8. Anchor: 5m 20tk.,2026-05-04T16:31:52
RDDT,BULL_BOUNCE_PENDING,LONG,87.2,169.07,165.65,180.0,180.0,29,3.19,FAVORABLE,1.29,169.33,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 14.2, ""conviction_tier"": 10.0, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $169.07 (weekly 260tk CONVICTION gap) | only 0.2% below current — close pullback | OBV falling — distribution; bounce thesis weaker | SPY FAVORABLE,LIMIT BUY @ $169.07 on pullback (0.2% below current $169.33). Stop $165.65. Anchor: weekly 260tk.,2026-05-04T16:31:56
NWL,BULL_BOUNCE,LONG,74.0,4.6,4.29,7.04,,327,7.99,FAVORABLE,1.9,4.6,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on 1h (score 66) | price at lower rail ($4.36) | anchor: 1h 5tk @ $4.47 | 9 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: 1h ASC, rails $4.36-$7.04",2026-05-04T16:31:59
NWL,BULL_BOUNCE_PENDING,LONG,69.0,4.54,4.42,4.88,4.96,848,2.92,FAVORABLE,1.9,4.6,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $4.54 (15m 10tk MINOR gap) | only 1.4% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $4.54 on pullback (1.4% below current $4.60). Stop $4.42. Anchor: 15m 10tk.,2026-05-04T16:31:59
NWL,CHANNEL_RECLAIM_LONG,LONG,67.0,4.6,4.22,4.83,,261,0.6,FAVORABLE,1.9,4.6,"{""recent_breakdown"": 10.0, ""reclaim_in_progress"": 16.0, ""ascending_channel"": 10.0, ""anchor_held"": 12.0, ""obv_rising"": 8.0, ""rel_vol_strong"": 6.0, ""regime_favorable"": 5.0}",recent low $4.26 dipped below rail $4.36 | price $4.60 now back inside channel — reclaim attempt | ASC channel (1h) | anchor: 1h 5tk @ $4.47 held | OBV rising — accumulation underneath reclaim | relative volume 1.897x — conviction in reclaim | SPY FAVORABLE,"Channel: 1h ASC, breakdown reclaimed. Validated low $4.26 → now $4.60",2026-05-04T16:31:59
AAOI,BULL_BOUNCE_PENDING,LONG,63.0,173.99,168.39,189.0,190.38,17,2.68,FAVORABLE,0.91,174.39,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""near_pullback"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $173.99 (5m 50tk MINOR gap) | only 0.2% below current — close pullback | SPY FAVORABLE,LIMIT BUY @ $173.99 on pullback (0.2% below current $174.39). Stop $168.39. Anchor: 5m 50tk.,2026-05-04T16:32:03
ASAN,BULL_BOUNCE_PENDING,LONG,69.0,7.24,7.1,7.9,8.2,722,4.77,FAVORABLE,1.52,7.26,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $7.24 (5m 8tk MINOR gap) | only 0.3% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $7.24 on pullback (0.3% below current $7.26). Stop $7.1. Anchor: 5m 8tk.,2026-05-04T16:32:07
ARDX,BULL_BOUNCE_PENDING,LONG,75.0,7.3,7.2,7.74,,989,4.35,FAVORABLE,2.12,7.37,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $7.30 (1m 5tk MINOR gap) | only 0.9% below current — close pullback | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $7.30 on pullback (0.9% below current $7.37). Stop $7.2. Anchor: 1m 5tk.,2026-05-04T16:32:11
SIVEF,BULL_BOUNCE_PENDING,LONG,82.0,5.76,4.9,6.05,,115,0.33,FAVORABLE,1.55,5.88,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 15.0, ""near_pullback"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $5.73 (weekly 82tk COMPRESSION gap) | only 2.6% below current — close pullback | SPY FAVORABLE,LIMIT BUY @ $5.76 (2% pullback cap; anchor at $5.73 too far). Stop $4.9. Anchor: weekly 82tk.,2026-05-04T16:32:12
AMKR,BEAR_REJECTION_PENDING,SHORT,83.0,71.36,76.0,64.33,,21,1.51,FAVORABLE,1.14,70.83,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $71.36 (daily 427tk CONVICTION bear gap) | only 0.7% above current — close rally | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $71.36 on rally (0.7% above current $70.83). Stop $76.0. Anchor: daily 427tk bear.,2026-05-04T16:32:17
HUN,BULL_BOUNCE_PENDING,LONG,76.0,13.94,13.52,14.83,,242,2.17,FAVORABLE,1.24,14.22,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 15.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $13.75 (weekly 14tk COMPRESSION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $13.94 (2% pullback cap; anchor at $13.75 too far). Stop $13.52. Anchor: weekly 14tk.,2026-05-04T16:32:20
VIAV,BULL_BOUNCE_PENDING,LONG,100.0,52.61,49.98,56.72,,38,1.56,FAVORABLE,0.98,52.6109,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $52.40 (daily 687tk CONVICTION gap) | only 0.4% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,MARKET BUY @ ~$52.61 (CONVICTION score 100). Stop $49.98. Anchor: daily 687tk @ $52.40.,2026-05-04T16:32:23
GTLB,BULL_BOUNCE_PENDING,LONG,94.0,24.45,22.03,25.67,,41,0.51,FAVORABLE,0.89,24.45,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 13.0, ""conviction_tier"": 10.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $23.70 (daily 156tk CONVICTION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,MARKET BUY @ ~$24.45 (CONVICTION score 94). Stop $22.03. Anchor: daily 156tk @ $23.70.,2026-05-04T16:32:27
GTLB,BULL_BOUNCE,LONG,71.0,24.45,23.17,24.62,,78,0.13,FAVORABLE,0.89,24.45,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 100) | price at lower rail ($24.43) | anchor: 1m 35tk @ $24.53 | 7 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: 5m ASC, rails $24.43-$24.62",2026-05-04T16:32:27
TDOC,BULL_BOUNCE_PENDING,LONG,71.8,6.47,6.03,7.42,,227,2.17,FAVORABLE,1.29,6.6007,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.8, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $6.18 (daily 13tk COMPRESSION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $6.47 (2% pullback cap; anchor at $6.18 too far). Stop $6.03. Anchor: daily 13tk.,2026-05-04T16:32:31
ISPC,BULL_BOUNCE_PENDING,LONG,68.3,5.28,4.94,5.81,,297,1.58,FAVORABLE,0.23,5.29,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 7.3, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_weak"": -4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $5.28 (15m 11tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $5.28 on pullback (0.2% below current $5.29). Stop $4.94. Anchor: 15m 11tk.,2026-05-04T16:32:35
GTM,BULL_BOUNCE,LONG,83.8,6.51,6.18,7.14,,301,1.9,FAVORABLE,0.67,6.51,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 8.8, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""flag_compression"": 4.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 100) | price at lower rail ($6.50) | anchor: daily 25tk @ $6.37 | 7 prior bull-rail touches | OBV rising — accumulation underneath | flag-period volume compressed (textbook) | SPY FAVORABLE,"Channel: 5m ASC, rails $6.50-$6.55",2026-05-04T16:32:42
GTM,BULL_BOUNCE_PENDING,LONG,78.2,6.5,6.22,7.14,,358,2.3,FAVORABLE,0.67,6.51,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.2, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $6.50 (daily 25tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $6.50 on pullback (0.2% below current $6.51). Stop $6.22. Anchor: daily 25tk.,2026-05-04T16:32:42
WOLF,BULL_BOUNCE,LONG,65.0,35.7,31.52,36.28,,23,0.14,FAVORABLE,0.96,35.7,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 100) | price at lower rail ($35.61) | anchor: 5m 48tk @ $35.76 | 7 prior bull-rail touches | SPY FAVORABLE,"Channel: 5m ASC, rails $35.61-$36.28",2026-05-04T16:32:46
WOLF,BULL_BOUNCE_PENDING,LONG,64.7,34.99,30.92,36.74,,24,0.43,FAVORABLE,0.96,35.7,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 13.7, ""far_pullback"": -4.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $32.17 (weekly 95tk COMPRESSION gap) | 9.9% below — far pullback, takes time to reach | SPY FAVORABLE",LIMIT BUY @ $34.99 (2% pullback cap; anchor at $32.17 too far). Stop $30.92. Anchor: weekly 95tk.,2026-05-04T16:32:46
ATOM,BULL_BOUNCE_PENDING,LONG,66.9,10.29,9.93,10.9,11.29,279,1.71,FAVORABLE,0.95,10.35,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 1.9, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $10.29 (15m 8tk MINOR gap) | only 0.6% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $10.29 on pullback (0.6% below current $10.35). Stop $9.93. Anchor: 15m 8tk.,2026-05-04T16:32:50
GLXY,BULL_BOUNCE_CONFIRMED,LONG,65.4,29.23,28.11,30.96,32.95,89,1.54,FAVORABLE,0.88,29.2292,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""anchor_high_genesis_rank"": 7.4, ""multiple_touches"": 16.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 5m (score 100) | recovered 2.1% from recent low $28.62 | bounce at daily 31tk @ $28.41 (COMPRESSION) | 6 prior bull-rail touches | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 5m ASC, rails $28.85-$29.22. Recent low $28.62 → now $29.23 (+2.1%)",2026-05-04T16:32:54
STX,BULL_BOUNCE_PENDING,LONG,71.0,737.5,726.18,755.8,,8,1.62,FAVORABLE,1.38,738.0,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $737.50 (1m 53tk MINOR gap) | only 0.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $737.50 on pullback (0.1% below current $738.00). Stop $726.18. Anchor: 1m 53tk.,2026-05-04T16:33:02
AFRM,BULL_BOUNCE,LONG,71.0,67.0,63.66,76.0,75.5,29,2.69,FAVORABLE,0.8,67.0,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""regime_favorable"": 5.0}",ASC channel detected on 15m (score 96) | price at lower rail ($67.06) | anchor: 1m 111tk @ $66.64 | 6 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: 15m ASC, rails $67.06-$67.60",2026-05-04T16:33:06
AFRM,BULL_BOUNCE_PENDING,LONG,67.0,65.66,63.93,71.43,71.0,57,3.33,FAVORABLE,0.8,67.0,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $64.93 (15m 60tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $65.66 (2% pullback cap; anchor at $64.93 too far). Stop $63.93. Anchor: 15m 60tk.,2026-05-04T16:33:06
DDOG,BEAR_REJECTION_PENDING,SHORT,75.2,150.11,152.22,141.53,138.5,47,4.08,FAVORABLE,1.35,147.626,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 11.2, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $150.11 (daily 109tk CONVICTION bear gap) | only 1.7% above current — close rally | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $150.11 on rally (1.7% above current $147.63). Stop $152.22. Anchor: daily 109tk bear.,2026-05-04T16:33:09
DDOG,BULL_BOUNCE_PENDING,LONG,65.0,147.42,145.31,152.2,156.14,47,2.27,FAVORABLE,1.35,147.626,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $147.42 (1m 36tk MINOR gap) | only 0.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $147.42 on pullback (0.1% below current $147.63). Stop $145.31. Anchor: 1m 36tk.,2026-05-04T16:33:09
KVYO,BULL_BOUNCE_PENDING,LONG,76.3,22.34,19.99,25.99,,42,1.55,FAVORABLE,1.96,22.8,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 13.3, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $21.00 (daily 92tk COMPRESSION gap) | 7.9% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $22.34 (2% pullback cap; anchor at $21.00 too far). Stop $19.99. Anchor: daily 92tk.,2026-05-04T16:33:16
