ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,51.6,BASING,0.0,0,17,17,59.37,58.69,68,weekly,13.74,20 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,17,51.6,50.826,59.37,129,15.06,10.04,False
AAL,12.93,BASING,0.0,0,20,20,13.64,13.37,28,weekly,3.4,19 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,20,12.93,12.736,13.64,515,5.49,3.66,False
AAOI,112.7,BASING,0.0,0,19,19,120.6,120.5,10,30m,6.92,9 bear-built-above · rel-vol 1.3x · regime HOSTILE,True,19,112.7,111.0095,120.6,59,7.01,4.67,False
AAON,79.2,BASING,0.0,0,17,17,87.83,86.77,107,daily,9.56,8 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,17,79.2,78.012,87.83,84,10.9,7.26,False
AAOZ,11.8359,BASING,0.0,0,20,20,19.48,13.1,639,daily,10.68,16 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,20,11.8359,11.6584,19.48,563,64.58,43.06,False
AAP,42.5,BASING,0.0,0,19,19,56.18,46.85,933,daily,10.24,21 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,19,42.5,41.8625,56.18,156,32.19,21.46,False
AAPL,316.34,BASING,0.0,0,19,19,319.6,317.1,250,weekly,0.24,16 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,22,316.34,311.5949,319.6,21,1.03,0.69,False
AAPU,40.3006,BASING,0.0,0,20,20,41.34,40.6,75,weekly,0.74,50 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,22,40.3006,39.6961,41.34,165,2.58,1.72,False
ABCL,11.49,BASING,0.0,0,10,10,12.14,12.13,1,10m,5.57,6 bear-built-above · rel-vol 0.3x · regime HOSTILE,True,12,11.49,11.3177,12.14,580,5.66,3.77,False
ABM,50.65,BASING,0.0,0,3,3,56.15,56.04,11,weekly,10.64,1 bear-built-above · rel-vol 2.7x · regime HOSTILE,True,5,50.65,49.8902,56.15,131,10.86,7.24,False
ABNB,174.14,BASING,0.0,0,17,17,189.0,188.22,79,weekly,8.09,42 bear-built-above · rel-vol 1.4x · regime HOSTILE,False,17,174.14,171.5279,189.0,38,8.53,5.69,False
ABT,105.45,BASING,0.0,0,19,19,120.73,108.61,1213,daily,3.0,22 bear-built-above · rel-vol 1.5x · regime HOSTILE,False,19,105.45,103.8683,120.73,63,14.49,9.66,False
ABVX,118.16,BASING,0.0,0,20,20,130.93,129.92,102,daily,9.95,5 bear-built-above · rel-vol 1.8x · regime HOSTILE,False,20,118.16,116.3876,130.93,56,10.81,7.2,False
ACAD,27.58,BASING,0.0,0,20,20,28.02,27.63,40,weekly,0.18,37 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,21,27.58,27.1663,28.02,241,1.6,1.06,False
ACCL,2.95,BASING,0.0,0,3,3,3.1102,3.1101,1,10m,5.43,3 bear-built-above · rel-vol 12.5x · regime HOSTILE,False,5,2.95,2.9058,3.1102,2259,5.43,3.62,False
ACDC,5.5,BASING,0.0,0,9,9,5.83,5.77,7,weekly,4.91,rel-vol 0.7x · regime HOSTILE,False,9,5.5,5.4175,5.83,1212,6.0,4.0,False
ACHC,27.5,BASING,0.0,0,20,20,28.13,27.71,42,weekly,0.76,18 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,20,27.5,27.0875,28.13,242,2.29,1.53,False
ACHR,5.89,BASING,0.0,0,19,19,6.3,6.21,9,weekly,5.43,rel-vol 0.7x · regime HOSTILE,False,21,5.89,5.8016,6.3,1131,6.96,4.64,False
ACHV,7.84,BASING,0.0,0,19,19,8.48,8.17,32,1h,4.21,19 bear-built-above · rel-vol 2.2x · regime HOSTILE,False,19,7.84,7.7224,8.48,850,8.16,5.44,False
ACM,66.04,BASING,0.0,0,20,20,73.3,68.25,505,daily,3.35,21 bear-built-above · rel-vol 0.5x · regime HOSTILE,False,20,66.04,65.0494,73.3,100,10.99,7.33,False
ACMR,77.2,BASING,0.0,0,20,20,79.41,77.25,216,weekly,0.06,11 bear-built-above · rel-vol 1.1x · regime HOSTILE,True,21,77.2,76.042,79.41,86,2.86,1.91,False
ACN,178.61,BASING,0.0,0,16,16,186.72,184.35,238,weekly,3.21,36 bear-built-above · rel-vol 1.2x · regime HOSTILE,False,16,178.61,175.9309,186.72,37,4.54,3.03,False
ACRS,6.06,BASING,0.0,0,6,6,6.12,6.11,1,1m,0.83,3 bear-built-above · rel-vol 1.9x · regime HOSTILE,False,6,6.06,5.9691,6.12,1100,0.99,0.66,False
ACVA,7.03,BASING,0.0,0,12,12,7.16,7.09,8,weekly,0.85,5 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,13,7.03,6.9245,7.16,948,1.85,1.23,False
ADBE,258.73,BASING,0.0,0,19,19,266.51,262.805,371,weekly,1.58,35 bear-built-above · rel-vol 1.2x · regime HOSTILE,False,20,258.73,254.8491,266.51,25,3.01,2.0,False
ADBT,0.3274,BASING,0.0,0,10,10,0.3334,0.33,1,weekly,0.79,10 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,11,0.3274,0.3225,0.3334,20362,1.83,1.22,False
ADM,84.94,BASING,0.0,0,5,5,85.23,85.1875,5,10m,0.29,4 bear-built-above · rel-vol 1.5x · regime HOSTILE,True,5,84.94,83.6659,85.23,78,0.34,0.23,False
ADSK,212.7785,BASING,0.0,0,18,18,217.9,214.63,328,weekly,0.87,39 bear-built-above · rel-vol 1.4x · regime HOSTILE,False,18,212.7785,209.5868,217.9,31,2.41,1.6,False
AEG,9.455,BASING,0.0,0,12,12,9.8095,9.47,34,45m,0.16,rel-vol 0.9x · regime HOSTILE,False,13,9.455,9.3132,9.8095,705,3.75,2.5,False
AEHG,7.9,BASING,0.0,0,17,17,10.26,9.02,125,weekly,14.18,7 bear-built-above · rel-vol 2.1x · regime HOSTILE,False,17,7.9,7.7815,10.26,843,29.87,19.92,False
AEHL,8.06,BASING,0.0,0,14,14,9.28,8.928,36,daily,10.77,13 bear-built-above · rel-vol 0.1x · regime HOSTILE,False,14,8.06,7.9391,9.28,827,15.14,10.09,False
AEHR,92.0,BASING,0.0,0,16,16,101.73,95.76,597,weekly,4.09,5 bear-built-above · rel-vol 1.4x · regime HOSTILE,True,16,92.0,90.62,101.73,72,10.58,7.05,False
AEIS,288.72,BASING,0.0,0,17,17,302.67,300.02,266,1h,3.91,4 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,17,288.72,284.3892,302.67,23,4.83,3.22,False
AEM,201.13,BASING,0.0,0,18,18,232.73,229.12,361,daily,13.92,33 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,18,201.13,198.113,232.73,33,15.71,10.47,False
AEMD,1.7503,BASING,0.0,0,18,18,1.82,1.81,2,weekly,3.41,18 bear-built-above · rel-vol 0.0x · regime HOSTILE,False,18,1.7503,1.724,1.82,3808,3.98,2.65,False
AEO,17.33,BASING,0.0,0,17,17,18.1,17.97,14,daily,3.69,2 bear-built-above · rel-vol 2.1x · regime HOSTILE,True,17,17.33,17.07,18.1,384,4.44,2.96,False
AEVA,16.36,BASING,0.0,0,20,20,18.29,17.72,58,weekly,8.31,3 bear-built-above · rel-vol 1.1x · regime HOSTILE,True,21,16.36,16.1146,18.29,407,11.8,7.86,False
