ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
DNLI,Long,BOUNCE,T3-LONG_WATCH,63,25.27,23.9493,27.9114,,2.0,1.3207,25.27,1.9,CLOSE,2,2,"1h,4h",24.78,24.69,MIXED,EXCITED,0.85,3600193,1.0,0.9,0,1,6.4,27,8,141.24,HIGH,0.01,24.6,24.69,24.51,-0.7,PREMIUM,PREMIUM,818,8,178,3.2,C,False,0.9577785714285714,1.38,N/A,
ONDS,Long,PULLBACK,T2-LONG,60,9.77,8.8367,11.6366,9.835,2.0,0.9333,9.77,4.7,APPROACH,1,1,1d,9.31,9.11,OPEN_ROAD,EXCITED,0.8,1761005728,0.8,0.8,4601512,0,17.3,40,8,452.57,MEGA,0.19,9.835,9.74,9.93,2.0,DISCOUNT,DISCOUNT,324,8,145,2.9,C,True,0.6857071428571428,1.36,N/A,
COMP,Long,BOUNCE,T2-LONG,93,12.73,12.028,14.134,12.77,2.0,0.702,12.73,1.8,CLOSE,2,2,"1d,30m",12.5,12.4,HIGHWAY,EXCITED,0.65,23450984,0.7,0.6,0,0,11.7,35,8,699.37,MEGA,0.01,12.77,12.69,12.85,1.3,DISCOUNT,DISCOUNT,686,9,177,5.3,B,True,0.6605357142857142,1.06,N/A,
FNB,Long,BOUNCE,T1-STRONG_LONG,100,19.27,18.3815,21.047,,2.0,0.8885,19.27,0.3,CLOSE,4,3,"1d,1h,4h",19.22,18.95,HIGHWAY,EXCITED,0.57,59766116,0.5,0.6,0,0,3.5,18,8,343.95,MEGA,0.01,19.165,19.11,19.22,0.6,PREMIUM,DISCOUNT,270,3,148,99.9,B,True,0.32500714285714266,2.73,N/A,
SMCI,Long,PULLBACK,T1-STRONG_LONG,100,33.9401,31.1855,39.4493,,2.0,2.7546,37.61,9.8,WAITING,3,3,"10m,1d,5m",33.9401,32.15,OPEN_ROAD,EXCITED,11.63,33487461173,3.0,1.9,1820402,1,30.1,43,8,498.22,MEGA,0.33,33.295,31.6,34.99,10.7,PREMIUM,MID,3062,7,1171,14.9,A,False,2.4636071428571427,1.12,N/A,
TREX,Long,BOUNCE,T1-STRONG_LONG,96,49.53,46.7249,55.1402,,2.0,2.8051,49.53,1.4,CLOSE,3,3,"1h,4h,5m",48.82,48.17,HIGHWAY,WAITING,0.44,16955538,0.7,0.7,0,0,6.4,30,8,92.22,HIGH,0.02,49.79,49.74,49.84,0.2,FLAT,FLAT,1638,8,581,99.9,A,False,2.303035714285713,1.22,N/A,
FHB,Long,BOUNCE,T3-LONG_WATCH,58,27.63,26.4519,29.9862,,2.0,1.1781,27.63,1.0,CLOSE,2,2,"1h,4h",27.36,27.27,OPEN_ROAD,EXCITED,0.78,3569509,0.7,0.8,0,0,4.1,18,8,119.25,HIGH,0.01,27.49,27.47,27.51,0.1,FLAT,FLAT,222,4,32,2.4,C,False,0.5549999999999999,2.12,N/A,
