ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
LEGN,BEAR_REJECTION_PENDING,SHORT,85.0,28.71,33.69,27.28,,20,0.29,FAVORABLE,4.02,28.15,DEEP_BELOW,-0.3785,45.3,0.0733,7.3% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0, ""obv_falling"": 6.0}","PENDING: wait for rally to $29.66 (daily 387tk CONVICTION bear gap) | SPY FAVORABLE — short is countertrend, lower probability | OBV falling — distribution confirms short thesis",LIMIT SHORT @ $28.71 (2% rally cap; anchor at $29.66 too far). Stop $33.69. Anchor: daily 387tk bear.,2026-06-22T06:16:24
LEGN,BULL_BOUNCE_PENDING,LONG,65.4,28.04,27.09,29.66,30.99,26,1.71,FAVORABLE,4.02,28.15,DEEP_BELOW,-0.3785,45.3,0.0733,7.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 0.4, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $28.04 (5m 22tk MINOR gap body) | only 0.0% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | hot volume 4.0x avg | breakout volume surge — real demand active | SPY FAVORABLE | COUNTER-TREND: opposes dominant SHORT read (top score 85) - sized to 1/4 risk",LIMIT BUY @ $28.04 on pullback (0.0% below current $28.15). Stop $27.09. Anchor: 5m 22tk.,2026-06-22T06:16:24
CTSH,BEAR_REJECTION_PENDING,SHORT,85.0,44.69,49.06,42.45,,22,0.51,FAVORABLE,5.14,43.81,DEEP_BELOW,-0.4966,87.03,0.1296,13.0% (active),FALLING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0, ""obv_falling"": 6.0}","PENDING: wait for rally to $46.24 (daily 258tk CONVICTION bear gap) | SPY FAVORABLE — short is countertrend, lower probability | OBV falling — distribution confirms short thesis",LIMIT SHORT @ $44.69 (2% rally cap; anchor at $46.24 too far). Stop $49.06. Anchor: daily 258tk bear.,2026-06-22T06:16:44
INFY,BULL_BOUNCE_PENDING,LONG,67.0,10.88,10.53,12.0,12.25,289,3.25,FAVORABLE,3.07,11.1,DEEP_BELOW,-0.63,30.0,0.0157,1.6% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_hot"": 8.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $10.70 (5m 8tk MINOR gap body) | 3.3% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | hot volume 3.1x avg | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $10.88 (2% pullback cap; anchor at $10.70 too far). Stop $10.53. Anchor: 5m 8tk.,2026-06-22T06:16:53
STEP,BULL_BOUNCE_PENDING,LONG,85.2,46.18,42.31,48.49,,25,0.6,FAVORABLE,2.05,45.2,DEEP_BELOW,-0.419,77.8,0.0397,4.0% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.2, ""conviction_tier"": 10.0, ""near_pullback"": -4.0, ""obv_falling_pending"": -2.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $43.45 anchor - enter on strength above today's high, no pullback | only 1.8% below — shallow entry, historically weak (22% WR) | OBV softer near-term — normal during pullback wait | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $45.56 cleared anchor $43.45, 2/4 strength, regime FAVORABLE — buy-stop $46.18, 1.5xATR stop","BUY-STOP @ $46.18 (above today's high $46.13). Stop $42.31 (1.5xATR). Score 85, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-06-22T06:16:59
STEP,BULL_BOUNCE_CONFIRMED,LONG,79.5,45.2,42.31,51.6,,34,2.21,FAVORABLE,2.05,45.2,DEEP_BELOW,-0.419,77.8,0.0397,4.0% (normal),FALLING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""anchor_high_genesis_rank"": 9.5, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 5m (score 84) | recovered 2.7% from recent low $44.00 | bounce at daily 187tk @ $43.45 (CONVICTION) | 5 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 5m ASC, rails $44.16-$44.76. Recent low $44.00 → now $45.20 (+2.7%)",2026-06-22T06:16:59
STEP,CHANNEL_BREAKOUT,LONG,65.0,45.2,44.31,51.6,51.6,112,7.21,FAVORABLE,2.05,45.2,DEEP_BELOW,-0.419,77.8,0.0397,4.0% (normal),FALLING,False,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($44.76) | ASC channel (5m) | channel anchored (daily 187tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = daily 70tk @ $51.60 (COMPRESSION, pull 280)","Channel: 5m ASC, broke upper rail",2026-06-22T06:16:59
ADSK,BEAR_REJECTION_PENDING,SHORT,70.9,197.49,222.22,187.62,,4,0.4,FAVORABLE,2.75,193.62,DEEP_BELOW,-0.4117,329.09,0.0436,4.4% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 12.9, ""conviction_tier"": 10.0, ""far_rally"": -4.0, ""regime_favorable_hurts_short"": -8.0, ""obv_falling"": 6.0}","PENDING: wait for rally to $219.26 (daily 125tk CONVICTION bear gap) | SPY FAVORABLE — short is countertrend, lower probability | OBV falling — distribution confirms short thesis",LIMIT SHORT @ $197.49 (2% rally cap; anchor at $219.26 too far). Stop $222.22. Anchor: daily 125tk bear.,2026-06-22T06:17:07
MMS,CHANNEL_BREAKOUT,LONG,65.0,58.0,56.47,63.71,65.36,65,3.73,FAVORABLE,2.74,58.0,DEEP_BELOW,-0.42,100.0,0.0311,3.1% (normal),FALLING,False,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($57.04) | ASC channel (5m) | channel anchored (15m 226tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = weekly 56tk @ $63.71 (COMPRESSION, pull 529)","Channel: 5m ASC, broke upper rail",2026-06-22T06:17:14
MMS,BULL_BOUNCE_PENDING,LONG,64.6,56.84,55.11,63.71,65.36,57,3.96,FAVORABLE,2.74,58.0,DEEP_BELOW,-0.42,100.0,0.0311,3.1% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 1.6, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $55.70 (5m 8tk MINOR gap body) | 3.9% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $56.84 (2% pullback cap; anchor at $55.70 too far). Stop $55.11. Anchor: 5m 8tk.,2026-06-22T06:17:14
