ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
DPZ,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,289.37,296.59,274.91,,13,2.01,HOSTILE,283.7,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:19:18.698702
EPAM,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,79.05,88.14,75.1,,11,0.43,HOSTILE,77.5,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:19:22.743493
VEEV,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,160.86,163.06,157.0,154.99,45,1.75,HOSTILE,159.8,LIMIT,5,COMPRESSION,2026-06-24,2026-06-24T05:19:43.944322
GWRE,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,110.0,112.62,103.93,103.93,38,2.32,HOSTILE,109.85,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:19:46.454552
G,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,28.85,30.46,27.4,,61,0.89,HOSTILE,28.28,LIMIT,5,COMPRESSION,2026-06-24,2026-06-24T05:20:09.812194
CHKP,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,125.69,128.07,117.68,115.25,42,3.37,HOSTILE,123.9,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:21:50.437110
TTAN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,65.44,66.9,57.57,56.91,68,5.38,HOSTILE,64.19,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:21:59.228919
VRSK,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,177.57,180.51,163.63,164.72,34,4.74,HOSTILE,174.76,LIMIT,5,COMPRESSION,2026-06-24,2026-06-24T05:22:05.350656
IT,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,130.63,134.25,125.17,,27,1.51,HOSTILE,129.18,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:22:29.427549
LYFT,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,14.13,16.68,13.42,,39,0.28,HOSTILE,13.85,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:23:17.867925
IQV,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,175.68,180.07,154.26,154.15,22,4.88,HOSTILE,173.0,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:23:21.675117
EGO,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,31.51,32.67,27.3,28.67,86,3.64,HOSTILE,31.37,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:24:21.723251
LEGN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,29.66,33.69,28.18,,24,0.37,HOSTILE,29.39,LIMIT,5,CONVICTION,2026-06-24,2026-06-24T05:25:15.763090
RKLB,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,96.02,100.79,86.03,,20,2.09,HOSTILE,95.32,LIMIT,5,VACUUM,2026-06-24,2026-06-24T05:25:23.776372
