ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAL,16.61,BASING,0.0,0,14,14,16.95,16.81,15,weekly,1.2,5 bear-built-above · rel-vol 0.5x · regime FAVORABLE,True,14,16.61,16.3608,16.95,401,2.05,1.36,False
AAOI,129.36,BASING,0.0,0,13,13,139.0,135.85,316,daily,5.02,10 bear-built-above · rel-vol 2.2x · regime FAVORABLE,True,13,129.36,127.4196,139.0,51,7.45,4.97,False
AAPL,311.38,BASING,0.0,0,14,14,338.19,333.43,476,daily,7.08,13 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,14,311.38,306.7093,338.19,21,8.61,5.74,False
ABSI,8.4659,BASING,0.0,0,19,19,9.76,9.47,29,daily,11.86,3 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,8.4659,8.3389,9.76,787,15.29,10.19,False
ABT,105.535,BASING,0.0,0,19,19,120.73,108.61,1213,daily,2.91,35 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,19,105.535,103.952,120.73,63,14.4,9.6,False
ACHC,31.5,BASING,0.0,0,12,12,40.26,32.5,776,daily,3.17,9 bear-built-above · rel-vol 0.6x · regime FAVORABLE,True,12,31.5,31.0275,40.26,211,27.81,18.54,False
ACHR,5.2833,BASING,0.0,0,3,3,5.34,5.33,1,5m,0.88,3 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,3,5.2833,5.2041,5.34,1261,1.07,0.72,False
ACN,171.0,BASING,0.0,0,20,20,178.25,176.95,131,weekly,3.48,16 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,171.0,168.435,178.25,38,4.24,2.83,False
ACRS,5.99,BASING,0,0,0,0,,,,,0,rel-vol 1.4x · regime FAVORABLE,False,0,5.99,5.9002,6.589,1112,10.0,6.67,False
ADBE,256.67,BASING,0.0,0,19,19,293.38,282.74,1064,daily,10.16,13 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,256.67,252.82,293.38,25,14.3,9.53,False
ADPT,24.55,BASING,0,0,0,0,,,,,0,rel-vol 1.2x · regime FAVORABLE,True,0,24.55,24.1818,27.005,271,10.0,6.67,False
AEG,9.5,BASING,0,0,0,0,,,,,0,rel-vol 0.9x · regime FAVORABLE,True,1,9.5,9.3575,10.45,701,10.0,6.67,False
AEVA,20.5,BASING,0.0,0,17,17,24.02,23.04,99,daily,12.39,5 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,18,20.5,20.1925,24.02,325,17.17,11.45,False
AG,17.15,BASING,0.0,0,18,18,18.55,18.41,15,daily,7.35,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,20,17.15,16.8927,18.55,388,8.16,5.44,False
AGEN,8.3,BASING,0,0,0,0,,,,,0,rel-vol 0.2x · regime FAVORABLE,True,0,8.3,8.1755,9.13,803,10.0,6.67,False
AGNC,10.685,BASING,0.0,0,20,20,11.97,11.83,15,daily,10.72,17 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,21,10.685,10.5247,11.97,623,12.03,8.02,False
AI,10.0088,BASING,0.0,0,11,11,10.3,10.18,13,weekly,1.71,5 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,11,10.0088,9.8587,10.3,666,2.91,1.94,False
ALC,70.99,BASING,0.0,0,11,11,81.32,80.405,92,daily,13.26,1 bear-built-above · rel-vol 0.7x · regime FAVORABLE,True,11,70.99,69.9251,81.32,93,14.55,9.7,False
ALIT,15.36,BASING,0.0,0,6,6,25.8,17.504,830,daily,13.96,1 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,6,15.36,15.1296,25.8,434,67.97,45.31,False
ALMS,27.59,BASING,0.0,0,20,20,28.25,27.69,56,daily,0.36,15 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,23,27.59,27.1761,28.25,241,2.39,1.59,False
ALTO,5.2,BASING,0.0,0,14,14,5.565,5.4475,12,4h,4.76,rel-vol 0.9x · regime FAVORABLE,False,14,5.2,5.122,5.565,1282,7.02,4.68,False
AMAT,542.11,BASING,0.0,0,18,18,602.5,582.01,2050,weekly,7.36,19 bear-built-above · rel-vol 1.0x · regime FAVORABLE,True,18,542.11,533.9783,602.5,12,11.14,7.43,False
AMC,2.6605,BASING,0.0,0,16,16,3.06,3.03,4,4h,13.89,13 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,17,2.6605,2.6206,3.06,2505,15.02,10.01,False
AMD,476.32,BASING,0.0,0,19,19,523.84,523.0,85,15m,9.8,7 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,19,476.32,469.1752,523.84,13,9.98,6.65,False
AMKR,55.55,BASING,0.0,0,19,19,56.48,56.05,43,45m,0.9,39 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,19,55.55,54.7167,56.48,120,1.67,1.12,False
AMPG,5.59,BASING,0.0,0,13,13,6.52,6.4,12,weekly,14.49,6 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,13,5.59,5.5061,6.52,1192,16.64,11.09,False
AMZN,278.2,BASING,0.0,0,5,5,279.72,279.65,8,5m,0.52,5 bear-built-above · rel-vol 1.4x · regime FAVORABLE,True,5,278.2,274.027,279.72,23,0.55,0.36,False
ANDG,48.33,BASING,0.0,0,2,2,49.5,49.13,37,5m,1.66,2 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,2,48.33,47.605,49.5,137,2.42,1.61,False
ANEL,31.8,BASING,0.0,0,9,9,33.3544,33.0,36,1m,3.77,9 bear-built-above · rel-vol 2.7x · regime FAVORABLE,False,9,31.8,31.323,33.3544,209,4.89,3.26,False
ANET,215.5,BASING,0.0,0,1,1,216.25,215.93,32,1m,0.2,1 bear-built-above · rel-vol 1.8x · regime FAVORABLE,True,2,215.5,212.2675,216.25,30,0.35,0.23,False
ANRO,28.23,BASING,0.0,0,7,7,29.2,28.5,70,4h,0.96,7 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,7,28.23,27.8066,29.2,236,3.44,2.29,False
APLD,31.16,BASING,0.0,0,17,17,32.29,32.11,18,daily,3.05,11 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,18,31.16,30.6926,32.29,213,3.63,2.42,False
APP,429.5,BASING,0.0,0,14,14,453.0,452.3,70,30m,5.31,5 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,14,429.5,423.0575,453.0,15,5.47,3.65,False
APPS,12.1224,BASING,0.0,0,14,14,12.71,12.44,28,daily,2.62,13 bear-built-above · rel-vol 2.7x · regime FAVORABLE,True,14,12.1224,11.9406,12.71,549,4.85,3.23,False
AREC,2.0562,BASING,0.0,0,6,6,2.38,2.305,8,daily,12.1,1 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,8,2.0562,2.0254,2.38,3242,15.75,10.5,False
ARI,6.75,BASING,0.0,0,20,20,10.54,7.02,352,daily,4.0,11 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,20,6.75,6.6487,10.54,987,56.15,37.43,False
ARIS,15.12,BASING,0.0,0,9,9,15.98,15.63,35,daily,3.37,rel-vol 1.5x · regime FAVORABLE,False,9,15.12,14.8932,15.98,440,5.69,3.79,False
ASAN,8.74,BASING,0.0,0,4,4,9.91,9.71,20,daily,11.1,1 bear-built-above · rel-vol 0.6x · regime FAVORABLE,True,6,8.74,8.6089,9.91,762,13.39,8.92,False
ASST,12.49,BASING,0.0,0,15,15,14.81,14.2,62,daily,13.69,1 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,17,12.49,12.3026,14.81,533,18.57,12.38,False
ASTS,70.99,BASING,0.0,0,18,18,73.32,72.0,132,weekly,1.42,9 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,19,70.99,69.9251,73.32,93,3.28,2.19,False
ATAI,7.17,BASING,0.0,0,1,1,7.205,7.2,1,5m,0.42,1 bear-built-above · rel-vol 0.3x · regime FAVORABLE,True,1,7.17,7.0625,7.205,929,0.49,0.33,False
ATEX,106.35,BASING,0.0,0,10,10,112.15,111.49,67,10m,4.83,6 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,10,106.35,104.7547,112.15,62,5.45,3.64,False
ATLC,110.32,BASING,0.0,0,11,11,111.1475,110.74,41,1m,0.38,11 bear-built-above · rel-vol 1.1x · regime FAVORABLE,True,11,110.32,108.6652,111.1475,60,0.75,0.5,False
ATPC,2.44,BASING,0.0,0,12,12,2.58,2.53,6,5m,3.69,12 bear-built-above · rel-vol 2.4x · regime FAVORABLE,False,13,2.44,2.4034,2.58,2732,5.74,3.83,False
AUR,7.2997,BASING,0.0,0,8,8,8.18,7.97,21,daily,9.18,rel-vol 1.3x · regime FAVORABLE,False,8,7.2997,7.1902,8.18,913,12.06,8.04,False
AVGO,414.52,BASING,0.0,0,19,19,479.23,418.91,6032,daily,1.06,17 bear-built-above · rel-vol 1.4x · regime FAVORABLE,True,20,414.52,408.3022,479.23,16,15.61,10.41,False
AVTR,13.68,BASING,0.0,0,2,2,15.08,14.79,30,4h,8.11,1 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,4,13.68,13.4748,15.08,487,10.23,6.82,False
AVTX,18.52,BASING,0.0,0,13,13,19.35,19.275,8,1h,4.08,13 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,16,18.52,18.2422,19.35,359,4.48,2.99,False
AXTI,64.63,BASING,0.0,0,15,15,73.82,73.7,12,30m,14.03,11 bear-built-above · rel-vol 2.2x · regime FAVORABLE,False,15,64.63,63.6605,73.82,103,14.22,9.48,False
B,39.32,BASING,0.0,0,13,13,40.34,39.76,59,weekly,1.12,1 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,15,39.32,38.7302,40.34,169,2.59,1.73,False
BAC,63.32,BASING,0,0,0,0,,,,,0,rel-vol 0.9x · regime FAVORABLE,True,0,63.32,62.3702,69.652,105,10.0,6.67,False
BAND,44.6239,BASING,0.0,0,7,7,48.44,46.0,244,5m,3.08,7 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,7,44.6239,43.9545,48.44,149,8.55,5.7,False
BATL,1.34,BASING,0.0,0,19,19,1.63,1.47,16,weekly,9.7,17 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,19,1.34,1.3199,1.63,4975,21.64,14.43,False
BAX,28.2,BASING,0.0,0,2,2,28.665,28.6602,1,10m,1.63,2 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,4,28.2,27.777,28.665,236,1.65,1.1,False
BB,8.9,BASING,0.0,0,18,18,8.99,8.95,5,daily,0.56,1 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,18,8.9,8.7665,8.99,749,1.01,0.67,False
BBAI,3.15,BASING,0.0,0,18,18,3.53,3.5,3,weekly,11.11,3 bear-built-above · rel-vol 1.6x · regime FAVORABLE,True,18,3.15,3.1027,3.53,2116,12.06,8.04,False
BBNX,14.57,BASING,0.0,0,4,4,15.275,15.145,14,10m,3.95,2 bear-built-above · rel-vol 2.4x · regime FAVORABLE,False,6,14.57,14.3514,15.275,457,4.84,3.23,False
