date,ticker,gap_pct,open,prev_close,volume,stop,tgt,shares,outcome,exit,pnl,pct
2026-04-28,QNCX,-3.1,1.25,1.29,1267710,1.2687499999999998,1.2125,5333,STOP,1.2687499999999998,-99.99374999999905,-1.4999999999999858
2026-04-02,QS,-4.51,5.920000076293945,6.21,9602000,6.008800077438354,5.742400074005126,1126,STOP,6.008800077438354,-99.98880128860453,-1.499999999999997
2026-04-08,RDGT,-32.44,3.0399999618530273,4.5,3237900,3.0855999612808223,2.9487999629974366,2192,TARGET,2.9487999629974366,199.91039749145483,2.9999999999999964
2026-04-02,RDW,-4.41,8.680000305175781,9.08,28421000,8.810200309753418,8.419600296020507,768,STOP,8.810200309753418,-99.99360351562473,-1.499999999999996
2026-04-23,RDW,-7.21,11.069999694824219,11.93,54697500,11.236049690246581,10.737899703979492,602,TARGET,10.737899703979492,199.92419448852544,3.0000000000000004
2026-04-01,REI,-3.27,1.4800000190734863,1.53,8187400,1.5022000193595886,1.4356000185012816,4504,TARGET,1.4356000185012816,199.97760257721006,3.000000000000009
2026-04-08,REI,-8.92,1.4299999475479126,1.57,7307900,1.451449946761131,1.3870999491214753,4662,TARGET,1.3870999491214753,199.9997926640508,2.9999999999999964
2026-04-17,REI,-3.79,1.2699999809265137,1.32,5852900,1.2890499806404112,1.2318999814987182,5249,TARGET,1.2318999814987182,199.98689699649867,3.0000000000000084
2026-04-02,RENX,-7.66,2.4000000953674316,2.61,1544100,2.436000096797943,2.3280000925064086,2777,TARGET,2.3280000925064086,199.94400794506097,3.0000000000000036
2026-04-07,RENX,-4.15,2.309999942779541,2.41,1316200,2.344649941921234,2.240699944496155,2886,STOP,2.344649941921234,-99.99989752292561,-1.4999999999999891
2026-04-02,RGTI,-4.52,12.890000343322754,13.5,25642900,13.083350348472594,12.503300333023072,517,STOP,13.083350348472594,-99.96195266246741,-1.4999999999999918
2026-04-02,RKLB,-5.03,62.04499816894531,65.52,32670600,62.97567314147948,60.18364822387695,107,STOP,62.97567314147948,-99.58222206115622,-1.499999999999985
2026-03-30,RMSG,-8.73,0.574999988079071,0.63,1196600,0.5836249879002571,0.5577499884366989,11594,STOP,0.5836249879002571,-99.99824792683083,-1.4999999999999938
2026-04-15,RMSG,-23.75,1.802299976348877,2.4,3650500,1.82933447599411,1.7482309770584106,3698,STOP,1.82933447599411,-99.97357968807151,-1.4999999999999898
2026-04-17,RMSG,-5.49,2.4100000858306885,2.55,7991300,2.4461500871181485,2.337700083255768,2766,STOP,2.4461500871181485,-99.99090356111448,-1.4999999999999882
2026-04-20,RMSG,-6.64,2.505000114440918,2.71,8503000,2.5425751161575314,2.42985011100769,2661,STOP,2.5425751161575314,-99.98707956790834,-1.4999999999999867
2026-04-21,RMSG,-4.35,2.859999895095825,2.99,1150900,2.902899893522262,2.7741998982429505,2331,STOP,2.902899893522262,-99.99989633202436,-1.4999999999999827
2026-04-15,ROLR,-7.42,6.860000133514404,7.41,4056300,6.96290013551712,6.654200129508972,971,STOP,6.96290013551712,-99.91590194463657,-1.4999999999999891
2026-04-20,ROLR,-3.43,7.320000171661377,7.58,1201100,7.429800174236297,7.100400166511536,910,STOP,7.429800174236297,-99.91800234317695,-1.4999999999999876
2026-04-02,RUM,-3.79,4.820000171661377,5.01,1550300,4.892300174236297,4.675400166511536,1383,STOP,4.892300174236297,-99.99090356111448,-1.4999999999999882
2026-03-30,RXT,-3.81,1.0099999904632568,1.05,4496900,1.0251499903202055,0.9796999907493591,6600,STOP,1.0251499903202055,-99.98999905586108,-1.4999999999999798
