ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
ISRG,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,361.31,368.53,344.0,340.0,13,2.39,360.4599914550781,362.4800109863281,345.25,3369200.0,1.58,CLOSED,0.12,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
ABNB,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,172.97,175.41,153.34,164.7,41,8.05,167.64999389648438,170.1300048828125,165.8300018310547,3954400.0,-2.46,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
VSXY,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,76.86,84.43,73.02,,13,0.51,73.38999938964844,74.72000122070312,71.72000122070312,2227500.0,-3.22,NO_FILL,0.0,HOSTILE,LIMIT,16,CONVICTION,2026-09-15_1731,2026-09-10
BR,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,169.81,171.69,157.64,151.32,53,6.46,168.24000549316406,169.69000244140625,167.22000122070312,888700.0,0.08,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
CRL,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,278.54,282.16,260.72,257.0,27,4.92,273.0,275.8800048828125,272.05999755859375,764700.0,-1.92,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
BITB,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,42.39,45.74,36.75,,29,1.68,41.86000061035156,42.060001373291016,41.63999938964844,811200.0,-1.16,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
CRSP,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,54.45,56.07,48.04,50.55,61,3.96,52.2599983215332,52.625,51.720001220703125,1261400.0,-2.65,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
FBTC,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,68.02,73.39,58.43,,18,1.79,67.05999755859375,67.43000030517578,66.7249984741211,2294400.0,-1.24,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
IBIT,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,44.25,47.73,37.85,,28,1.84,43.68000030517578,43.89500045776367,43.41999816894531,31196500.0,-1.24,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
RVTY,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,125.77,127.72,116.02,114.86,51,5.0,120.94000244140625,123.2300033569336,120.9000015258789,1344000.0,-1.91,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
PSN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,46.99,60.56,44.64,,7,0.17,45.880001068115234,46.56999969482422,45.529998779296875,1584300.0,-0.89,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
LULU,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,100.61,121.76,95.58,,4,0.24,96.87999725341797,99.62000274658203,95.66999816894531,7874100.0,-3.01,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
ESAB,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,73.62,75.11,69.94,,66,2.46,69.2699966430664,72.0999984741211,68.22000122070312,1153800.0,-4.69,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
CDNS,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,291.21,294.96,265.42,280.6,26,6.87,284.95001220703125,289.1400146484375,282.2799987792969,1923000.0,-0.19,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
AMZU,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,35.62,36.85,31.48,31.95,81,3.37,35.25,35.61000061035156,34.625,1002000.0,-0.93,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
SYM,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,43.61,46.75,37.66,,31,1.89,41.099998474121094,42.599998474121094,40.959999084472656,1171500.0,-3.93,NO_FILL,0.0,HOSTILE,LIMIT,7,CONVICTION,2026-09-15_1731,2026-09-10
DYN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,19.19,24.4,18.23,,19,0.18,18.420000076293945,19.024999618530273,17.93000030517578,4709500.0,-3.87,NO_FILL,0.0,HOSTILE,LIMIT,10,CONVICTION,2026-09-15_1731,2026-09-10
MSFT,SHORT,CONVICTION,99.3,BEAR_REJECTION_PENDING,493.01,502.2,476.12,437.9,10,1.84,492.44000244140625,494.5199890136719,486.0,16038800.0,0.03,CLOSED,0.06,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
CEG,SHORT,CONVICTION,99.1,BEAR_REJECTION_PENDING,296.7,300.55,255.42,253.5,26,10.74,285.9700012207031,294.8399963378906,285.82000732421875,2351200.0,-3.0,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
ICLR,SHORT,CONVICTION,99.0,BEAR_REJECTION_PENDING,162.3,165.67,147.79,151.0,29,4.3,165.69000244140625,166.52999877929688,156.6999969482422,1142400.0,3.87,STOPPED,-1.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
IQV,SHORT,CONVICTION,98.9,BEAR_REJECTION_PENDING,257.1,260.51,235.0,241.04,29,6.49,257.29998779296875,258.92999267578125,252.52999877929688,1319900.0,0.12,CLOSED_LOSS,-0.06,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
NVDQ,SHORT,CONVICTION,98.8,BEAR_REJECTION_PENDING,8.8,9.98,8.36,,84,0.37,8.989999771118164,9.09000015258789,8.800000190734863,3630600.0,4.17,CLOSED_LOSS,-0.16,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
CHWY,SHORT,CONVICTION,98.3,BEAR_REJECTION_PENDING,21.01,23.39,19.96,,42,0.44,21.079999923706055,21.399999618530273,20.049999237060547,11127200.0,2.33,CLOSED_LOSS,-0.03,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
GWRE,SHORT,CONVICTION,98.0,BEAR_REJECTION_PENDING,144.53,151.2,124.29,128.54,14,3.03,140.08999633789062,147.22000122070312,139.6999969482422,1330300.0,-1.13,CLOSED,0.67,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
FSK,SHORT,CONVICTION,97.0,BEAR_REJECTION_PENDING,12.1,13.2,11.49,,91,0.55,11.890000343322754,12.034000396728516,11.859999656677246,1522700.0,-0.83,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
ATI,SHORT,CONVICTION,97.0,BEAR_REJECTION_PENDING,207.57,211.06,198.02,185.43,28,2.74,199.0,207.6300048828125,196.60000610351562,1324900.0,-3.68,TARGET_HIT,1.5,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
TYRA,SHORT,CONVICTION,97.0,BEAR_REJECTION_PENDING,22.01,26.86,20.91,,20,0.23,23.540000915527344,23.639999389648438,21.27400016784668,2477600.0,7.0,CLOSED_LOSS,-0.32,HOSTILE,LIMIT,5,CONVICTION,2026-09-15_1731,2026-09-10
XOM,SHORT,CONVICTION,96.7,BEAR_REJECTION_PENDING,165.77,170.51,154.5,140.92,21,2.38,165.22999572753906,167.3699951171875,163.17999267578125,16615300.0,0.2,CLOSED,0.11,HOSTILE,LIMIT,7,CONVICTION,2026-09-15_1731,2026-09-10
PTCT,SHORT,CONVICTION,96.7,BEAR_REJECTION_PENDING,67.81,69.65,60.89,59.07,54,3.77,67.37000274658203,67.77999877929688,66.47000122070312,1007000.0,-0.3,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
KKR,SHORT,CONVICTION,96.7,BEAR_REJECTION_PENDING,106.17,108.27,94.64,89.06,47,5.5,100.87000274658203,103.81999969482422,99.77999877929688,4246100.0,-3.09,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
CRWD,SHORT,CONVICTION,96.6,BEAR_REJECTION_PENDING,209.85,214.17,202.63,195.1,23,1.67,208.86000061035156,214.67999267578125,204.27000427246094,7400800.0,0.46,STOPPED,-1.0,HOSTILE,LIMIT,12,CONVICTION,2026-09-15_1731,2026-09-10
VISN,SHORT,CONVICTION,96.5,BEAR_REJECTION_PENDING,6.53,11.67,6.2,,19,0.06,6.400000095367432,6.460000038146973,6.324999809265137,4324100.0,-0.01,NO_FILL,0.0,HOSTILE,LIMIT,14,CONVICTION,2026-09-15_1731,2026-09-10
MCHP,SHORT,CONVICTION,96.3,BEAR_REJECTION_PENDING,74.56,76.46,65.97,65.97,52,4.53,71.58000183105469,72.5999984741211,70.94000244140625,7593600.0,-2.08,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
FDXF,SHORT,CONVICTION,96.2,BEAR_REJECTION_PENDING,127.55,129.72,124.28,,46,1.51,124.0199966430664,126.0,122.44000244140625,1022700.0,-0.82,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
SGML,SHORT,CONVICTION,96.2,BEAR_REJECTION_PENDING,10.78,12.45,10.24,,59,0.32,10.069999694824219,10.210000038146973,9.890000343322754,1967300.0,-6.5,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-09-15_1731,2026-09-10
UPWK,SHORT,CONVICTION,96.1,BEAR_REJECTION_PENDING,8.36,9.61,7.94,,80,0.33,8.40999984741211,8.449999809265137,8.119999885559082,3153100.0,2.06,CLOSED_LOSS,-0.04,HOSTILE,LIMIT,20,COMPRESSION,2026-09-15_1731,2026-09-10
