idea_id,day,source,ticker,setup,side,tier,score,score_band,entry_type,entry,stop,target,shares,rr,first_seen,last_seen,outcome,result_r,mfe_r,mae_r,current_r,fill_time,exit_time,last_px,spy_regime,relative_volume_today,obv_state,notes
188bf9d686a27360,2026-07-23,live_state_lookup,WING,BEAR_REJECTION_PENDING,SHORT,CONVICTION,99.2,90+,LIMIT,139.87,142.67,132.82,35,2.52,2026-07-23T04:09:21,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,1.026,FALLING,"LIMIT SHORT @ $139.87 on rally (1.3% above current $138.12). Stop $142.67. Anchor: daily 123tk bear. CONVICTION 99 — size may step up, still waiting for location."
54dca7647caecf9d,2026-07-23,live_state_lookup,NXT,BEAR_REJECTION_PENDING,SHORT,CONVICTION,98.7,90+,LIMIT,106.06,109.94,98.05,25,2.06,2026-07-23T04:08:40,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.438,FALLING,"LIMIT SHORT @ $106.06 on rally (1.5% above current $104.50). Stop $109.94. Anchor: 4h 334tk bear. CONVICTION 99 — size may step up, still waiting for location."
e62815360936b276,2026-07-23,live_state_lookup,POOL,BEAR_REJECTION_PENDING,SHORT,CONVICTION,88.0,80-89,LIMIT,196.21,201.91,185.35,17,1.9,2026-07-23T04:09:20,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,1.496,FALLING,LIMIT SHORT @ $196.21 on rally (0.0% above current $196.19). Stop $201.91. Anchor: 1m 470tk bear.
f9d1cad35b29a733,2026-07-23,live_state_lookup,PNR,BEAR_REJECTION_PENDING,SHORT,CONVICTION,86.1,80-89,LIMIT,64.28,67.33,61.07,32,1.05,2026-07-23T04:07:54,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.793,FALLING,LIMIT SHORT @ $64.28 (2% rally cap; anchor at $64.30 too far). Stop $67.33. Anchor: 5m 271tk bear.
1612e56b0f0f7324,2026-07-23,live_state_lookup,QMCO,BEAR_REJECTION_PENDING,SHORT,CONVICTION,85.8,80-89,LIMIT,11.65,12.99,11.07,74,0.43,2026-07-23T04:10:56,2026-07-23T11:27:04,NOT_EVALUATED,,,,,,,,HOSTILE,0.707,RISING,LIMIT SHORT @ $11.65 on rally (0.2% above current $11.63). Stop $12.99. Anchor: daily 128tk bear.
1727eee6b3e558e4,2026-07-23,live_state_lookup,FND,BEAR_REJECTION_PENDING,SHORT,CONVICTION,84.3,80-89,LIMIT,55.28,62.96,52.52,13,0.36,2026-07-23T04:08:43,2026-07-23T08:39:57,NOT_EVALUATED,,,,,,,,HOSTILE,0.681,RISING,LIMIT SHORT @ $55.28 (2% rally cap; anchor at $61.53 too far). Stop $62.96. Anchor: daily 112tk bear.
a6a95c117a43f305,2026-07-23,live_state_lookup,CSGP,BEAR_REJECTION_PENDING,SHORT,CONVICTION,81.5,80-89,LIMIT,28.58,29.64,27.16,94,1.35,2026-07-23T04:07:27,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.839,RISING,LIMIT SHORT @ $28.58 (2% rally cap; anchor at $28.63 too far). Stop $29.64. Anchor: daily 87tk bear.
3cbd38278fe14578,2026-07-23,live_state_lookup,PPC,BEAR_REJECTION_PENDING,SHORT,CONVICTION,80.2,80-89,LIMIT,29.11,30.66,26.65,153,1.59,2026-07-23T04:09:25,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.187,RISING,LIMIT SHORT @ $27.92 on rally (0.1% above current $27.89). Stop $28.57. Anchor: daily 51tk bear.
fe084421ccc129ad,2026-07-23,live_state_lookup,SHAK,BEAR_REJECTION_PENDING,SHORT,CONVICTION,79.8,70-79,LIMIT,56.58,57.36,53.59,128,3.83,2026-07-23T04:08:43,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.941,FALLING,LIMIT SHORT @ $56.58 on rally (0.5% above current $56.29). Stop $57.36. Anchor: daily 40tk bear.
88462a2dda36f2db,2026-07-23,live_state_lookup,KKR,BEAR_REJECTION_PENDING,SHORT,CONVICTION,79.0,70-79,LIMIT,96.34,97.48,86.1,87,8.94,2026-07-23T04:08:01,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.58,RISING,LIMIT SHORT @ $96.34 on rally (1.1% above current $95.30). Stop $97.48. Anchor: daily 66tk bear.
8d75db4456426df7,2026-07-23,live_state_lookup,VISN,BEAR_REJECTION_PENDING,SHORT,CONVICTION,78.4,70-79,LIMIT,12.01,12.14,11.26,763,5.73,2026-07-23T04:07:39,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.701,FALLING,LIMIT SHORT @ $12.01 on rally (0.3% above current $11.97). Stop $12.14. Anchor: 45m 8tk bear.
6f547e0f9c8f49fe,2026-07-23,live_state_lookup,ARES,BEAR_REJECTION_PENDING,SHORT,CONVICTION,76.9,70-79,LIMIT,120.17,121.46,117.92,77,1.74,2026-07-23T04:09:07,2026-07-23T09:28:32,NOT_EVALUATED,,,,,,,,HOSTILE,0.607,NEUTRAL,LIMIT SHORT @ $120.17 on rally (0.5% above current $119.57). Stop $121.46. Anchor: daily 61tk bear.
71e6538158dd9b65,2026-07-23,live_state_lookup,RYAN,BEAR_REJECTION_PENDING,SHORT,CONVICTION,76.8,70-79,LIMIT,40.0,40.7,36.43,142,5.08,2026-07-23T04:08:06,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,1.097,FALLING,LIMIT SHORT @ $40.00 on rally (1.8% above current $39.29). Stop $40.7. Anchor: 4h 50tk bear.
ce3eae287d88060c,2026-07-23,live_state_lookup,VLN,BEAR_REJECTION_PENDING,SHORT,CONVICTION,76.7,70-79,LIMIT,1.84,1.94,1.68,961,1.54,2026-07-23T04:11:23,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.414,NEUTRAL,LIMIT SHORT @ $1.84 (2% rally cap; anchor at $1.85 too far). Stop $1.94. Anchor: daily 8tk bear.
cb38c6575e9f9084,2026-07-23,live_state_lookup,ELF,BEAR_REJECTION_PENDING,SHORT,CONVICTION,76.0,70-79,LIMIT,79.72,82.85,67.66,31,3.85,2026-07-23T04:10:50,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.662,RISING,LIMIT SHORT @ $79.72 on rally (1.2% above current $78.76). Stop $82.85. Anchor: weekly 272tk bear.
1a94a04216c6df19,2026-07-23,live_state_lookup,OLLI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,75.8,70-79,LIMIT,67.78,70.4,62.95,38,1.84,2026-07-23T04:08:55,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.558,RISING,LIMIT SHORT @ $67.78 (2% rally cap; anchor at $69.44 too far). Stop $70.4. Anchor: 1h 53tk bear.
aac1bb89aea4fca5,2026-07-23,live_state_lookup,CAVA,BEAR_REJECTION_PENDING,SHORT,CONVICTION,75.7,70-79,LIMIT,63.81,69.44,54.8,17,1.6,2026-07-23T04:07:29,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,1.72,FALLING,LIMIT SHORT @ $63.81 (2% rally cap; anchor at $68.29 too far). Stop $69.44. Anchor: weekly 56tk bear.
d30dd1b582fc475c,2026-07-23,live_state_lookup,TPG,BEAR_REJECTION_PENDING,SHORT,CONVICTION,75.0,70-79,LIMIT,42.63,44.23,39.35,62,2.04,2026-07-23T04:09:26,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.546,FALLING,LIMIT SHORT @ $42.63 (2% rally cap; anchor at $43.74 too far). Stop $44.23. Anchor: daily 27tk bear.
a1e8cff74f76b5ea,2026-07-23,live_state_lookup,DASH,BEAR_REJECTION_PENDING,SHORT,CONVICTION,74.3,70-79,LIMIT,177.9,180.34,152.25,21,10.51,2026-07-23T04:07:49,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.46,FALLING,LIMIT SHORT @ $173.42 on rally (0.2% above current $173.11). Stop $178.18. Anchor: 45m 388tk bear.
3d3119791cd1492a,2026-07-23,live_state_lookup,HUBC,CHANNEL_GAP_BREAKDOWN_SHORT,SHORT,CONVICTION,74.0,70-79,LIMIT,1.12,1.15,1.06,2976,1.67,2026-07-23T09:32:22,2026-07-23T09:28:32,NOT_EVALUATED,,,,,,,,HOSTILE,0.176,NEUTRAL,"CHANNEL-GAP BREAKDOWN: DESC 10m channel projecting into 5m gap top @ $1.09 (~-1d). Short $1.12, target $1.06."
a3796405391437c2,2026-07-23,live_state_lookup,MNDY,BEAR_REJECTION_PENDING,SHORT,CONVICTION,74.0,70-79,LIMIT,74.08,75.56,69.78,67,2.9,2026-07-23T04:08:14,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,2.137,FALLING,LIMIT SHORT @ $74.08 on rally (0.2% above current $73.91). Stop $75.56. Anchor: 1m 72tk bear.
020bc4c016c82e29,2026-07-23,live_state_lookup,G,BEAR_REJECTION_PENDING,SHORT,CONVICTION,73.8,70-79,LIMIT,30.64,31.04,29.36,247,3.16,2026-07-23T04:08:28,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.814,RISING,LIMIT SHORT @ $30.64 on rally (1.8% above current $30.10). Stop $31.04. Anchor: daily 25tk bear.
81872c2087d0988d,2026-07-23,live_state_lookup,TMHC,BEAR_REJECTION_PENDING,SHORT,CONVICTION,72.0,70-79,LIMIT,73.47,74.24,71.53,129,2.52,2026-07-23T04:11:33,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.668,RISING,LIMIT SHORT @ $73.47 on rally (1.4% above current $72.46). Stop $74.24. Anchor: daily 41tk bear.
97685962750aab25,2026-07-23,live_state_lookup,TRMB,BEAR_REJECTION_PENDING,SHORT,CONVICTION,72.0,70-79,LIMIT,51.63,52.98,48.78,74,2.11,2026-07-23T04:08:08,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.874,RISING,LIMIT SHORT @ $51.63 (2% rally cap; anchor at $52.40 too far). Stop $52.98. Anchor: weekly 33tk bear.
22f15274a7d7cf70,2026-07-23,live_state_lookup,ULCC,BEAR_REJECTION_PENDING,SHORT,CONVICTION,71.7,70-79,LIMIT,6.02,6.22,5.14,322,4.4,2026-07-23T04:11:19,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.543,FALLING,LIMIT SHORT @ $5.67 on rally (0.4% above current $5.65). Stop $5.98. Anchor: daily 29tk bear.
a4cc640902c0a6f5,2026-07-23,live_state_lookup,WIX,BEAR_REJECTION_PENDING,SHORT,CONVICTION,71.1,70-79,LIMIT,49.9,51.59,44.97,58,2.91,2026-07-23T04:09:35,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.919,RISING,LIMIT SHORT @ $49.90 (2% rally cap; anchor at $50.76 too far). Stop $51.59. Anchor: weekly 33tk bear.
c58c31c8c8e3136e,2026-07-23,live_state_lookup,BLDR,BEAR_REJECTION_PENDING,SHORT,CONVICTION,70.8,70-79,LIMIT,71.75,73.06,67.4,76,3.31,2026-07-23T04:08:40,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.782,RISING,LIMIT SHORT @ $71.75 on rally (0.9% above current $71.08). Stop $73.06. Anchor: daily 96tk bear.
d0ceb4512536f2f5,2026-07-23,live_state_lookup,INIO,BEAR_REJECTION_PENDING,SHORT,CONVICTION,70.6,70-79,LIMIT,28.54,30.5,27.11,51,0.73,2026-07-23T04:07:35,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.844,FALLING,LIMIT SHORT @ $28.54 (2% rally cap; anchor at $29.60 too far). Stop $30.5. Anchor: 1h 34tk bear.
65f1437a44d52f84,2026-07-23,live_state_lookup,CAI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,69.7,60-69,LIMIT,15.61,15.92,15.06,324,1.78,2026-07-23T04:08:20,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.562,RISING,LIMIT SHORT @ $15.61 on rally (1.5% above current $15.38). Stop $15.92. Anchor: 1h 11tk bear.
dd4779f329395d7a,2026-07-23,live_state_lookup,EL,BEAR_REJECTION_PENDING,SHORT,CONVICTION,69.2,60-69,LIMIT,83.87,84.63,79.43,38,5.84,2026-07-23T07:08:11,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.384,RISING,LIMIT SHORT @ $80.43 on rally (0.3% above current $80.22). Stop $83.04. Anchor: daily 220tk bear.
2d1cdbde362e7fe9,2026-07-23,live_state_lookup,TRI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,69.1,60-69,LIMIT,89.15,92.25,82.39,78,2.18,2026-07-23T04:08:47,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,0.32,RISING,LIMIT SHORT @ $87.28 on rally (0.2% above current $87.10). Stop $88.56. Anchor: 1h 38tk bear.
34e59cb92836378e,2026-07-23,live_state_lookup,BMI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,68.7,60-69,LIMIT,129.04,130.91,119.7,53,4.98,2026-07-23T04:08:56,2026-07-23T11:42:54,NOT_EVALUATED,,,,,,,,HOSTILE,2.734,RISING,LIMIT SHORT @ $129.04 on rally (0.7% above current $128.17). Stop $130.91. Anchor: 15m 46tk bear.
