ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,47.2,BASING,0.0,0,15,15,48.26,47.25,101,weekly,0.11,46 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,15,47.2,46.492,48.26,141,2.25,1.5,False
AAL,13.078,BASING,0.0,0,18,18,13.64,13.37,28,weekly,2.23,rel-vol 1.2x · regime FAVORABLE,False,18,13.078,12.8818,13.64,509,4.3,2.86,False
AAOI,100.29,BASING,0.0,0,15,15,124.82,109.125,1570,weekly,8.81,8 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,15,100.29,98.7857,124.82,66,24.46,16.31,False
AAON,76.43,BASING,0.0,0,15,15,87.83,86.77,107,daily,13.53,29 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,15,76.43,75.2836,87.83,87,14.92,9.94,False
AAOZ,14.3,BASING,0.0,0,20,20,14.98,14.5593,43,4h,1.81,31 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,14.3,14.0855,14.98,466,4.76,3.17,False
AAP,42.03,BASING,0.0,0,19,19,56.18,46.85,933,daily,11.47,32 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,19,42.03,41.3995,56.18,158,33.67,22.44,False
AAPL,336.28,BASING,0.0,0,11,11,340.03,339.73,30,daily,1.03,8 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,14,336.28,331.2358,340.03,19,1.12,0.74,False
AAPU,45.48,BASING,0.0,0,9,9,47.14,45.83,132,daily,0.77,4 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,12,45.48,44.7978,47.14,146,3.65,2.43,False
ABCL,12.95,BASING,0.0,0,4,4,13.05,13.0401,1,10m,0.7,4 bear-built-above · rel-vol 1.7x · regime FAVORABLE,True,4,12.95,12.7557,13.05,514,0.77,0.51,False
ABM,49.3,BASING,0.0,0,20,20,54.91,50.32,459,daily,2.07,54 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,49.3,48.5605,54.91,135,11.38,7.59,False
ABNB,166.0,BASING,0.0,0,20,20,189.0,188.22,79,weekly,13.39,37 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,166.0,163.51,189.0,40,13.86,9.24,False
ABT,102.05,BASING,0.0,0,19,19,120.73,108.61,1213,daily,6.43,24 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,19,102.05,100.5192,120.73,65,18.3,12.2,False
ABVX,107.71,BASING,0.0,0,18,18,113.58,113.0,58,daily,4.91,33 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,18,107.71,106.0943,113.58,61,5.45,3.63,False
ACAD,27.6044,BASING,0.0,0,20,20,29.11,29.05,6,weekly,5.24,8 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,21,27.6044,27.1903,29.11,241,5.45,3.64,False
ACHC,28.81,BASING,0.0,0,8,8,40.26,32.5,776,daily,12.81,rel-vol 1.2x · regime FAVORABLE,False,8,28.81,28.3778,40.26,231,39.74,26.5,False
ACHR,5.45,BASING,0.0,0,20,20,6.3,6.21,9,weekly,13.94,18 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,22,5.45,5.3682,6.3,1223,15.6,10.4,False
ACI,12.5769,BASING,0.0,0,11,11,12.95,12.945,1,30m,2.93,11 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,11,12.5769,12.3882,12.95,530,2.97,1.98,False
ACM,63.41,BASING,0.0,0,20,20,73.3,68.25,505,daily,7.63,30 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,20,63.41,62.4588,73.3,105,15.6,10.4,False
ACMR,69.9,BASING,0.0,0,20,20,79.41,77.25,216,weekly,10.52,16 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,21,69.9,68.8515,79.41,95,13.61,9.07,False
ACN,190.29,BASING,0.0,0,18,18,219.42,215.0,442,daily,12.99,27 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,19,190.29,187.4356,219.42,35,15.31,10.21,False
ACVA,10.4601,BASING,0.0,0,3,3,13.35,11.295,206,daily,7.98,rel-vol 2.0x · regime FAVORABLE,False,4,10.4601,10.3032,13.35,637,27.63,18.42,False
ADBE,251.3469,BASING,0.0,0,20,20,266.51,262.805,371,weekly,4.56,54 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,23,251.3469,247.5767,266.51,26,6.03,4.02,False
ADBT,0.1522,BASING,0.0,0,2,2,0.1635,0.1634,1,15m,7.36,2 bear-built-above · rel-vol 5.2x · regime FAVORABLE,False,4,0.1522,0.1499,0.1635,43802,7.42,4.95,False
ADI,364.08,BASING,0.0,0,20,20,417.93,405.43,1250,daily,11.36,20 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,23,364.08,358.6188,417.93,18,14.79,9.86,False
ADM,88.11,BASING,0,0,0,0,,,,,0,rel-vol 1.0x · regime FAVORABLE,True,0,88.11,86.7883,96.921,75,10.0,6.67,False
ADPT,28.61,BASING,0.0,0,1,1,28.72,28.71,1,1m,0.35,1 bear-built-above · rel-vol 1.7x · regime FAVORABLE,True,1,28.61,28.1808,28.72,233,0.38,0.26,False
ADSK,218.6,BASING,0.0,0,18,18,237.52,232.08,544,daily,6.17,52 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,18,218.6,215.321,237.52,30,8.66,5.77,False
AEG,9.1,BASING,0.0,0,20,20,9.41,9.39,2,daily,3.19,12 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,22,9.1,8.9635,9.41,732,3.41,2.27,False
AEHG,7.88,BASING,0.0,0,20,20,10.26,9.02,125,weekly,14.47,13 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,22,7.88,7.7618,10.26,846,30.2,20.14,False
