ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABT,102.0066,103.3,101.5,102.36,BELOW_PDH,RECLAIMED_PDL,True,102.54,100.33,0.759,OR_TOP_THIRD,0.629,False,False,0.629,2.13,62,NEUTRAL,48,AVOID_SHORT
ACVA,10.4601,10.44,10.42,10.42,ABOVE_PDH,TESTING_PDL,True,10.47,10.45,0.505,OR_MIDDLE,0.202,False,False,0.202,1.34,54,CONTINUATION_LONG,54,NEUTRAL
AEMD,6.4201,1.5,1.41,1.43,ABOVE_PDH,ABOVE_PDL,True,9.5,6.61,0.0,BELOW_ORL,0.118,False,False,0.118,0.34,50,AVOID_LONG,52,AVOID_SHORT_CHASE
AGEN,7.22,7.33,7.055,7.21,REJECTED_PDH,ABOVE_PDL,True,7.4,7.085,0.429,OR_MIDDLE,0.429,False,False,0.429,3.46,38,AVOID_LONG,62,NEUTRAL
AHMA,1.2845,1.39,1.25,1.27,BELOW_PDH,ABOVE_PDL,True,1.34,1.2724,0.179,OR_BOTTOM_THIRD,0.206,False,False,,,58,RELOAD_ZONE,50,NEUTRAL
AKAN,2.96,2.87,2.66,2.72,ABOVE_PDH,ABOVE_PDL,True,3.04,2.821,0.635,OR_MIDDLE,0.324,False,False,0.324,0.71,62,CONTINUATION_LONG,42,NEUTRAL
ALHC,8.8,10.39,8.52,8.71,BELOW_PDH,RECLAIMED_PDL,True,9.32,8.265,0.507,OR_MIDDLE,0.408,False,False,0.408,1.39,62,NEUTRAL,42,AVOID_SHORT
ALK,40.15,41.1,38.8805,39.68,BELOW_PDH,ABOVE_PDL,True,40.9,40.19,0.0,BELOW_ORL,0.202,False,False,0.202,2.62,30,AVOID_LONG,72,CONTINUATION_SHORT
AMRX,18.4,18.2999,16.56,18.08,ABOVE_PDH,ABOVE_PDL,True,19.18,18.52,0.0,BELOW_ORL,0.264,False,False,0.264,3.33,50,AVOID_LONG,52,CONTINUATION_SHORT
ARWR,67.75,71.9283,64.5,65.79,BELOW_PDH,ABOVE_PDL,True,68.91,66.995,0.394,OR_MIDDLE,0.394,False,False,0.394,1.92,50,NEUTRAL,50,NEUTRAL
