ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
SVC,Long,BOUNCE,T2-LONG,90,1.75,1.6539,1.9423,,2.0,0.0961,1.75,1.4,CLOSE,3,3,"1h,4h,5m",1.725,1.705,OPEN_ROAD,EXCITED,2.0,13921419.0,0.3,0.9,0.0,1.0,10.9,26.0,7.0,535.0,MEGA,0.0,1.76,1.76,1.76,0.0,FLAT,FLAT,25,5,6,2.6,D,,,,True,0.07928571428571421,1.21,N/A,,0.5,0.5,0.533,0.267,0.133,0.5,1.0533,HOSTILE,1.705,1.75,1.77,1956,1040,861,4.64,2.0,1.48,3334.98,1820.0,1523.97,10:30,1.6539,1.9423,PULLBACK_LIMIT,,,,PENNY,MARKET
PRQR,Long,BOUNCE,T2-LONG,64,1.4901,1.385,1.7003,,2.0,0.1051,1.4901,2.8,CLOSE,2,1,1m,1.4485,1.435,OPEN_ROAD,EXCITED,0.67,0.0,7.0,2.9,1406480.0,1.0,46.7,35.0,8.0,64.35,HIGH,0.1,1.805,1.81,1.8,-0.6,DISCOUNT,DISCOUNT,0,1,0,3.0,D,,,,True,0.16052857142857144,0.65,N/A,,0.5,0.5,0.633,0.067,0.967,0.5,0.9767,HOSTILE,1.435,1.4901,1.5101,1999,951,799,5.31,2.0,1.52,2868.57,1417.09,1206.57,10:30,1.385,1.7003,PULLBACK_LIMIT,,,,PENNY,MARKET
QTEX,Long,BOUNCE,T2-LONG,83,1.63,1.56,1.77,1.695,2.0,0.07,1.63,0.9,CLOSE,2,2,"15m,30m",1.615,1.61,OPEN_ROAD,EXCITED,0.52,0.0,0.1,0.2,1192159.0,0.0,57.5,52.0,8.0,36.86,MED,0.1,1.695,1.7,1.69,-0.6,DISCOUNT,DISCOUNT,197,9,60,2.5,C,,,,True,0.4021428571428571,0.17,N/A,,0.5,0.5,0.4,0.2,0.967,0.5,0.8667,HOSTILE,1.61,1.63,1.65,1999,1428,1111,3.2,2.0,1.33,3218.39,2327.64,1833.15,10:30,1.56,1.77,PULLBACK_LIMIT,,,,PENNY,MARKET
