ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
FTK,false,-20.01,-19.49,35.6,28.66,35.99,27.3,2816820,true,false,false,false,false,false,,MISSED
HYFM,false,-14.97,-13.19,1.44,1.25,1.46,1.25,236025,true,false,false,false,false,false,,MISSED
FRNM,false,12.46,13.04,11.5,13.0,13.17,11.49,1893156,true,false,false,false,false,false,,MISSED
BZAI,false,-12.21,-5.62,0.5516,0.5206,0.5654,0.42,32943417,true,false,false,false,false,false,,MISSED
CELZ,false,-9.84,-6.78,1.18,1.1,1.18,1.09,425093,false,false,false,false,false,false,,IGNORED
ONFO,false,-9.27,5.86,2.22,2.35,2.38,2.15,1961955,false,false,false,false,false,false,,IGNORED
PAVS,false,-9.01,-7.29,6.86,6.36,6.86,6.36,40713,false,false,false,false,false,false,,IGNORED
ALM,false,8.42,1.3,16.15,16.36,16.86,15.862,10934217,false,false,false,false,false,false,,IGNORED
DFNS,false,-8.26,8.26,28.625,30.99,31.261,27.69,295147,false,false,false,false,false,false,,IGNORED
STAA,false,-7.98,-7.2,25.96,24.09,25.96,23.82,1526424,false,false,false,false,false,false,,IGNORED
PGEN,false,7.38,6.33,6.16,6.55,6.78,6.1,6275645,false,false,false,false,false,false,,IGNORED
CLOV,false,-7.17,-6.56,4.57,4.27,4.57,4.15,5308805,false,false,false,false,false,false,,IGNORED
GTM,false,-7.16,-6.23,4.01,3.76,4.015,3.72,6503370,false,false,false,false,false,false,,IGNORED
XMTR,false,-6.78,-6.75,96.23,89.73,96.9424,87.705,569493,false,false,false,false,false,false,,IGNORED
SG,false,-6.37,-5.31,6.21,5.88,6.21,5.67,5205505,false,false,false,false,false,false,,IGNORED
EVGO,false,-6.06,-7.19,1.67,1.55,1.67,1.53,2946478,false,false,false,false,false,false,,IGNORED
CRSR,false,-5.77,-4.0,12.75,12.24,12.795,11.82,2116845,false,false,false,false,false,false,,IGNORED
EVH,false,-5.77,-4.75,4.63,4.41,4.628,4.4,3589124,false,false,false,false,false,false,,IGNORED
VYX,false,-5.64,-3.99,8.02,7.7,8.0896,7.645,2135744,false,false,false,false,false,false,,IGNORED
MEI,false,5.48,3.91,17.4,18.08,18.15,17.04,696906,false,false,false,false,false,false,,IGNORED
NNBR,false,5.38,3.79,3.96,4.11,4.24,3.93,3266892,false,false,false,false,false,false,,IGNORED
CLRO,false,-5.36,-3.52,5.12,4.94,5.2366,4.85,55293,false,false,false,false,false,false,,IGNORED
SES,false,-5.31,-3.85,0.5919,0.5691,0.5971,0.55,8775319,false,false,false,false,false,false,,IGNORED
