ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
CHYM,Long,PULLBACK,T1-STRONG_LONG,98,12.3,22.42,21.6504,31.89,7.0,MEGA,219.25,0.03,2.5,1.0,24.5,32.2,A,614,,1.5442,0.986,0.783,0.37,0.326,22.32,22.42,22.6442,149,129,100,14.29,12.31,9.3,21.6504,31.89,10:30
FRMI,Long,PULLBACK,T2-LONG,85,4.1,6.13,5.6551,8.07,6.4,MEGA,282.09,0.03,0.8,0.0,48.8,23.2,B,167,,1.4283,0.826,0.703,0.145,0.326,5.83,6.13,6.1913,571,210,186,12.81,4.09,3.5,5.6551,8.07,10:30
SMR,Long,PULLBACK,T1-STRONG_LONG,93,8.7,11.86,11.1017,18.47,6.2,MEGA,298.32,0.18,2.4,2.0,50.3,46.0,B,608,,1.3833,0.971,0.638,0.312,0.928,11.445,11.86,11.9786,291,131,114,20.46,8.72,7.4,11.1017,18.47,10:30
KSS,Long,PULLBACK,T1-STRONG_LONG,100,7.1,13.56,13.0562,17.16,6.6,HIGH,110.61,0.03,1.3,0.0,15.7,18.2,A,34,,1.3754,0.928,0.754,0.71,0.326,13.46,13.56,13.6956,247,198,156,9.16,7.15,5.42,13.0562,17.16,10:30
KVYO,Long,PULLBACK,T2-LONG,66,2.6,17.35,16.6258,19.23,7.1,HIGH,143.82,0.03,1.9,0.0,18.6,3.0,C,112,,1.3616,0.681,0.819,0.0,0.326,17.14,17.35,17.5235,194,138,111,4.06,2.6,1.9,16.6258,19.23,10:30
SABR,Long,PULLBACK,T1-STRONG_LONG,91,3.3,1.77,1.6878,2.04,6.3,MEGA,280.77,0.02,1.1,0.0,28.8,7.9,C,35,,1.35,0.746,0.667,0.254,0.101,1.74,1.77,1.79,1915,1216,978,5.75,3.28,2.45,1.6878,2.04,10:30
ACHR,Long,PULLBACK,T2-LONG,87,4.0,5.73,5.4999,6.65,6.2,MEGA,627.16,0.04,1.2,0.0,24.0,8.8,B,43,,1.3486,0.812,0.638,0.167,0.522,5.67,5.73,5.7873,587,434,347,5.76,4.0,3.0,5.4999,6.65,10:30
ABCL,Long,PULLBACK,T2-LONG,100,6.0,3.78,3.5502,5.155,5.7,MEGA,206.79,0.02,1.9,0.0,16.4,28.6,B,60,,1.3413,0.899,0.587,0.71,0.101,3.66,3.78,3.8178,910,435,373,13.62,5.98,5.0,3.5502,5.155,10:30
SLDP,Long,PULLBACK,T1-STRONG_LONG,100,4.2,3.07,2.9003,3.79,8.9,HIGH,186.08,0.03,1.8,1.0,31.2,12.5,A,13,,1.3384,0.841,0.92,0.71,0.326,2.99,3.07,3.1007,1114,589,499,8.92,4.24,3.44,2.9003,3.79,10:30
ASM,Long,PULLBACK,T2-LONG,98,3.4,7.05,6.7706,8.01,9.0,HIGH,150.8,0.04,1.4,0.0,19.5,3.4,C,335,,1.3355,0.768,0.942,0.37,0.522,6.98,7.05,7.1205,477,357,285,4.92,3.44,2.54,6.7706,8.01,10:30
