ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
DXC,BULL_BOUNCE_PENDING,LONG,61.7,10.65,10.31,12.5,12.1,290,5.36,FAVORABLE,1.16,10.87,DEEP_BELOW,-0.3068,15.68,0.0291,2.9% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.7, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_bottom_quartile"": -3.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $10.49 (daily 26tk COMPRESSION gap body) | only 2.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH WEAK (WEAK) — sector headwind | SPY FAVORABLE",LIMIT BUY @ $10.65 (2% pullback cap; anchor at $10.49 too far). Stop $10.31. Anchor: daily 26tk.,2026-07-29T04:58:28
ADPT,BULL_BOUNCE,LONG,65.0,22.07,20.77,22.65,,77,0.45,FAVORABLE,0.63,22.0705,NEAR_HIGH,-0.0466,23.15,0.0105,1.0% (normal),FALLING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""regime_favorable"": 5.0}",ASC channel detected on 45m (score 90) | price at lower rail ($21.82) | anchor: 15m 90tk @ $21.89 | 5 prior bull-rail touches | SPY FAVORABLE,"Channel: 45m ASC, rails $21.82-$22.65",2026-07-29T04:58:30
WAY,BULL_BOUNCE_PENDING,LONG,67.3,23.42,23.03,25.23,26.18,259,4.69,FAVORABLE,0.96,23.75,DEEP_BELOW,-0.4273,41.47,0.0131,1.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 13.3, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_bottom_quartile"": -3.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $23.42 (daily 55tk COMPRESSION gap body) | only 0.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH WEAK (WEAK) — sector headwind | SPY FAVORABLE",LIMIT BUY @ $23.42 on pullback (0.3% below current $23.75). Stop $23.03. Anchor: daily 55tk.,2026-07-29T04:58:28
GLOB,BULL_BOUNCE_PENDING,LONG,60.2,34.41,32.36,37.69,,48,1.6,FAVORABLE,1.6,35.11,DEEP_BELOW,-0.6279,94.35,0.072,7.2% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 0.2, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""sector_bottom_quartile"": -3.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $32.98 (30m 68tk MINOR gap body) | 5.1% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | TECH WEAK (WEAK) — sector headwind | SPY FAVORABLE",LIMIT BUY @ $34.41 (2% pullback cap; anchor at $32.98 too far). Stop $32.36. Anchor: 30m 68tk.,2026-07-29T04:58:28
VSAT,BULL_BOUNCE_PENDING,LONG,75.0,72.24,70.76,81.51,78.4,67,6.27,FAVORABLE,0.62,73.6202,BELOW,-0.2086,93.03,0.0115,1.1% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.0, ""conviction_tier"": 10.0, ""near_pullback"": -4.0, ""obv_falling_pending"": -2.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $72.24 (weekly 108tk CONVICTION gap body) | only 1.1% below — shallow entry, historically weak (22% WR) | OBV softer near-term — normal during pullback wait | SPY FAVORABLE",LIMIT BUY @ $72.24 on pullback (1.1% below current $73.62). Stop $70.76. Anchor: weekly 108tk.,2026-07-29T04:58:28
VSAT,SHORT_UPPER_DIRTY,SHORT,62.0,73.62,74.78,72.19,,21,1.23,FAVORABLE,0.62,73.6202,BELOW,-0.2086,93.03,0.0115,1.1% (normal),FALLING,False,"{""dealing_range_present"": 14.0, ""rail_genesis_rank"": 9.0, ""rail_volume_spike"": 8.0, ""rail_huge_anchor"": 10.0, ""range_width_clean"": 4.0, ""at_upper_dirty_rail"": 12.0, ""regime_favorable"": 5.0}",Dealing range bounded by dirty gaps $72.19–$73.96 | rail had high-volume rejection on test | rail tick_width 46 (huge) | price AT upper dirty rail (responsive short zone) | SPY FAVORABLE | COUNTER-TREND: opposes dominant LONG read (top score 75) - sized to 1/4 risk,SHORT at upper dirty rail $73.62. Target lower rail $72.19. Stop above upper gap $74.78.,2026-07-29T04:58:28
FBIN,BULL_BOUNCE_PENDING,LONG,98.8,51.09,48.54,56.75,,39,2.22,FAVORABLE,1.05,51.09,BELOW,-0.2121,64.84,0.0221,2.2% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 14.8, ""conviction_tier"": 10.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_favorable"": 5.0}","MARKET: score 99 CONVICTION - take entry now at $51.09, not waiting for the $47.48 pullback | 4.1% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | MATERIALS STRONG (STRONG) — sector tailwind | SPY FAVORABLE",MARKET BUY @ ~$51.09 (CONVICTION score 99). Stop $48.54. Anchor: weekly 305tk @ $47.48.,2026-07-29T04:58:28
FBIN,BEAR_REJECTION_PENDING,SHORT,79.0,51.32,62.61,48.75,,2,0.23,FAVORABLE,1.05,51.09,BELOW,-0.2121,64.84,0.0221,2.2% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_favorable_hurts_short"": -8.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}","PENDING: wait for rally to $51.32 (daily 1098tk CONVICTION bear gap) | only 0.5% above current — close rally | SPY FAVORABLE — short is countertrend, lower probability | ASC channel active (4h) — short fights rising structure | OBV falling — distribution confirms short thesis | COUNTER-TREND: opposes dominant LONG read (top score 99) - sized to 1/4 risk",LIMIT SHORT @ $51.32 on rally (0.5% above current $51.09). Stop $62.61. Anchor: daily 1098tk bear.,2026-07-29T04:58:28
LILAK,BULL_BOUNCE_PENDING,LONG,74.4,8.08,7.67,8.85,,238,1.82,FAVORABLE,1.15,8.25,BLUE_SKY,-0.0196,8.41,0.0085,0.8% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 11.4, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $7.77 (1h 13tk MINOR gap body) | 5.1% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $8.08 (2% pullback cap; anchor at $7.77 too far). Stop $7.67. Anchor: 1h 13tk.,2026-07-29T04:58:28
WIX,BULL_BOUNCE,LONG,81.9,57.85,54.74,65.1,,32,2.33,FAVORABLE,1.46,57.85,DEEP_BELOW,-0.697,190.93,0.0428,4.3% (normal),FALLING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 7.9, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 96) | price at lower rail ($57.72) | anchor: daily 50tk @ $56.59 | 6 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: 5m ASC, rails $57.72-$59.12",2026-07-29T04:58:28
MBX,BULL_BOUNCE_PENDING,LONG,82.0,62.07,56.62,65.17,,18,0.57,FAVORABLE,0.77,60.02,NEAR_HIGH,-0.0996,66.66,0.0131,1.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""vacuum_tier"": 6.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $57.45 anchor - enter on strength above today's high, no pullback | 3.4% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | HEALTHCARE STRONG (STRONG) — sector tailwind | SPY FAVORABLE | BREAKOUT_FOLLOW: open $61.98 cleared anchor $57.45, 2/4 strength, regime FAVORABLE — buy-stop $62.07, 1.5xATR stop","BUY-STOP @ $62.07 (above today's high $62.01). Stop $56.62 (1.5xATR). Score 82, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-29T04:58:30
BVS,BULL_BOUNCE_PENDING,LONG,78.6,13.31,12.45,13.98,,115,0.77,FAVORABLE,1.34,13.22,BLUE_SKY,-0.006,13.3,0.0141,1.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 12.6, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_bottom_quartile"": -3.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $12.24 anchor - enter on strength above today's high, no pullback | 4.4% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | TECH WEAK (WEAK) — sector headwind | SPY FAVORABLE | BREAKOUT_FOLLOW: open $12.54 cleared anchor $12.24, 2/4 strength, regime FAVORABLE — buy-stop $13.31, 1.5xATR stop","BUY-STOP @ $13.31 (above today's high $13.30). Stop $12.45 (1.5xATR). Score 79, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-29T04:58:28
ISSC,BULL_BOUNCE_CONFIRMED,LONG,70.0,19.16,17.89,21.43,,78,1.79,FAVORABLE,1.81,19.16,DEEP_BELOW,-0.3807,30.94,0.0295,3.0% (normal),RISING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 10m (score 100) | recovered 2.5% from recent low $18.70 | bounce at 15m 82tk @ $18.39 (MINOR) | 8 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 10m ASC, rails $18.72-$18.91. Recent low $18.70 → now $19.16 (+2.5%)",2026-07-29T04:58:28
LGHL,BULL_BOUNCE_PENDING,LONG,94.5,1.27,1.21,1.4,,1574,2.05,FAVORABLE,3.08,1.27,DEEP_BELOW,-0.9965,366.21,20.5906,2059.1% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.5, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","MARKET: score 94 CONVICTION - take entry now at $1.27, not waiting for the $1.21 pullback | 3.9% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | hot volume 3.1x avg | float rotation 20.59x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE",MARKET BUY @ ~$1.27 (CONVICTION score 94). Stop $1.21. Anchor: 45m 3tk @ $1.21.,2026-07-29T04:58:28
LGHL,CHANNEL_BREAKOUT,LONG,65.0,1.27,1.21,1.4,,1607,2.09,FAVORABLE,3.08,1.27,DEEP_BELOW,-0.9965,366.21,20.5906,2059.1% (EXTREME — almost always reverts),RISING,False,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($1.22) | ASC channel (15m) | channel anchored (15m 3tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = 5m 1tk @ $1.40 (MINOR, pull 20)","Channel: 15m ASC, broke upper rail",2026-07-29T04:58:28
BIYA,BULL_BOUNCE_PENDING,LONG,75.8,6.83,4.57,7.17,,44,0.15,FAVORABLE,2.3,5.32,DEEP_BELOW,-0.9743,207.25,7.994,799.4% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 1.8, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""float_rot_parabolic"": 6.0, ""sector_bottom_quartile"": -3.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $4.59 anchor - enter on strength above today's high, no pullback | 13.7% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | float rotation 7.99x — parabolic engagement | TECH WEAK (WEAK) — sector headwind | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $5.50 cleared anchor $4.59, 4/4 strength, regime FAVORABLE — buy-stop $6.83, 1.5xATR stop","BUY-STOP @ $6.83 (above today's high $6.82). Stop $4.57 (1.5xATR). Score 76, strength=4/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-29T04:58:28
DFNS,BULL_BOUNCE_PENDING,LONG,84.4,30.48,28.91,32.01,,63,0.97,FAVORABLE,4.11,31.0,DEEP_BELOW,-0.9075,335.0,28.3184,2831.8% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 5.4, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $30.48 (5m 58tk MINOR gap body) | only 0.7% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | hot volume 4.1x avg | float rotation 28.32x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $30.48 on pullback (0.7% below current $31.00). Stop $28.91. Anchor: 5m 58tk.,2026-07-29T04:58:28
OMH,BULL_BOUNCE_PENDING,LONG,81.0,0.22,0.15,0.23,,1348,0.15,FAVORABLE,2.44,0.1536,DEEP_BELOW,-0.9299,2.19,4.1212,412.1% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $0.15 anchor - enter on strength above today's high, no pullback | 4.0% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | float rotation 4.12x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $0.16 cleared anchor $0.15, 3/4 strength, regime FAVORABLE — buy-stop $0.22, 1.5xATR stop","BUY-STOP @ $0.22 (above today's high $0.22). Stop $0.15 (1.5xATR). Score 81, strength=3/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-29T04:58:28
OMH,CHANNEL_BREAKOUT,LONG,65.0,0.15,0.15,0.17,0.17,19607,3.33,FAVORABLE,2.44,0.1536,DEEP_BELOW,-0.9299,2.19,4.1212,412.1% (EXTREME — almost always reverts),RISING,False,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($0.15) | ASC channel (5m) | channel anchored (45m 1tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = 1h 1tk @ $0.17 (MINOR, pull 116)","Channel: 5m ASC, broke upper rail",2026-07-29T04:58:28
