ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
SKYQ,SHORT,12.64,9.34,2.5,1.59,2.0615,1.65,5572619,144943,38.45,0.07,True,1.82,1.65,1.6665,1.617,6060,99.99,84.258,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.2954,4.79,HIGH (low-priced low-float — verify locate before entering)
CLIK,SHORT,17.06,0.0,2.4,1.41,1.6846,1.7,1783262,102416,17.41,0.29,True,1.7,1.7,1.717,1.666,5882,99.99,79.4234,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.1731,3.26,HIGH (low-priced low-float — verify locate before entering)
