ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
AGEN,Long,PULLBACK,T1-STRONG_LONG,100,7.8,7.4399,8.5202,,2.0,0.3601,8.36,6.7,APPROACH,4,4,"10m,15m,30m,5m",7.8,7.67,HIGHWAY,EXCITED,4.82,5164165,0.8,0.8,0,0,19.5,35,8,40.24,MED,0.03,7.735,7.67,7.8,1.7,PREMIUM,MID,1126,11,257,99.9,A,True,0.7176214285714284,0.5,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.6,0.52,3.28,0.52,0.5,1.0,0.5,1.0,0.52,0.956,FAVORABLE,7.67,7.8,7.878,434,277,228,3.69,2.0,1.47,3328.78,2160.6,1796.18,10:30,7.4399,8.5202,PULLBACK_LIMIT,,,
HCA,Long,BOUNCE,T2-LONG,100,428.76,394.0819,498.1162,,2.0,34.6781,428.76,2.0,CLOSE,2,2,"1d,4h",420.285,406.27,HIGHWAY,EXCITED,1.93,1623197377,0.6,1.1,0,0,8.2,21,8,144.32,HIGH,0.01,428.105,429.24,426.97,-0.5,PREMIUM,DISCOUNT,10548,3,6178,5.3,B,False,10.988357142857145,3.16,N/A,,HEALTHCARE,,NEUTRAL,,0.6,,3.28,0.6,0.5,0.0,0.5,0.0,0.6,0.88,FAVORABLE,406.27,428.76,433.0476,8,2,2,7.54,2.0,1.67,3250.16,857.52,866.1,10:30,394.0819,498.1162,PULLBACK_LIMIT,,,
