ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.5599,7.165,6.87,7.0,BELOW_PDH,BELOW_PDL,True,7.0683,6.53,0.056,OR_BOTTOM_THIRD,0.272,False,True,0.272,4.41,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
ABSI,8.17,8.54,7.58,8.295,BELOW_PDH,ABOVE_PDL,True,8.53,8.1,0.163,OR_BOTTOM_THIRD,0.234,False,False,0.234,1.81,50,RELOAD_ZONE,62,NEUTRAL
ACRS,5.5494,5.7,5.24,5.68,REJECTED_PDH,ABOVE_PDL,True,5.88,5.56,0.0,BELOW_ORL,0.055,False,False,0.055,2.17,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AHMA,1.64,1.72,1.6498,1.72,REJECTED_PDH,BELOW_PDL,True,1.725,1.68,0.0,BELOW_ORL,0.19,False,True,,,6,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
ALHC,21.1,20.83,19.795,20.6,ABOVE_PDH,ABOVE_PDL,True,21.165,20.33,0.922,OR_TOP_THIRD,0.631,True,False,0.631,2.4,80,PULLBACK_BUY_ZONE,40,NEUTRAL
ALNY,273.97,284.3595,266.43,267.47,BELOW_PDH,RECLAIMED_PDL,True,271.21,266.27,1.0,ABOVE_ORH,0.857,False,False,0.857,2.58,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ALTO,5.5,5.975,5.08,5.84,REJECTED_PDH,ABOVE_PDL,True,6.05,5.5,0.0,OR_BOTTOM_THIRD,0.08,False,False,0.08,1.59,38,AVOID_LONG,74,AVOID_SHORT_CHASE
AMKR,62.83,63.59,57.87,62.94,REJECTED_PDH,ABOVE_PDL,True,65.2,62.85,0.0,BELOW_ORL,0.271,False,False,0.271,2.38,26,AVOID_LONG,72,CONTINUATION_SHORT
ASAN,7.56,7.975,7.51,7.69,BELOW_PDH,RECLAIMED_PDL,True,7.52,7.32,1.0,ABOVE_ORH,0.554,False,False,0.554,2.83,72,CONTINUATION_LONG,34,AVOID_SHORT
AXTX,5.72,5.6263,4.25,5.08,ABOVE_PDH,ABOVE_PDL,True,6.22,5.13,0.541,OR_MIDDLE,0.541,False,False,0.541,0.36,62,CONTINUATION_LONG,42,NEUTRAL
BAND,68.5,73.4899,66.5,71.81,REJECTED_PDH,ABOVE_PDL,True,75.07,71.99,0.0,BELOW_ORL,0.0,False,False,0.0,2.33,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BCRX,9.11,9.32,8.95,9.29,REJECTED_PDH,ABOVE_PDL,True,9.475,9.23,0.0,BELOW_ORL,0.0,False,False,0.0,3.12,18,AVOID_LONG,84,AVOID_SHORT_CHASE
CAL,11.86,12.59,11.78,11.85,BELOW_PDH,RECLAIMED_PDL,True,12.27,11.76,0.196,OR_BOTTOM_THIRD,0.287,False,True,0.287,2.46,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
CC,17.1,17.865,17.01,17.52,BELOW_PDH,ABOVE_PDL,True,17.505,17.06,0.09,OR_BOTTOM_THIRD,0.09,False,False,0.09,3.16,50,RELOAD_ZONE,62,AVOID_SHORT_CHASE
CCTG,0.77,0.76,0.635,0.6851,ABOVE_PDH,ABOVE_PDL,True,0.7325,0.68,1.0,ABOVE_ORH,0.921,True,False,0.921,1.72,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
CE,44.56,46.68,45.22,45.7,BELOW_PDH,BELOW_PDL,True,45.565,43.77,0.44,OR_MIDDLE,0.44,False,False,0.44,2.6,38,NEUTRAL,62,CONTINUATION_SHORT
CHTR,129.25,136.98,131.22,131.37,BELOW_PDH,BELOW_PDL,True,132.02,128.3,0.255,OR_BOTTOM_THIRD,0.255,False,False,0.255,2.35,46,NEUTRAL,62,CONTINUATION_SHORT
CMPS,11.7213,13.04,12.02,12.35,BELOW_PDH,BELOW_PDL,True,12.39,11.95,0.0,BELOW_ORL,0.114,False,True,0.114,1.21,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
CMTL,1.62,1.685,1.59,1.615,BELOW_PDH,RECLAIMED_PDL,True,1.64,1.59,0.6,OR_MIDDLE,0.353,False,False,0.353,1.86,62,NEUTRAL,42,AVOID_SHORT
CNM,43.78,46.38,45.02,45.24,BELOW_PDH,BELOW_PDL,True,45.51,44.34,0.0,BELOW_ORL,0.0,False,False,0.0,3.09,18,AVOID_LONG,84,AVOID_SHORT_CHASE
COMP,11.46,12.215,11.7658,12.0,BELOW_PDH,BELOW_PDL,True,12.05,11.6801,0.0,BELOW_ORL,0.0,False,False,0.0,2.93,18,AVOID_LONG,84,AVOID_SHORT_CHASE
CORT,91.57,91.45,87.218,90.52,ABOVE_PDH,ABOVE_PDL,True,92.21,90.0749,0.7,OR_TOP_THIRD,0.578,True,False,0.578,3.95,80,PULLBACK_BUY_ZONE,40,NEUTRAL
CRE,2.7301,3.3059,3.05,3.11,BELOW_PDH,BELOW_PDL,False,,,,OPENING_RANGE_PENDING,0.055,False,True,0.055,0.23,30,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
CRSR,9.45,9.925,9.02,9.75,REJECTED_PDH,ABOVE_PDL,True,9.93,9.39,0.111,OR_BOTTOM_THIRD,0.309,False,False,0.309,2.61,46,AVOID_LONG,62,NEUTRAL
CRVO,2.8,3.1838,3.01,3.08,REJECTED_PDH,BELOW_PDL,True,3.2,2.97,0.0,BELOW_ORL,0.13,False,True,0.13,1.22,0,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
CTSO,0.38,0.3753,0.35,0.36,ABOVE_PDH,ABOVE_PDL,True,0.3806,0.36,0.969,OR_TOP_THIRD,0.667,True,False,0.667,0.43,80,PULLBACK_BUY_ZONE,40,NEUTRAL
DDOG,264.0,264.475,248.61,258.69,REJECTED_PDH,ABOVE_PDL,True,268.41,257.075,0.611,OR_MIDDLE,0.589,True,False,0.589,1.63,56,PULLBACK_BUY_ZONE,54,NEUTRAL
DOCS,21.73,22.3,21.495,21.52,BELOW_PDH,RECLAIMED_PDL,True,21.47,20.9,1.0,ABOVE_ORH,0.83,False,False,0.83,3.3,84,AVOID_LONG_CHASE,26,AVOID_SHORT
DOX,52.26,53.82,52.51,52.63,BELOW_PDH,BELOW_PDL,True,52.5,51.605,0.732,OR_TOP_THIRD,0.404,False,False,0.404,2.3,38,NEUTRAL,68,CONTINUATION_SHORT
DYN,23.55,23.8,22.03,23.74,REJECTED_PDH,ABOVE_PDL,True,24.79,23.39,0.114,OR_BOTTOM_THIRD,0.127,False,False,0.127,2.97,38,AVOID_LONG,74,AVOID_SHORT_CHASE
EL,83.5324,83.57,80.92,82.13,REJECTED_PDH,ABOVE_PDL,True,83.08,82.0825,1.0,ABOVE_ORH,0.919,False,False,0.919,3.01,60,AVOID_LONG_CHASE,46,AVOID_SHORT
ELF,79.7853,75.53,72.165,73.69,ABOVE_PDH,ABOVE_PDL,True,78.7,73.235,1.0,ABOVE_ORH,0.968,False,False,0.968,2.98,84,AVOID_LONG_CHASE,26,AVOID_SHORT
