ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SKYQ,Long,T3-LONG_WATCH,91,BREAKOUT,6.36,5.0,9.08,6.4358,7.5,5.0,909452544.0,1.19,STOPPED,-1.0,False,2026-04-08_1306,2026-04-08_0608
GNLN,Long,T2-LONG,100,PULLBACK,2.59,2.57,2.92,2.37,2.76,2.37,1270692550.0,-8.49,STOPPED,-1.0,True,2026-04-08_1306,2026-04-08_0608
PFSA,Long,T1-STRONG_LONG,100,BREAKOUT,1.77,0.7699,3.7702,1.23,1.33,1.03,0.0,-30.51,LOSING,-0.54,False,2026-04-08_1306,2026-04-08_0608
FCUV,Long,T2-LONG,100,BREAKOUT,6.77,3.34,13.63,3.3,4.0,3.15,0.0,-51.26,STOPPED,-1.0,False,2026-04-08_1306,2026-04-08_0608
WBUY,Long,T1-STRONG_LONG,100,BREAKOUT,1.16,0.9397,1.6006,1.11,1.14,1.07,0.0,-4.31,LOSING,-0.23,False,2026-04-08_1306,2026-04-08_0608
AIB,Long,T3-LONG_WATCH,61,PULLBACK,1.485,1.4801,1.6517,1.7901,1.9,1.59,0.0,20.55,NO_FILL,0.0,True,2026-04-08_1306,2026-04-08_0608
BTBD,Long,T1-STRONG_LONG,100,PULLBACK,1.83,1.8203,1.96,1.87,1.9382,1.8027,0.0,2.19,STOPPED,-1.0,True,2026-04-08_1306,2026-04-08_0608
DEFT,Long,T1-STRONG_LONG,100,BREAKOUT,0.815,0.7354,0.9742,0.7769,0.9,0.7525,8602145.0,-4.67,LOSING,-0.48,False,2026-04-08_1306,2026-04-08_0608
PRFX,Long,T2-LONG,100,PULLBACK,2.06,2.025,2.27,2.37,2.48,2.12,915416789.0,15.05,NO_FILL,0.0,True,2026-04-08_1306,2026-04-08_0608
HUIZ,Long,T1-STRONG_LONG,100,PULLBACK,1.4347,1.39,1.66,1.46,1.57,1.33,1173773987.0,1.76,STOPPED,-1.0,True,2026-04-08_1306,2026-04-08_0608
SRXH,Long,T1-STRONG_LONG,89,PULLBACK,0.1469,0.1445,0.298,0.1373,0.16,0.13,0.0,-6.54,STOPPED,-1.0,True,2026-04-08_1306,2026-04-08_0608
RDGT,Long,T1-STRONG_LONG,100,BREAKOUT,4.6648,2.7149,8.5646,4.05,0.0,0.0,0.0,-13.18,PRE_DOWN,-0.32,False,2026-04-08_1306,2026-04-08_0608
CETX,Long,T1-STRONG_LONG,100,BREAKOUT,1.56,0.7957,3.0886,1.0801,1.18,0.81,605405558.0,-30.76,LOSING,-0.63,False,2026-04-08_1306,2026-04-08_0608
HCAI,Long,T1-STRONG_LONG,100,BREAKOUT,0.3881,0.1579,0.8485,0.3878,0.4,0.3095,0.0,-0.08,LOSING,-0.0,False,2026-04-08_1306,2026-04-08_0608
LNAI,Long,T1-STRONG_LONG,100,PULLBACK,0.3803,0.2879,1.13,0.3624,0.407,0.3422,0.0,-4.71,LOSING,-0.19,False,2026-04-08_1306,2026-04-08_0608
SILO,Long,T2-LONG,100,BREAKOUT,0.543,0.3635,0.902,0.471,0.482,0.3962,432947590.0,-13.26,LOSING,-0.4,False,2026-04-08_1306,2026-04-08_0608
