ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
ABCL,LONG,BOUNCED_CLEAN,3,1.1,4.8434,4.5609,5.155,1.1,4.820000171661377,5.239999771118164,4.73199987411499,11639900.0,-0.48,TARGET_HIT,1.5,0,0,0,False,25.7,BELOW,2026-05-22_1324,2026-05-07
OSCR,LONG,BOUNCED_CLEAN,2,,20.525,18.0339,20.42,,20.8700008392334,20.889999389648438,19.229999542236328,12390200.0,1.68,TARGET_HIT,1.5,0,0,0,False,19.8,BELOW,2026-05-22_1324,2026-05-07
FA,LONG,BOUNCED_CLEAN,6,8.17,16.09,15.978,17.005,8.17,15.760000228881836,16.209999084472656,13.704000473022461,3545000.0,-2.05,STOPPED,-1.0,0,0,0,False,15.4,BELOW,2026-05-22_1324,2026-05-07
MIRM,LONG,BOUNCED_CLEAN,4,1.74,102.145,98.4976,108.5,1.74,102.93000030517578,112.0,98.59500122070312,1985100.0,0.77,TARGET_HIT,1.5,0,0,0,False,11.2,BELOW,2026-05-22_1324,2026-05-07
BTBT,LONG,BOUNCED_CLEAN,0,7.53,1.795,1.7665,2.01,7.53,1.8300000429153442,1.9199999570846558,1.7599999904632568,24631700.0,1.95,STOPPED,-1.0,0,0,0,False,60.5,DEEP_BELOW,2026-05-22_1324,2026-05-07
GPRE,LONG,BOUNCED_WAITING,5,1.78,16.48,15.7684,17.75,1.78,16.459999084472656,17.889999389648438,16.09000015258789,3059800.0,-0.12,TARGET_HIT,1.5,15,0,0,False,13.0,BELOW,2026-05-22_1324,2026-05-07
GPRE,LONG,BOUNCED_WAITING,5,1.55,16.48,15.7684,17.58,1.55,16.459999084472656,17.889999389648438,16.09000015258789,3059800.0,-0.12,TARGET_HIT,1.5,8,0,0,False,13.0,BELOW,2026-05-22_1324,2026-05-07
GLUE,LONG,BOUNCED_WAITING,1,3.81,19.47,18.6726,22.51,3.81,19.809999465942383,20.299999237060547,19.184999465942383,661100.0,1.75,WINNING,0.43,7,0,0,False,24.4,BELOW,2026-05-22_1324,2026-05-07
CLNN,LONG,BOUNCED_WAITING,1,1.78,7.21,6.1976,9.01,1.78,7.389999866485596,7.510000228881836,6.809999942779541,439100.0,2.5,WINNING,0.18,3,0,0,False,46.6,DEEP_BELOW,2026-05-22_1324,2026-05-07
NG,LONG,BOUNCED_CLEAN,1,2.84,8.66,8.2934,9.7,2.84,8.520000457763672,9.449999809265137,8.510000228881836,7160700.0,-1.62,LOSING,-0.38,0,0,0,False,39.9,DEEP_BELOW,2026-05-22_1324,2026-05-07
WGS,LONG,BOUNCED_CLEAN,7,,39.8,33.6675,37.46,,40.5,40.939998626708984,34.974998474121094,4236500.0,1.76,TARGET_HIT,1.5,0,0,0,False,76.7,DEEP_BELOW,2026-05-22_1324,2026-05-07
CAL,LONG,BOUNCED_WAITING,0,2.47,13.055,12.2754,14.98,2.47,13.270000457763672,13.710000038146973,12.989999771118164,702800.0,1.65,WINNING,0.28,7,0,0,False,22.6,BELOW,2026-05-22_1324,2026-05-07
CAL,LONG,BOUNCED_WAITING,0,1.66,13.055,12.2754,14.35,1.66,13.270000457763672,13.710000038146973,12.989999771118164,702800.0,1.65,WINNING,0.28,6,0,0,False,22.6,BELOW,2026-05-22_1324,2026-05-07
HNRG,LONG,BOUNCED_WAITING,2,10.27,19.17,18.8323,22.64,10.27,18.8700008392334,22.39900016784668,18.540000915527344,2989700.0,-1.56,STOPPED,-1.0,21,0,0,False,22.4,BELOW,2026-05-22_1324,2026-05-07
HNRG,LONG,BOUNCED_WAITING,2,7.37,19.17,18.8323,21.66,7.37,18.8700008392334,22.39900016784668,18.540000915527344,2989700.0,-1.56,TARGET_HIT,1.5,5,0,0,False,22.4,BELOW,2026-05-22_1324,2026-05-07
NG,LONG,BOUNCED_WAITING,1,6.14,8.66,8.2934,10.91,6.14,8.520000457763672,9.449999809265137,8.510000228881836,7160700.0,-1.62,LOSING,-0.38,12,0,0,False,39.9,DEEP_BELOW,2026-05-22_1324,2026-05-07
YOU,LONG,BOUNCED_WAITING,1,2.43,56.9,53.2832,65.68,2.43,58.16999816894531,61.68000030517578,56.5099983215332,3089400.0,2.23,WINNING,0.35,7,0,0,False,8.6,NEAR_HIGH,2026-05-22_1324,2026-05-07
PUMP,LONG,BOUNCED_WAITING,1,6.26,15.62,15.0798,19.0,6.26,15.550000190734863,15.90999984741211,15.119999885559082,4410300.0,-0.45,LOSING,-0.13,21,0,0,False,15.6,BELOW,2026-05-22_1324,2026-05-07
PUMP,LONG,BOUNCED_WAITING,1,2.76,15.62,15.0798,17.11,2.76,15.550000190734863,15.90999984741211,15.119999885559082,4410300.0,-0.45,LOSING,-0.13,11,0,0,False,15.6,BELOW,2026-05-22_1324,2026-05-07
CHSN,LONG,BOUNCED_WAITING,6,38.14,1.81,1.6068,9.56,38.14,1.8300000429153442,2.5,1.600000023841858,9383200.0,1.1,STOPPED,-1.0,98,0,0,False,100.0,DEEP_BELOW,2026-05-22_1324,2026-05-07
CHSN,LONG,BOUNCED_WAITING,6,13.34,1.81,1.6068,4.52,13.34,1.8300000429153442,2.5,1.600000023841858,9383200.0,1.1,STOPPED,-1.0,77,0,0,False,100.0,DEEP_BELOW,2026-05-22_1324,2026-05-07
GCT,LONG,BOUNCED_WAITING,3,5.78,42.335,40.918,50.53,5.78,42.84000015258789,49.45800018310547,41.290000915527344,1594900.0,1.19,WINNING,0.36,40,0,0,False,18.4,BELOW,2026-05-22_1324,2026-05-07
CC,LONG,BOUNCED_WAITING,0,2.7,23.01,21.4559,27.2,2.7,22.40999984741211,24.110000610351562,22.170000076293945,4777400.0,-2.61,LOSING,-0.39,15,0,0,False,19.7,BELOW,2026-05-22_1324,2026-05-07
ACMR,LONG,BOUNCED_WAITING,2,2.68,59.59,58.6824,62.02,2.68,59.20000076293945,63.95000076293945,52.5,2981200.0,-0.65,TARGET_HIT,1.5,6,0,0,False,18.0,BELOW,2026-05-22_1324,2026-05-07
FN,LONG,BOUNCED_CLEAN,3,1.48,634.5,617.0235,660.32,1.48,626.1199951171875,676.0,613.030029296875,1405600.0,-1.32,TARGET_HIT,1.5,0,0,0,False,15.3,BELOW,2026-05-22_1324,2026-05-07
NNE,LONG,BOUNCED_CLEAN,2,1.01,26.52,22.954,30.13,1.01,26.700000762939453,28.22800064086914,25.8799991607666,3695300.0,0.68,WINNING,0.05,0,0,0,False,56.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
VCYT,LONG,BOUNCED_CLEAN,3,1.16,40.455,39.0917,42.03,1.16,40.7599983215332,42.099998474121094,40.15999984741211,1693000.0,0.75,TARGET_HIT,1.5,0,0,0,False,20.2,BELOW,2026-05-22_1324,2026-05-07
DIS,LONG,BOUNCED_CLEAN,1,1.92,107.68,104.0714,114.6,1.92,108.66000366210938,110.4800033569336,107.08999633789062,14309200.0,0.91,WINNING,0.27,0,0,0,False,13.6,BELOW,2026-05-22_1324,2026-05-07
ONEG,LONG,BOUNCED_WAITING,3,1.1,1.37,0.7884,2.01,1.1,1.2899999618530273,2.009999990463257,0.7200000286102295,10781900.0,-5.84,STOPPED,-1.0,10,0,0,False,90.8,DEEP_BELOW,2026-05-22_1324,2026-05-07
WGS,LONG,BOUNCED_WAITING,7,4.76,39.8,33.6675,69.0,4.76,40.5,40.939998626708984,34.974998474121094,4236500.0,1.76,WINNING,0.11,49,0,0,False,76.7,DEEP_BELOW,2026-05-22_1324,2026-05-07
WGS,LONG,BOUNCED_WAITING,7,4.62,39.8,33.6675,68.12,4.62,40.5,40.939998626708984,34.974998474121094,4236500.0,1.76,WINNING,0.11,40,0,0,False,76.7,DEEP_BELOW,2026-05-22_1324,2026-05-07
RVTY,LONG,BOUNCED_CLEAN,1,,99.73,86.337,96.08,,98.8499984741211,100.95999908447266,97.6500015258789,2005000.0,-0.88,TARGET_HIT,1.5,0,0,0,False,15.7,BELOW,2026-05-22_1324,2026-05-07
PGY,LONG,BOUNCED_CLEAN,3,2.57,15.49,15.1197,16.44,2.57,15.5,17.139999389648438,15.085000038146973,12749300.0,0.06,TARGET_HIT,1.5,0,0,0,False,65.6,DEEP_BELOW,2026-05-22_1324,2026-05-07
MRCY,LONG,BOUNCED_CLEAN,2,1.19,87.98,83.4827,93.35,1.19,88.05999755859375,92.98999786376953,86.37999725341797,941400.0,0.09,WINNING,0.02,0,0,0,False,15.3,BELOW,2026-05-22_1324,2026-05-07
GRAL,LONG,BOUNCED_CLEAN,0,,63.37,52.894,56.7499,,62.91999816894531,64.68000030517578,61.040000915527344,643200.0,-0.71,TARGET_HIT,1.5,0,0,0,False,46.7,DEEP_BELOW,2026-05-22_1324,2026-05-07
PVLA,LONG,BOUNCED_WAITING,4,16.18,112.45,110.4387,145.0,16.18,113.26000213623047,129.0500030517578,111.05999755859375,571400.0,0.72,WINNING,0.4,30,0,0,False,25.6,BELOW,2026-05-22_1324,2026-05-07
CRE,LONG,BOUNCED_CLEAN,3,2.73,3.08,2.3054,5.1948,2.73,3.0999999046325684,3.7100000381469727,2.509999990463257,118400.0,0.65,WINNING,0.03,0,0,0,False,97.0,DEEP_BELOW,2026-05-22_1324,2026-05-07
MTSI,LONG,BOUNCED_CLEAN,3,1.6,326.51,309.37,353.87,1.6,344.4700012207031,355.0,317.5400085449219,2800900.0,5.5,TARGET_HIT,1.5,0,0,0,False,18.6,BELOW,2026-05-22_1324,2026-05-07
VCX,LONG,BOUNCED_WAITING,4,3.45,200.5,194.8495,220.0,3.45,144.13999938964844,217.77999877929688,140.0,886500.0,-28.11,STOPPED,-1.0,1,0,0,False,65.1,DEEP_BELOW,2026-05-22_1324,2026-05-07
PVLA,LONG,BOUNCED_WAITING,4,13.67,112.45,110.4387,139.945,13.67,113.26000213623047,129.0500030517578,111.05999755859375,571400.0,0.72,WINNING,0.4,30,0,0,False,25.6,BELOW,2026-05-22_1324,2026-05-07
WS,LONG,BOUNCED_CLEAN,1,2.75,41.12,40.3092,43.35,2.75,40.43000030517578,42.4900016784668,40.34000015258789,279800.0,-1.68,LOSING,-0.85,0,0,0,False,16.4,BELOW,2026-05-22_1324,2026-05-07
LEU,LONG,BOUNCED_CLEAN,1,5.12,209.49,203.3958,240.68,5.12,206.3000030517578,235.0,204.22000122070312,1286000.0,-1.52,LOSING,-0.52,0,0,0,False,54.9,DEEP_BELOW,2026-05-22_1324,2026-05-07
BMBL,LONG,BOUNCED_WAITING,1,1.93,3.5,2.984,4.495,1.93,3.4600000381469727,3.640000104904175,3.450000047683716,4891900.0,-1.14,LOSING,-0.08,30,0,0,False,59.5,DEEP_BELOW,2026-05-22_1324,2026-05-07
LOAR,LONG,BOUNCED_WAITING,1,3.13,60.78,57.6046,70.71,3.13,60.099998474121094,64.25299835205078,58.95000076293945,1633300.0,-1.12,LOSING,-0.21,6,0,0,False,33.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
AMRC,LONG,BOUNCED_CLEAN,1,2.23,29.91,28.3731,33.34,2.23,29.690000534057617,31.790000915527344,29.610000610351562,429100.0,-0.74,LOSING,-0.14,0,0,0,False,33.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
AMRC,LONG,BOUNCED_CLEAN,1,1.95,29.91,28.3731,32.9,1.95,29.690000534057617,31.790000915527344,29.610000610351562,429100.0,-0.74,LOSING,-0.14,0,0,0,False,33.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
ECG,LONG,BOUNCED_CLEAN,2,2.56,156.5699,150.9275,171.01,2.56,158.4199981689453,168.6199951171875,153.8300018310547,949300.0,1.18,WINNING,0.33,0,0,0,False,8.7,NEAR_HIGH,2026-05-22_1324,2026-05-07
PVLA,LONG,BOUNCED_WAITING,4,7.06,112.45,110.4387,126.65,7.06,113.26000213623047,129.0500030517578,111.05999755859375,571400.0,0.72,TARGET_HIT,1.5,6,0,0,False,25.6,BELOW,2026-05-22_1324,2026-05-07
AREB,LONG,BOUNCED_WAITING,1,20.23,0.24,0.2168,0.71,20.23,0.22599999606609344,0.2590000033378601,0.22599999606609344,4220900.0,-5.83,LOSING,-0.6,36,0,0,False,100.0,DEEP_BELOW,2026-05-22_1324,2026-05-07
NVO,LONG,BOUNCED_CLEAN,0,2.86,46.1599,45.097,49.2,2.86,45.79999923706055,47.08000183105469,45.75,16912600.0,-0.78,LOSING,-0.34,0,0,0,False,43.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
SYM,LONG,BOUNCED_WAITING,2,4.61,58.53,56.0477,69.98,4.61,56.43000030517578,61.38999938964844,55.029998779296875,2810600.0,-3.59,STOPPED,-1.0,14,0,0,False,33.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
TDUP,LONG,BOUNCED_WAITING,0,5.02,4.88,4.7804,5.38,5.02,4.920000076293945,5.059999942779541,4.809999942779541,2887000.0,0.82,WINNING,0.4,15,0,0,False,60.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
PVLA,LONG,BOUNCED_CLEAN,4,5.38,112.45,111.257,118.87,5.38,113.26000213623047,129.0500030517578,111.05999755859375,571400.0,0.72,TARGET_HIT,1.5,0,0,0,False,25.6,BELOW,2026-05-22_1324,2026-05-07
UTI,LONG,BOUNCED_WAITING,3,1.73,34.235,31.8961,38.27,1.73,35.4900016784668,35.540000915527344,31.420000076293945,1303900.0,3.67,STOPPED,-1.0,18,0,0,False,17.6,BELOW,2026-05-22_1324,2026-05-07
BIOA,LONG,BOUNCED_CLEAN,1,2.28,17.41,16.4941,19.5,2.28,17.81999969482422,18.530000686645508,17.139999389648438,223700.0,2.35,WINNING,0.45,0,0,0,False,27.5,BELOW,2026-05-22_1324,2026-05-07
BRBR,LONG,BOUNCED_WAITING,0,4.11,11.21,9.5209,18.15,4.11,10.460000038146973,11.4399995803833,10.380000114440918,6850800.0,-6.69,LOSING,-0.44,14,0,0,False,82.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
BRBR,LONG,BOUNCED_WAITING,0,4.13,11.21,9.5209,18.18,4.13,10.460000038146973,11.4399995803833,10.380000114440918,6850800.0,-6.69,LOSING,-0.44,14,0,0,False,82.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
PYPL,LONG,BOUNCED_WAITING,0,3.2,46.63,44.0118,55.01,3.2,46.220001220703125,47.14500045776367,46.150001525878906,14081600.0,-0.88,LOSING,-0.16,4,0,0,False,41.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
BDRX,LONG,BOUNCED_WAITING,0,1.16,4.53,3.4331,5.8,1.16,4.860000133514404,5.079999923706055,4.320000171661377,140700.0,7.28,WINNING,0.3,1,0,0,False,95.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
CCJ,LONG,BOUNCED_CLEAN,1,1.25,119.15,113.2079,126.5683,1.25,118.70999908447266,124.0,118.02999877929688,3121500.0,-0.37,LOSING,-0.07,0,0,0,False,11.9,BELOW,2026-05-22_1324,2026-05-07
ATLN,LONG,BOUNCED_WAITING,3,5.4,1.5,1.2275,2.97,5.4,1.4900000095367432,1.5199999809265137,1.3899999856948853,363800.0,-0.67,LOSING,-0.04,71,0,0,False,71.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
ADPT,LONG,BOUNCED_WAITING,1,1.82,14.59,13.1836,17.15,1.82,14.6899995803833,15.0600004196167,14.220000267028809,1950100.0,0.69,WINNING,0.07,17,0,0,False,29.7,BELOW,2026-05-22_1324,2026-05-07
LOAR,LONG,BOUNCED_WAITING,1,3.43,60.78,57.6046,71.66,3.43,60.099998474121094,64.25299835205078,58.95000076293945,1633300.0,-1.12,LOSING,-0.21,6,0,0,False,33.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
VSECU,LONG,BOUNCED_CLEAN,0,,52.885,46.3421,49.0,,52.58000183105469,58.65999984741211,51.93000030517578,49200.0,-0.58,TARGET_HIT,1.5,0,0,0,False,19.8,BELOW,2026-05-22_1324,2026-05-07
FN,LONG,BOUNCED_WAITING,3,5.29,634.5,617.0235,727.0,5.29,626.1199951171875,676.0,613.030029296875,1405600.0,-1.32,STOPPED,-1.0,4,0,0,False,15.3,BELOW,2026-05-22_1324,2026-05-07
CCJ,LONG,BOUNCED_WAITING,1,1.99,119.15,113.2079,130.98,1.99,118.70999908447266,124.0,118.02999877929688,3121500.0,-0.37,LOSING,-0.07,7,0,0,False,11.9,BELOW,2026-05-22_1324,2026-05-07
BHVN,LONG,BOUNCED_WAITING,1,1.85,9.815,9.0918,11.15,1.85,9.739999771118164,10.104999542236328,9.609999656677246,1261100.0,-0.76,LOSING,-0.1,12,0,0,False,47.1,DEEP_BELOW,2026-05-22_1324,2026-05-07
SYM,LONG,BOUNCED_WAITING,2,2.4,58.53,56.0477,64.48,2.4,56.43000030517578,61.38999938964844,55.029998779296875,2810600.0,-3.59,STOPPED,-1.0,8,0,0,False,33.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
SYM,LONG,BOUNCED_WAITING,2,1.87,58.53,56.0477,63.17,1.87,56.43000030517578,61.38999938964844,55.029998779296875,2810600.0,-3.59,STOPPED,-1.0,3,0,0,False,33.4,DEEP_BELOW,2026-05-22_1324,2026-05-07
BIOA,LONG,BOUNCED_WAITING,1,3.89,17.41,16.4941,20.97,3.89,17.81999969482422,18.530000686645508,17.139999389648438,223700.0,2.35,WINNING,0.45,6,0,0,False,27.5,BELOW,2026-05-22_1324,2026-05-07
LOAR,LONG,BOUNCED_WAITING,1,2.71,60.78,57.6046,69.38,2.71,60.099998474121094,64.25299835205078,58.95000076293945,1633300.0,-1.12,LOSING,-0.21,2,0,0,False,33.3,DEEP_BELOW,2026-05-22_1324,2026-05-07
BIYA,LONG,BOUNCED_WAITING,0,101.44,1.1701,1.1577,2.43,101.44,1.159999966621399,1.25,1.159999966621399,840100.0,-0.86,LOSING,-0.81,30,0,0,False,99.2,DEEP_BELOW,2026-05-22_1324,2026-05-07
