ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
SNAL,216.67,182.81,1.59,0.8,0.8538,1.42,100251273,61269,1636.25,0.78,True,0.5021,1.42,1.3987,1.4626,4694,99.98,2548.8942,1.09,STRONG,GENESIS,GENESIS
YOOV,174.37,93.52,1.9,0.7,0.7001,1.3401,21633411,1820,11885.18,0.53,True,0.6925,1.3401,1.32,1.3803,4974,99.98,1814.8445,0.97,NEUTRAL,GENESIS,GENESIS
BNRG,92.14,14.41,4.4,2.27,2.2705,2.62,8294497,11495,721.52,0.16,False,2.29,2.62,2.5807,2.6986,2544,99.98,438.9979,0.946,NEUTRAL,GENESIS,GENESIS
LNKS,82.96,29.64,2.47,1.69,2.06,1.7502,7790367,7916,984.13,0.08,False,1.35,1.7502,1.7239,1.8027,3809,100.0,366.5562,0.97,NEUTRAL,GENESIS,GENESIS
HCTI,33.79,5.5,2.93,2.17,2.21,2.3105,2638724,2619,1007.38,0.18,False,2.19,2.3105,2.2758,2.3798,2885,99.99,199.654,1.09,STRONG,GENESIS,GENESIS
DXF,138.1,82.85,1.81,1.26,1.54,1.39,28670300,11932802,2.4,0.24,False,0.7602,1.39,1.3691,1.4317,4796,100.0,178.2308,0.934,NEUTRAL,GENESIS,GENESIS
LOBO,35.53,10.78,0.695,0.5218,0.6525,0.5681,1877020,18144,103.45,0.27,False,0.5128,0.5681,0.5596,0.5851,11735,100.0,139.9033,0.91,WEAK,GENESIS,GENESIS
BNKK,40.0,15.45,3.08,2.51,3.0,2.54,2371475,12929,183.42,0.05,False,2.2,2.54,2.5019,2.6162,2624,99.97,139.7843,1.018,NEUTRAL,GENESIS,GENESIS
POET,29.78,23.73,18.65,13.52,14.28,17.78,13757228,2980954,4.62,0.83,True,14.37,17.78,17.5133,18.3134,374,99.75,114.0561,1.138,HOT,GENESIS,GENESIS
FPS,29.61,14.17,59.0,46.21,48.02,51.97,418119,19435,21.51,0.45,False,45.52,51.97,51.1904,53.5291,128,99.78,111.0701,0.97,NEUTRAL,GENESIS,GENESIS
KLAR,21.26,6.94,16.6,13.9,14.15,14.64,2093516,40957,51.11,0.27,False,13.69,14.64,14.4204,15.0792,455,99.92,88.4917,1.09,STRONG,GENESIS,GENESIS
DGNX,23.33,-19.16,1.48,0.86,1.25,0.9701,1917228,19233,99.68,0.18,False,1.2,0.9701,0.9555,0.9992,6872,100.0,85.9114,0.97,NEUTRAL,GENESIS,GENESIS
ONDS,16.14,14.56,10.29,9.07,9.1,10.15,10892588,1211418,8.99,0.89,True,8.86,10.15,9.9977,10.4545,656,99.88,77.8936,1.09,STRONG,GENESIS,GENESIS
CSCO,19.76,15.48,122.0,116.67,121.5,117.6373,2298199,140698,16.33,0.18,False,101.87,117.6373,115.8727,121.1664,56,98.82,49.5492,0.97,NEUTRAL,GENESIS,GENESIS
INVZ,17.84,-13.8,1.08,0.7199,0.9605,0.79,2693743,158248,17.02,0.19,False,0.9165,0.79,0.7782,0.8137,8438,99.99,43.2429,0.91,WEAK,GENESIS,GENESIS
WYFI,14.65,-5.57,30.99,24.15,28.6,25.5244,304487,126869,2.4,0.2,False,27.03,25.5244,25.1415,26.2901,261,99.93,17.988,0.934,NEUTRAL,GENESIS,GENESIS
FRMI,7.0,-0.83,6.42,5.61,6.15,5.95,1125544,195976,5.74,0.42,False,6.0,5.95,5.8608,6.1285,1120,99.96,16.5249,0.934,NEUTRAL,GENESIS,GENESIS
RR,6.38,2.84,3.0,2.85,2.97,2.9,1019070,337655,3.02,0.33,False,2.82,2.9,2.8565,2.987,2298,99.96,10.8589,0.97,NEUTRAL,GENESIS,GENESIS
