ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
COMP,BOUNCED_WAITING,0,0,0.0,2,-0.1,False,0.8,15m,5,28,False,1d,31,True,4674,1689,5518.5,60,18,weekly.17t | weekly.16t | weekly.13t,2026-08-20T09:45:00.000,12.4562,2026-09-15T10:45:00.000,10.35,12.47,9.9501,5.3,51,0,False,0.0,9223418,0,78
COMP,BOUNCED_WAITING,0,0,0.0,2,-0.1,False,0.8,15m,5,24,True,1d,31,True,4674,1689,5518.5,60,18,weekly.17t | weekly.16t | weekly.13t,2026-08-21T10:15:00.000,11.76,2026-09-15T10:45:00.000,10.35,11.95,9.9501,4.0,46,0,False,0.0,9223418,0,78
COMP,BOUNCED_WAITING,0,0,0.0,2,-0.1,False,0.8,15m,5,22,False,1d,31,True,4674,1689,5518.5,60,18,weekly.17t | weekly.16t | weekly.13t,2026-08-26T09:30:00.000,11.49,2026-09-15T10:45:00.000,10.35,11.5335,9.9501,2.96,33,0,False,0.0,9223418,0,78
