ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
VTAK,80.52,34.53,1.57,1.0,1.3,1.17,25829971,3217,8027.34,0.3,False,0.8697,1.17,1.1524,1.2051,5698,100.0,642.1598,1.0,,GENESIS,GENESIS
AIXI,75.49,0.98,5.37,2.59,2.72,3.09,25448668,82443,308.68,0.18,False,3.06,3.09,3.0436,3.1827,2157,99.98,345.5186,1.0,,GENESIS,GENESIS
INFQ,11.61,4.15,15.86,14.49,15.0,14.8,2424905,531396,4.56,0.23,False,14.21,14.8,14.578,15.244,450,99.9,21.2351,1.0,,GENESIS,GENESIS
QBTS,5.07,1.96,25.71,24.05,24.98,24.95,1604450,759096,2.11,0.54,True,24.47,24.95,24.5757,25.6985,267,99.92,9.2335,1.0,,GENESIS,GENESIS
