ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,primitives_json,reasons,notes,timestamp
BUR,BULL_BOUNCE_PENDING,LONG,75.7,5.14,4.9,5.4,,400,1.03,FAVORABLE,1.72,5.25,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.6, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $4.99 (daily 8tk COMPRESSION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $5.14 (2% pullback cap; anchor at $4.99 too far). Stop $4.9. Anchor: daily 8tk.,2026-05-05T05:31:15
DOCN,BULL_BOUNCE_PENDING,LONG,65.0,127.4,125.21,133.77,,45,2.9,FAVORABLE,1.07,127.75,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $127.40 (1m 30tk MINOR gap) | only 0.3% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $127.40 on pullback (0.3% below current $127.75). Stop $125.21. Anchor: 1m 30tk.,2026-05-05T05:31:18
VRNS,BULL_BOUNCE_CONFIRMED,LONG,79.7,27.84,25.31,29.23,,39,0.55,FAVORABLE,1.68,27.8389,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""anchor_high_genesis_rank"": 9.7, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 5m (score 100) | recovered 2.4% from recent low $27.18 | bounce at daily 185tk @ $26.37 (CONVICTION) | 7 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 5m ASC, rails $27.47-$27.70. Recent low $27.18 → now $27.84 (+2.4%)",2026-05-05T05:31:21
VRNS,BULL_BOUNCE_PENDING,LONG,71.2,27.8,27.28,30.78,,193,5.76,FAVORABLE,1.68,27.8389,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 2.2, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $27.80 (1h 38tk MINOR gap) | only 0.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $27.80 on pullback (0.1% below current $27.84). Stop $27.28. Anchor: 1h 38tk.,2026-05-05T05:31:21
DXYZ,BULL_BOUNCE_PENDING,LONG,79.5,39.47,38.56,45.99,,108,7.1,FAVORABLE,2.71,40.28,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 4.5, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $39.11 (5m 36tk MINOR gap) | only 2.9% below current — close pullback | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $39.47 (2% pullback cap; anchor at $39.11 too far). Stop $38.56. Anchor: 5m 36tk.,2026-05-05T05:31:26
DXYZ,CHANNEL_BREAKOUT,LONG,71.0,40.28,39.09,45.99,,83,4.78,FAVORABLE,2.71,40.28,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0, ""conviction_magnet"": 6.0}","price broke above ASC upper rail ($39.48) | ASC channel (15m) | channel anchored (weekly 50tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = daily 188tk @ $45.99 (CONVICTION, pull 279)","Channel: 15m ASC, broke upper rail",2026-05-05T05:31:26
NEXT,BULL_BOUNCE_PENDING,LONG,76.0,8.3,7.74,8.71,,180,0.75,FAVORABLE,1.15,8.4652,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 15.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $7.89 (weekly 6tk COMPRESSION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $8.30 (2% pullback cap; anchor at $7.89 too far). Stop $7.74. Anchor: weekly 6tk.,2026-05-05T05:31:29
GEVO,BULL_BOUNCE_PENDING,LONG,62.1,2.02,1.89,2.29,2.36,751,2.0,FAVORABLE,1.08,2.0648,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 1.1, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $1.96 (15m 7tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $2.02 (2% pullback cap; anchor at $1.96 too far). Stop $1.89. Anchor: 15m 7tk.,2026-05-05T05:31:33
SABR,BULL_BOUNCE_PENDING,LONG,61.0,1.86,1.74,2.08,,845,1.84,FAVORABLE,1.03,1.9,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 0.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $1.78 (15m 2tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $1.86 (2% pullback cap; anchor at $1.78 too far). Stop $1.74. Anchor: 15m 2tk.,2026-05-05T05:31:43
CELC,BULL_BOUNCE_PENDING,LONG,95.0,146.26,143.59,155.06,155.06,37,3.3,FAVORABLE,4.13,146.2597,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""vacuum_tier"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $146.25 (1h 125tk VACUUM gap) | only 0.0% below current — close pullback | OBV rising — accumulation underneath | hot volume 4.1x avg | breakout volume surge — real demand active | SPY FAVORABLE,MARKET BUY @ ~$146.26 (CONVICTION score 95). Stop $143.59. Anchor: 1h 125tk @ $146.25.,2026-05-05T05:31:46
CELC,CHANNEL_BREAKOUT,LONG,65.0,146.26,144.33,149.21,155.06,51,1.53,FAVORABLE,4.13,146.2597,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($145.79) | ASC channel (5m) | channel anchored (15m 52tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = 15m 35tk @ $149.21 (MINOR, pull 53)","Channel: 5m ASC, broke upper rail",2026-05-05T05:31:46
LSCC,BULL_BOUNCE_PENDING,LONG,75.0,122.67,120.86,126.81,126.81,55,2.29,FAVORABLE,2.03,124.57,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $122.67 (1m 41tk MINOR gap) | only 1.5% below current — close pullback | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $122.67 on pullback (1.5% below current $124.57). Stop $120.86. Anchor: 1m 41tk.,2026-05-05T05:31:49
APP,BULL_BOUNCE_PENDING,LONG,70.2,484.01,476.89,501.36,,14,2.44,FAVORABLE,0.97,484.79,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 1.2, ""vacuum_tier"": 6.0, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $484.01 (1m 211tk VACUUM gap) | only 0.2% below current — close pullback | OBV falling — distribution; bounce thesis weaker | SPY FAVORABLE,LIMIT BUY @ $484.01 on pullback (0.2% below current $484.79). Stop $476.89. Anchor: 1m 211tk.,2026-05-05T05:31:59
SAIL,BULL_BOUNCE_PENDING,LONG,63.4,11.91,11.38,13.26,,190,2.57,FAVORABLE,1.23,12.15,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.4, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $11.89 (daily 46tk COMPRESSION gap) | only 2.1% below current — close pullback | OBV falling — distribution; bounce thesis weaker | SPY FAVORABLE,LIMIT BUY @ $11.91 (2% pullback cap; anchor at $11.89 too far). Stop $11.38. Anchor: daily 46tk.,2026-05-05T05:32:02
ARES,BULL_BOUNCE_PENDING,LONG,96.3,119.5,116.81,126.39,129.85,37,2.56,FAVORABLE,0.97,119.5,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 11.3, ""conviction_tier"": 10.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $119.00 (daily 160tk CONVICTION gap) | only 0.4% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,MARKET BUY @ ~$119.50 (CONVICTION score 96). Stop $116.81. Anchor: daily 160tk @ $119.00.,2026-05-05T05:32:05
ARES,BEAR_REJECTION_PENDING,SHORT,77.9,121.89,130.15,108.8,101.91,12,1.59,FAVORABLE,0.97,119.5,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 13.9, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $126.39 (daily 311tk CONVICTION bear gap) | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $121.89 (2% rally cap; anchor at $126.39 too far). Stop $130.15. Anchor: daily 311tk bear.,2026-05-05T05:32:05
TPG,BEAR_REJECTION_PENDING,SHORT,78.0,45.93,47.39,40.06,40.06,68,4.03,FAVORABLE,1.05,45.03,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.0, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $46.14 (daily 101tk CONVICTION bear gap) | only 2.5% above current — close rally | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $45.93 (2% rally cap; anchor at $46.14 too far). Stop $47.39. Anchor: daily 101tk bear.,2026-05-05T05:32:08
BAND,BULL_BOUNCE_PENDING,LONG,82.6,44.46,43.42,46.14,,96,1.61,FAVORABLE,3.21,45.37,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 3.6, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $44.35 (1m 8tk MINOR gap) | only 2.2% below current — close pullback | OBV rising — accumulation underneath | hot volume 3.2x avg | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $44.46 (2% pullback cap; anchor at $44.35 too far). Stop $43.42. Anchor: 1m 8tk.,2026-05-05T05:32:11
BAND,CHANNEL_BREAKOUT,LONG,65.0,45.37,44.64,46.72,,136,1.85,FAVORABLE,3.21,45.37,"{""outside_upper_rail"": 16.0, ""ascending_channel"": 14.0, ""anchored_origin"": 8.0, ""breakout_volume_surge"": 10.0, ""regime_favorable"": 5.0, ""magnet_pull"": 12.0}","price broke above ASC upper rail ($45.09) | ASC channel (5m) | channel anchored (1m 127tk) | breakout volume surge ≥ 2× avg | SPY FAVORABLE | target = 1m 3tk @ $46.72 (MINOR, pull 6)","Channel: 5m ASC, broke upper rail",2026-05-05T05:32:11
NVCR,BULL_BOUNCE_PENDING,LONG,69.0,16.86,16.58,17.45,19.27,353,2.08,FAVORABLE,1.85,16.89,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $16.86 (15m 15tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $16.86 on pullback (0.2% below current $16.89). Stop $16.58. Anchor: 15m 15tk.,2026-05-05T05:32:14
WEAV,BULL_BOUNCE_PENDING,LONG,65.0,5.85,5.67,6.14,,541,1.58,FAVORABLE,1.97,5.97,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $5.77 (5m 7tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $5.85 (2% pullback cap; anchor at $5.77 too far). Stop $5.67. Anchor: 5m 7tk.,2026-05-05T05:32:20
OVID,BULL_BOUNCE_PENDING,LONG,65.0,2.9,2.85,3.04,,1915,2.78,FAVORABLE,0.94,2.9213,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $2.90 (15m 4tk MINOR gap) | only 0.7% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $2.90 on pullback (0.7% below current $2.92). Stop $2.85. Anchor: 15m 4tk.,2026-05-05T05:32:23
PENG,BULL_BOUNCE_PENDING,LONG,83.3,33.69,32.85,35.37,,119,2.02,FAVORABLE,1.59,33.75,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 8.3, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $33.69 (1h 67tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $33.69 on pullback (0.2% below current $33.75). Stop $32.85. Anchor: 1h 67tk.,2026-05-05T05:32:26
AGRO,BULL_BOUNCE_PENDING,LONG,69.0,15.1,14.84,15.49,,396,1.56,FAVORABLE,1.72,15.1,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $15.10 (1h 14tk MINOR gap) | only 0.0% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $15.10 on pullback (0.0% below current $15.10). Stop $14.84. Anchor: 1h 14tk.,2026-05-05T05:32:29
AXSM,BULL_BOUNCE_PENDING,LONG,100.0,221.96,217.39,230.8,,21,1.93,FAVORABLE,2.84,221.96,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 9.1, ""vacuum_tier"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $220.44 (5m 104tk VACUUM gap) | only 0.7% below current — close pullback | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,MARKET BUY @ ~$221.96 (CONVICTION score 100). Stop $217.39. Anchor: 5m 104tk @ $220.44.,2026-05-05T05:32:32
ICHR,BULL_BOUNCE_PENDING,LONG,96.4,62.98,60.17,70.86,72.0,35,2.8,FAVORABLE,2.87,62.98,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 13.4, ""conviction_tier"": 10.0, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $62.85 (daily 239tk CONVICTION gap) | only 0.2% below current — close pullback | OBV falling — distribution; bounce thesis weaker | breakout volume surge — real demand active | SPY FAVORABLE,MARKET BUY @ ~$62.98 (CONVICTION score 96). Stop $60.17. Anchor: daily 239tk @ $62.85.,2026-05-05T05:32:35
TVTX,BULL_BOUNCE_PENDING,LONG,65.0,44.91,44.34,47.16,,176,3.97,FAVORABLE,0.88,45.2,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $44.91 (1h 25tk MINOR gap) | only 0.6% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $44.91 on pullback (0.6% below current $45.20). Stop $44.34. Anchor: 1h 25tk.,2026-05-05T05:32:38
CGEM,BULL_BOUNCE,LONG,83.3,15.88,14.09,46.44,,55,17.03,FAVORABLE,3.22,15.8799,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 9.3, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on daily (score 66) | price at lower rail ($14.30) | anchor: daily 24tk @ $13.54 | 8 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: daily ASC, rails $14.30-$46.44",2026-05-05T05:32:44
CGEM,BULL_BOUNCE_PENDING,LONG,76.6,15.56,13.48,16.34,,48,0.37,FAVORABLE,3.22,15.8799,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.6, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $13.74 (1h 14tk MINOR gap) | 13.5% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 3.2x avg | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $15.56 (2% pullback cap; anchor at $13.74 too far). Stop $13.48. Anchor: 1h 14tk.,2026-05-05T05:32:44
CGEM,CHANNEL_RECLAIM_LONG,LONG,67.0,15.88,12.3,16.67,,27,0.22,FAVORABLE,3.22,15.8799,"{""recent_breakdown"": 10.0, ""reclaim_in_progress"": 16.0, ""ascending_channel"": 10.0, ""anchor_held"": 12.0, ""obv_rising"": 8.0, ""rel_vol_strong"": 6.0, ""regime_favorable"": 5.0}",recent low $12.42 dipped below rail $14.30 | price $15.88 now back inside channel — reclaim attempt | ASC channel (daily) | anchor: daily 24tk @ $13.54 held | OBV rising — accumulation underneath reclaim | relative volume 3.224x — conviction in reclaim | SPY FAVORABLE,"Channel: daily ASC, breakdown reclaimed. Validated low $12.42 → now $15.88",2026-05-05T05:32:44
FROG,BULL_BOUNCE_PENDING,LONG,65.0,53.35,52.61,58.72,58.75,135,7.3,FAVORABLE,0.94,53.5,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $53.35 (1m 46tk MINOR gap) | only 0.3% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $53.35 on pullback (0.3% below current $53.50). Stop $52.61. Anchor: 1m 46tk.,2026-05-05T05:32:47
ALKT,BULL_BOUNCE_PENDING,LONG,65.0,17.14,16.88,19.61,19.61,385,9.53,FAVORABLE,1.36,17.2,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $17.14 (1m 11tk MINOR gap) | only 0.3% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $17.14 on pullback (0.3% below current $17.20). Stop $16.88. Anchor: 1m 11tk.,2026-05-05T05:32:57
DNA,BEAR_REJECTION_PENDING,SHORT,79.0,10.29,11.36,8.68,,93,1.51,FAVORABLE,1.89,10.11,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $10.29 (daily 102tk CONVICTION bear gap) | only 1.8% above current — close rally | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $10.29 on rally (1.8% above current $10.11). Stop $11.36. Anchor: daily 102tk bear.,2026-05-05T05:33:01
DNA,BULL_BOUNCE_PENDING,LONG,73.9,10.0,9.75,11.16,11.13,401,4.66,FAVORABLE,1.89,10.11,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 4.9, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $10.00 (1h 20tk MINOR gap) | only 1.1% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $10.00 on pullback (1.1% below current $10.11). Stop $9.75. Anchor: 1h 20tk.,2026-05-05T05:33:01
DNA,BULL_BOUNCE_CONFIRMED,LONG,73.2,10.11,9.75,11.16,11.13,278,2.92,FAVORABLE,1.89,10.11,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""anchor_high_genesis_rank"": 3.2, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 15m (score 64) | recovered 2.0% from recent low $9.91 | bounce at 1h 20tk @ $9.90 (MINOR) | 10 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 15m ASC, rails $9.99-$10.14. Recent low $9.91 → now $10.11 (+2.0%)",2026-05-05T05:33:01
FTRE,BULL_BOUNCE_PENDING,LONG,69.0,13.44,12.93,14.11,,194,1.3,FAVORABLE,1.71,13.5,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $13.44 (1h 45tk MINOR gap) | only 0.4% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $13.44 on pullback (0.4% below current $13.50). Stop $12.93. Anchor: 1h 45tk.,2026-05-05T05:33:04
MNDY,BULL_BOUNCE_PENDING,LONG,75.0,77.99,76.7,81.89,,77,3.03,FAVORABLE,1.32,78.17,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 4.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $77.99 (15m 87tk MINOR gap) | only 0.2% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $77.99 on pullback (0.2% below current $78.17). Stop $76.7. Anchor: 15m 87tk.,2026-05-05T05:33:11
MIRM,BULL_BOUNCE_PENDING,LONG,85.0,106.51,105.16,108.68,,74,1.61,FAVORABLE,3.07,107.01,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $106.51 (1h 72tk MINOR gap) | only 0.5% below current — close pullback | OBV rising — accumulation underneath | hot volume 3.1x avg | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $106.51 on pullback (0.5% below current $107.01). Stop $105.16. Anchor: 1h 72tk.,2026-05-05T05:33:14
MIRM,BULL_BOUNCE,LONG,70.0,107.01,102.52,112.36,,22,1.19,FAVORABLE,3.07,107.01,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 12.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 90) | price at lower rail ($107.24) | anchor: 1h 72tk @ $106.16 | 4 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: 5m ASC, rails $107.24-$108.72",2026-05-05T05:33:14
MIRM,BULL_BOUNCE_CONFIRMED,LONG,66.0,107.01,103.79,112.36,,31,1.66,FAVORABLE,3.07,107.01,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 12.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 5m (score 90) | recovered 2.1% from recent low $104.79 | bounce at 1m 89tk @ $104.76 (MINOR) | 4 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 5m ASC, rails $107.24-$108.72. Recent low $104.79 → now $107.01 (+2.1%)",2026-05-05T05:33:14
GLBE,BULL_BOUNCE_PENDING,LONG,63.0,31.75,30.91,34.31,34.86,119,3.05,FAVORABLE,1.82,32.4,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.0, ""near_pullback"": 8.0, ""obv_falling"": -8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $31.46 (1h 40tk MINOR gap) | only 2.9% below current — close pullback | OBV falling — distribution; bounce thesis weaker | SPY FAVORABLE,LIMIT BUY @ $31.75 (2% pullback cap; anchor at $31.46 too far). Stop $30.91. Anchor: 1h 40tk.,2026-05-05T05:33:17
APPS,BULL_BOUNCE_CONFIRMED,LONG,66.0,4.0,3.86,4.25,,717,1.79,FAVORABLE,1.0,4.0,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0, ""no_prior_staircase"": -3.0}",ASC channel detected on 5m (score 61) | recovered 2.8% from recent low $3.89 | bounce at 15m 11tk @ $3.93 (MINOR) | 12 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | no prior distinct rejection — stop below current anchor,"Channel: 5m ASC, rails $3.88-$3.99. Recent low $3.89 → now $4.00 (+2.8%)",2026-05-05T05:33:20
APPS,BULL_BOUNCE_PENDING,LONG,66.0,4.0,3.93,4.15,4.18,1345,2.02,FAVORABLE,1.0,4.0,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 1.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $4.00 (1h 3tk MINOR gap) | only 0.0% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $4.00 on pullback (0.0% below current $4.00). Stop $3.93. Anchor: 1h 3tk.,2026-05-05T05:33:20
RNG,BULL_BOUNCE_PENDING,LONG,74.6,46.42,44.58,48.74,,54,1.26,FAVORABLE,1.25,47.37,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.6, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $45.33 (weekly 25tk COMPRESSION gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $46.42 (2% pullback cap; anchor at $45.33 too far). Stop $44.58. Anchor: weekly 25tk.,2026-05-05T05:33:23
MKSI,BULL_BOUNCE,LONG,68.0,296.22,282.14,311.03,,7,1.05,FAVORABLE,1.73,296.22,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on 15m (score 67) | price at lower rail ($292.68) | anchor: 15m 537tk @ $293.54 | 10 prior bull-rail touches | SPY FAVORABLE,"Channel: 15m ASC, rails $292.68-$337.72",2026-05-05T05:33:29
