ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
CHYM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,31.17,29.61,33.7,,64,1.62,FAVORABLE,31.17,MARKET,20,CONVICTION,2026-08-07,2026-08-07T04:22:26.071790
FTK,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,36.2,34.39,38.01,,55,1.0,FAVORABLE,36.2,MARKET,4,MINOR,2026-08-07,2026-08-07T04:23:11.890996
HNST,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,5.33,5.06,5.6,,375,1.0,FAVORABLE,5.33,MARKET,9,COMPRESSION,2026-08-07,2026-08-07T04:23:38.614930
IOVA,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,6.26,5.95,7.0,,319,2.36,FAVORABLE,6.26,MARKET,2,COMPRESSION,2026-08-07,2026-08-07T04:27:28.307036
CELH,LONG,CONVICTION,97.9,BULL_BOUNCE_PENDING,24.11,22.63,25.32,,67,0.81,FAVORABLE,24.11,MARKET,17,CONVICTION,2026-08-07,2026-08-07T04:22:19.955049
XYZ,LONG,CONVICTION,97.7,BULL_BOUNCE_PENDING,79.58,76.76,90.2,86.71,35,3.77,FAVORABLE,79.58,MARKET,20,COMPRESSION,2026-08-07,2026-08-07T04:35:00.402869
BFLY,LONG,CONVICTION,97.0,BULL_BOUNCE_PENDING,8.36,7.94,9.36,,239,2.38,FAVORABLE,8.36,MARKET,3,MINOR,2026-08-07,2026-08-07T04:32:49.396741
BKNG,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,207.0,191.94,217.35,,6,0.69,FAVORABLE,207.0,MARKET,17,CONVICTION,2026-08-07,2026-08-07T04:31:02.502452
AAPL,LONG,CONVICTION,94.4,BULL_BOUNCE_PENDING,310.79,287.91,326.33,,4,0.68,FAVORABLE,310.79,MARKET,20,CONVICTION,2026-08-07,2026-08-07T04:30:03.536864
EMR,LONG,CONVICTION,93.6,BULL_BOUNCE_CONFIRMED,155.93,145.0,163.73,,9,0.71,FAVORABLE,155.93,LIMIT,20,MINOR,2026-08-07,2026-08-07T04:26:04.262584
AEVA,LONG,CONVICTION,92.0,BULL_BOUNCE_PENDING,25.45,24.18,29.03,28.75,78,2.81,FAVORABLE,25.45,MARKET,16,MINOR,2026-08-07,2026-08-07T04:23:28.273397
HPE,LONG,CONVICTION,92.0,BULL_BOUNCE_PENDING,52.82,50.18,59.91,58.95,37,2.68,FAVORABLE,52.82,MARKET,19,CONVICTION,2026-08-07,2026-08-07T04:29:51.156494
FIG,LONG,CONVICTION,92.0,BULL_BOUNCE_PENDING,23.87,22.68,25.06,,83,1.0,FAVORABLE,23.87,MARKET,11,CONVICTION,2026-08-07,2026-08-07T04:33:19.775555
NNBR,LONG,CONVICTION,91.1,BULL_BOUNCE_PENDING,3.86,3.54,4.05,,317,0.61,FAVORABLE,3.8593,MARKET,7,MINOR,2026-08-07,2026-08-07T04:24:02.550623
OSCR,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,26.5,24.11,30.25,,41,1.57,FAVORABLE,26.5,MARKET,20,CONVICTION,2026-08-07,2026-08-07T04:22:35.694154
SA,LONG,CONVICTION,90.8,BULL_BOUNCE_CONFIRMED,29.78,26.3,31.27,,28,0.43,FAVORABLE,29.78,LIMIT,8,COMPRESSION,2026-08-07,2026-08-07T04:23:18.563501
BSX,LONG,CONVICTION,90.1,BULL_BOUNCE_PENDING,49.3,46.5,55.16,,35,2.09,FAVORABLE,49.3,MARKET,15,COMPRESSION,2026-08-07,2026-08-07T04:33:41.224851
RELY,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,27.18,25.63,28.54,,64,0.88,FAVORABLE,25.8501,STOP,15,MINOR,2026-08-07,2026-08-07T04:23:43.957492
MGA,LONG,CONVICTION,89.0,BULL_BOUNCE_CONFIRMED,67.82,63.21,71.21,,21,0.74,FAVORABLE,67.82,LIMIT,20,COMPRESSION,2026-08-07,2026-08-07T04:25:51.528043
ZBH,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,100.01,95.22,110.61,,20,2.21,FAVORABLE,97.19,STOP,16,CONVICTION,2026-08-07,2026-08-07T04:25:53.742196
PTCT,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,70.92,73.76,60.89,63.19,35,3.54,FAVORABLE,70.85,LIMIT,20,CONVICTION,2026-08-07,2026-08-07T04:34:30.349938
WHR,LONG,CONVICTION,88.8,BULL_BOUNCE_PENDING,42.24,39.01,48.21,,31,1.85,FAVORABLE,43.1,LIMIT,15,CONVICTION,2026-08-07,2026-08-07T04:22:47.481664
GEHC,LONG,CONVICTION,88.8,BULL_BOUNCE_PENDING,71.07,67.68,78.29,79.01,29,2.13,FAVORABLE,70.31,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:30:08.414304
ATI,LONG,CONVICTION,88.0,BULL_BOUNCE_PENDING,237.22,220.9,249.08,,6,0.73,FAVORABLE,223.43,STOP,20,MINOR,2026-08-07,2026-08-07T04:22:52.231615
PAVS,LONG,CONVICTION,87.6,BULL_BOUNCE_PENDING,9.71,7.98,10.2,,57,0.28,FAVORABLE,6.34,STOP,14,MINOR,2026-08-07,2026-08-07T04:23:25.147061
EOLS,LONG,CONVICTION,87.5,BULL_BOUNCE_PENDING,7.53,6.99,7.91,,184,0.69,FAVORABLE,7.37,STOP,5,MINOR,2026-08-07,2026-08-07T04:24:19.146941
AQB,LONG,CONVICTION,87.0,BULL_BOUNCE_PENDING,1.41,1.3,1.48,,928,0.65,FAVORABLE,1.44,LIMIT,9,MINOR,2026-08-07,2026-08-07T04:35:04.767887
CPOP,LONG,CONVICTION,86.9,BULL_BOUNCE_PENDING,0.51,0.49,0.58,0.58,4369,2.87,FAVORABLE,0.5239,LIMIT,2,COMPRESSION,2026-08-07,2026-08-07T04:28:57.063868
GTE,LONG,CONVICTION,86.6,BULL_BOUNCE_PENDING,10.13,8.86,10.64,,78,0.4,FAVORABLE,9.27,STOP,5,COMPRESSION,2026-08-07,2026-08-07T04:23:23.810561
AUGO,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,64.32,58.32,74.59,,16,1.71,FAVORABLE,65.63,LIMIT,20,COMPRESSION,2026-08-07,2026-08-07T04:23:02.162546
DFNS,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,47.49,27.54,49.86,,5,0.12,FAVORABLE,42.02,STOP,17,MINOR,2026-08-07,2026-08-07T04:23:55.994971
COR,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,327.12,314.52,358.1,364.55,7,2.46,FAVORABLE,321.0,STOP,19,COMPRESSION,2026-08-07,2026-08-07T04:25:10.373278
NAMI,LONG,CONVICTION,85.9,BULL_BOUNCE_PENDING,6.9,6.21,7.24,,146,0.5,FAVORABLE,7.0399,LIMIT,1,COMPRESSION,2026-08-07,2026-08-07T04:35:07.343187
HNGE,LONG,CONVICTION,85.7,BULL_BOUNCE_PENDING,80.98,74.82,85.03,,16,0.66,FAVORABLE,79.1443,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:22:45.095992
DAL,LONG,CONVICTION,85.2,BULL_BOUNCE_PENDING,93.39,89.43,98.06,,25,1.18,FAVORABLE,91.94,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:30:32.014987
ATAI,LONG,CONVICTION,85.0,BULL_BOUNCE_PENDING,7.03,5.72,7.38,,76,0.27,FAVORABLE,7.17,LIMIT,3,MINOR,2026-08-07,2026-08-07T04:31:33.622372
HL,LONG,CONVICTION,84.8,BULL_BOUNCE_PENDING,16.42,15.31,18.3,,90,1.7,FAVORABLE,16.55,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:28:44.008265
PLTR,LONG,CONVICTION,84.7,BULL_BOUNCE_PENDING,153.87,126.07,161.56,,3,0.28,FAVORABLE,157.01,LIMIT,12,CONVICTION,2026-08-07,2026-08-07T04:31:14.416745
DSY,LONG,CONVICTION,84.7,BULL_BOUNCE_PENDING,6.77,6.05,7.11,,138,0.47,FAVORABLE,6.91,LIMIT,2,MINOR,2026-08-07,2026-08-07T04:35:09.804003
PCTY,LONG,CONVICTION,84.6,BULL_BOUNCE_PENDING,152.1,145.67,162.35,172.71,15,1.59,FAVORABLE,151.49,STOP,9,COMPRESSION,2026-08-07,2026-08-07T04:25:26.830758
AAOX,LONG,CONVICTION,84.2,BULL_BOUNCE_PENDING,22.54,17.01,23.67,,18,0.2,FAVORABLE,23.0,LIMIT,3,MINOR,2026-08-07,2026-08-07T04:35:10.861052
CRNX,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,84.17,83.84,88.38,,307,12.94,FAVORABLE,83.93,STOP,11,MINOR,2026-08-07,2026-08-07T04:29:27.560027
AMZN,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,275.76,260.82,289.55,,6,0.92,FAVORABLE,271.5289,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:31:37.360914
WFC,LONG,CONVICTION,83.8,BULL_BOUNCE_PENDING,90.26,87.37,94.96,,34,1.62,FAVORABLE,87.7246,STOP,18,COMPRESSION,2026-08-07,2026-08-07T04:28:00.192736
ASAN,LONG,CONVICTION,83.8,BULL_BOUNCE_CONFIRMED,8.8,8.21,9.71,,169,1.54,FAVORABLE,8.8,LIMIT,12,COMPRESSION,2026-08-07,2026-08-07T04:33:45.049198
ARQT,LONG,CONVICTION,83.7,BULL_BOUNCE_PENDING,29.27,27.5,30.73,,56,0.83,FAVORABLE,26.6,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:22:58.216661
IQV,LONG,CONVICTION,83.6,BULL_BOUNCE_PENDING,227.78,217.49,243.85,,9,1.56,FAVORABLE,232.43,LIMIT,20,VACUUM,2026-08-07,2026-08-07T04:25:11.647354
INTU,LONG,CONVICTION,83.5,BULL_BOUNCE_CONFIRMED,326.51,313.52,375.25,375.25,7,3.75,FAVORABLE,326.51,LIMIT,20,CONVICTION,2026-08-07,2026-08-07T04:29:39.385048
IFF,LONG,CONVICTION,83.3,BULL_BOUNCE_PENDING,87.01,82.73,94.99,,23,1.86,FAVORABLE,84.55,STOP,20,COMPRESSION,2026-08-07,2026-08-07T04:23:51.634601
OFIX,LONG,CONVICTION,83.2,BULL_BOUNCE_PENDING,10.79,9.81,11.33,,101,0.55,FAVORABLE,10.52,STOP,2,MINOR,2026-08-07,2026-08-07T04:23:48.841463
SVM,LONG,CONVICTION,83.0,BULL_BOUNCE_CONFIRMED,11.02,10.49,11.86,,187,1.58,FAVORABLE,11.02,LIMIT,9,COMPRESSION,2026-08-07,2026-08-07T04:24:23.464328
MS,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,220.0,210.53,231.0,,10,1.16,FAVORABLE,213.75,STOP,20,MINOR,2026-08-07,2026-08-07T04:28:50.207719
RYTM,LONG,CONVICTION,82.8,BULL_BOUNCE_PENDING,112.41,105.25,118.03,,13,0.79,FAVORABLE,112.1,STOP,3,VACUUM,2026-08-07,2026-08-07T04:24:50.594190
