ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
ASTS,Short,37.4666,STRETCHED,LOW,298.75,NEUTRAL,SHORT_GENESIS,115.85,117.0085,113.533,113.41,115.5,105.37,54954752,2.11,TARGET_HIT,1.0,True,17.35,2.94,2026-05-29_1738,2026-05-29
MASK,Short,21.5274,IN_BAND,MEDIUM,1.13,STRONG,SHORT_GENESIS,4.75,4.7975,4.655,3.58,5.48,3.53,20634566,24.63,STOPPED,-1.0,True,9.93,4.09,2026-05-29_1738,2026-05-29
IOVA,Short,18.1043,IN_BAND,MEDIUM,446.5,NEUTRAL,SHORT_GENESIS,4.05,4.0905,3.969,4.1,4.2289,3.875,17279249,-1.23,STOPPED,-1.0,True,6.28,2.89,2026-05-29_1738,2026-05-29
