ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
BSP,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,38.0,1h,log_regression,AT_LOWER,0.016,12,34.06,34.97,weekly,7.97,98.96,nearest_support_gap_hi,37.93,True,False,0.18,0.18,55.11,55.11,2.37,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close
EQX,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,11.61,weekly,log_regression,AT_LOWER,0.179,13,10.74,11.53,daily,0.69,100.0,nearest_support_gap_hi,11.53,True,True,0.69,0.69,37.73,37.73,2.58,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
GTE,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,9.01,daily,log_regression,MID,0.476,14,6.92,8.19,1h,9.1,98.84,nearest_support_gap_hi,9.0,True,False,0.11,0.11,27.9,27.9,2.0,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
EXK,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,10.74,weekly,log_regression,MID,0.423,19,8.33,8.96,daily,16.57,96.77,nearest_support_gap_hi,10.59,True,True,1.4,1.42,7.96,7.96,3.72,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.96% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,
HON,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,234.0,daily,log_regression,MID,0.412,12,191.33,192.14,weekly,17.89,100.0,nearest_support_gap_hi,231.67,True,True,1.0,1.01,7.69,7.69,2.36,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.69% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
KLIC,HIGH_PRIORITY_PRE_TRIGGER,100.0,97.0,97.0,PRE_TRIGGER_COIL,99.59,daily,log_regression,AT_LOWER,0.236,46,91.31,92.64,weekly,6.98,98.88,nearest_support_gap_hi,99.5,True,False,0.09,0.09,36.36,36.36,2.17,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close | early_positive_momentum
PPTA,HIGH_PRIORITY_PRE_TRIGGER,100.0,94.0,94.0,PRE_TRIGGER_COIL,24.67,weekly,log_regression,AT_LOWER,0.163,30,22.83,24.47,daily,0.81,98.64,nearest_support_gap_hi,24.65,True,False,0.08,0.08,38.43,38.43,2.31,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close
CRDO,HIGH_PRIORITY_PRE_TRIGGER,100.0,91.0,91.0,PRE_TRIGGER_COIL,260.6263,weekly,log_regression,MID,0.583,47,249.89,254.79,weekly,2.24,97.09,nearest_support_gap_hi,260.6,True,False,0.01,0.01,18.43,18.43,2.54,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.43% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
OFIX,EARLY_STRUCTURAL_MATCH,93.5,88.0,88.0,TOO_EARLY_OR_LOOSE,10.34,daily,log_regression,AT_LOWER,0.098,4,9.78,9.93,weekly,3.97,92.86,lower,10.03,True,True,3.0,3.09,31.0,31.0,20.7,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
STAA,EARLY_STRUCTURAL_MATCH,77.1,88.0,88.0,TOO_EARLY_OR_LOOSE,25.0,daily,log_regression,AT_LOWER,0.15,10,16.2,16.32,daily,34.72,92.54,nearest_support_gap_hi,24.53,True,True,1.88,1.92,43.48,43.48,3.96,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger
CGNX,EARLY_STRUCTURAL_MATCH,100.0,81.0,81.0,TOO_EARLY_OR_LOOSE,64.4814,daily,log_regression,MID,0.459,25,44.1,56.5,daily,12.38,100.0,nearest_support_gap_hi,62.54,True,True,3.01,3.1,16.16,16.16,3.1,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.16% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
