ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,news
BBAI,Long,PULLBACK,T2-LONG,93,4.12,3.783,4.875,,2.2,0.337,4.12,4.9,APPROACH,3,3,"10m,1h,4h",3.9199,3.9,HIGHWAY,EXCITED,47235485,2.4,1.3,1555492,1,15.2,29,8,470.66,MEGA,0.13,3.715,3.73,3.7,-0.8,PREMIUM,PREMIUM,138,4,51,18.3,B,
FNMA,Long,PULLBACK,T3-LONG_WATCH,40,7.0,6.7706,8.0,,4.4,0.2294,7.66,8.6,WAITING,1,1,30m,7.0,6.98,HIGHWAY,EXCITED,179950,0.9,0.8,0,0,17.6,15,8,1158.1,MEGA,0.0,7.1675,7.17,7.165,-0.1,FLAT,FLAT,26,5,9,4.4,D,
CECO,Long,PULLBACK,T1-STRONG_LONG,100,67.74,62.9142,77.3916,,2.0,4.8258,74.29,8.8,WAITING,6,6,"10m,15m,1d,1h,30m,4h",67.74,64.86,OPEN_ROAD,EXCITED,622235142,6.4,2.8,0,1,21.6,48,8,30.11,MED,0.06,66.33,64.92,67.74,4.3,PREMIUM,MID,4663,14,1442,4.9,B,
SKYQ,Long,PULLBACK,T2-LONG,100,5.5673,5.3835,6.14,5.83,3.1,0.1838,5.9,5.6,APPROACH,1,1,1m,5.5673,5.55,HIGHWAY,EXCITED,14380,0.3,0.1,2609784,0,77.4,93,8,3.2,NANO,1.04,5.83,5.45,6.21,13.9,MID,DISCOUNT,1208,11,215,4.1,B,
NOK,Long,PULLBACK,T1-STRONG_LONG,100,10.5,9.9813,11.5374,10.69,2.0,0.5187,11.3,7.1,WAITING,2,2,"1d,4h",10.5,10.29,HIGHWAY,EXCITED,1492611678,1.2,1.4,6257143,0,15.5,51,8,4443.8,MEGA,0.02,10.69,10.76,10.62,-1.3,PREMIUM,DISCOUNT,800,13,325,99.9,A,
INTC,Long,PULLBACK,T1-STRONG_LONG,100,84.52,62.1,129.36,,2.0,22.42,84.52,4.6,APPROACH,2,2,"1d,4h",80.64,68.28,HIGHWAY,EXCITED,363018187134,1.1,1.5,2995380,1,34.0,49,8,5016.85,MEGA,0.02,83.135,84.99,81.28,-4.4,PREMIUM,DISCOUNT,14248,15,3368,99.9,A,
CLDI,Long,PULLBACK,T2-LONG,74,0.224,0.1664,0.3392,0.2392,2.0,0.0576,0.224,3.0,APPROACH,1,1,1m,0.2172,0.2164,OPEN_ROAD,EXCITED,0,8.6,3.3,2897773,1,26.4,26,8,10.58,LOW,2.76,0.2392,0.2375,0.241,1.5,DISCOUNT,DISCOUNT,0,1,0,10.7,D,
KIDZ,Long,PULLBACK,T1-STRONG_LONG,100,1.03,0.94,1.21,1.0599,2.0,0.09,1.09,5.5,APPROACH,4,4,"1d,1h,30m,4h",1.03,0.99,HIGHWAY,EXCITED,56320591,2.1,0.8,1436346,1,107.2,126,8,1.06,NANO,6.7,1.0599,0.9698,1.15,18.6,PREMIUM,DISCOUNT,30,4,9,16.5,C,
