ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
USDE,false,0.0,-28.35,3.88,2.78,4.4,2.52,50854300,false,false,false,false,false,false,,IGNORED
SURG,false,0.0,-1.72,0.583,0.573,0.679,0.512,178014700,false,false,false,false,false,false,,IGNORED
JEM,false,0.0,-34.84,3.53,2.3,3.56,1.78,15350400,false,false,false,false,false,false,,IGNORED
SRFM,false,0.0,-8.37,1.135,1.04,1.26,1.0,31285300,false,false,false,false,false,false,,IGNORED
MSTR,false,0.0,0.92,99.85,100.77,104.11,97.57,34757600,false,false,false,false,false,false,,IGNORED
INFQ,false,0.0,-10.08,13.69,12.31,14.54,12.19,20445000,false,false,false,false,false,false,,IGNORED
RIVN,false,0.0,3.64,17.975,18.63,19.79,17.81,78267200,false,false,false,false,false,false,,IGNORED
BURU,false,0.0,-8.09,0.136,0.125,0.14,0.124,16019200,false,false,false,false,false,false,,IGNORED
BMNR,false,0.0,-1.41,14.565,14.36,15.25,14.24,41136000,false,false,false,false,false,false,,IGNORED
PLTR,false,0.0,0.24,128.99,129.3,132.88,127.95,60789400,false,false,false,false,false,false,,IGNORED
GPUS,false,0.0,-6.67,0.15,0.14,0.16,0.14,93624100,false,false,false,false,false,false,,IGNORED
MARA,false,0.0,-9.02,13.63,12.4,14.09,11.98,50628900,false,false,false,false,false,false,,IGNORED
SMCI,false,0.0,-2.96,28.05,27.22,29.22,26.7,42867500,false,false,false,false,false,false,,IGNORED
INTC,false,0.0,-6.65,128.92,120.35,130.74,117.63,125021700,false,false,false,false,false,false,,IGNORED
SOFI,false,0.0,-2.46,18.7,18.24,19.19,17.765,81377500,false,false,false,false,false,false,,IGNORED
SPCX,false,0.0,1.42,159.73,162.0,162.16,155.88,61257100,false,false,false,false,false,false,,IGNORED
MU,false,0.0,-6.33,1041.5,975.56,1064.64,950.28,61844400,false,false,false,false,false,false,,IGNORED
OPEN,false,0.0,-1.9,4.995,4.9,5.17,4.75,90049900,false,false,false,false,false,false,,IGNORED
DVLT,false,0.0,-7.32,0.41,0.38,0.46,0.38,34017200,false,false,false,false,false,false,,IGNORED
CRWV,false,0.0,-5.25,86.27,81.745,88.17,80.56,32788100,false,false,false,false,false,false,,IGNORED
TSLA,false,0.0,-8.07,428.01,393.45,432.35,389.3,73915800,false,false,false,false,false,false,,IGNORED
ONDS,false,0.0,-6.68,7.94,7.41,8.45,7.37,87137400,false,false,false,false,false,false,,IGNORED
NVDA,false,0.0,-1.17,197.14,194.83,200.06,192.35,142385500,false,false,false,false,false,false,,IGNORED
TNON,false,0.0,-10.43,0.326,0.292,0.326,0.272,71659800,false,false,false,false,false,false,,IGNORED
AHMA,false,0.0,13.3,2.18,2.47,2.51,2.1,12367700,false,false,false,false,false,false,,IGNORED
