ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
BMNR,Long,PULLBACK,T2-LONG,94,23.6,22.1451,26.5098,24.53,2.0,1.4549,24.91,5.3,APPROACH,1,1,1d,23.6,22.83,HIGHWAY,EXCITED,1.89,5129646375.0,1.0,1.5,2399707.0,0.0,25.0,41.0,8.0,594.47,MEGA,0.06,24.53,24.82,24.24,-2.3,PREMIUM,DISCOUNT,1351,8,554,4.4,B,,,,False,1.2896462857142859,1.13,N/A,,FINANCIAL,,STRONG,,0.8,,1.36,0.8,0.5,1.0,0.5,1.0,0.8,1.04,FAVORABLE,22.83,23.6,23.836,146,68,59,5.37,2.0,1.58,3333.18,1604.8,1406.32,10:30,22.1451,26.5098,PULLBACK_LIMIT,,,
MBGL,Long,BOUNCE,T2-LONG,72,20.55,19.5552,22.5396,,2.0,0.9948,20.55,1.0,CLOSE,3,3,"1h,4h,5m",20.34,20.16,OPEN_ROAD,EXCITED,1.11,12278903.0,0.7,0.9,0.0,0.0,7.4,14.0,8.0,294.73,MEGA,0.01,20.21,20.26,20.16,-0.5,FLAT,FLAT,66,3,48,2.7,C,,,,False,0.9322642857142854,1.07,N/A,,TECH,,NEUTRAL,,0.32,,-0.44,0.32,0.5,0.0,0.0,0.25,0.32,0.896,FAVORABLE,20.16,20.55,20.7555,165,100,83,3.93,2.0,1.49,3326.4,2055.0,1722.71,10:30,19.5552,22.5396,PULLBACK_LIMIT,,,
XP,Long,PULLBACK,T2-LONG,100,17.81,16.3057,20.8186,17.945,2.0,1.5043,17.81,3.3,APPROACH,3,2,"1h,4h",17.22,16.81,OPEN_ROAD,EXCITED,0.71,71076772.0,1.1,1.1,0.0,0.0,15.1,23.0,8.0,403.18,MEGA,0.01,17.945,17.8,18.09,1.6,DISCOUNT,DISCOUNT,457,2,151,3.2,C,,,,True,0.6853357142857144,2.19,N/A,,FINANCIAL,,STRONG,,0.8,,1.36,0.8,0.5,0.5,1.0,0.25,0.8,0.89,FAVORABLE,16.81,17.81,17.9881,198,66,59,7.95,2.0,1.68,3328.38,1175.46,1061.3,10:30,16.3057,20.8186,PULLBACK_LIMIT,,,
