ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
CELH,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,30.7652,weekly,log_regression,AT_LOWER,0.074,13,22.74,24.085,daily,21.71,97.87,nearest_support_gap_hi,30.75,True,False,0.05,0.05,58.75,58.75,2.39,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | overhead_gap_too_close
TTD,HIGH_PRIORITY_PRE_TRIGGER,100.0,82.0,82.0,PRE_TRIGGER_COIL,19.92,15m,log_regression,MID,0.38,3,18.37,18.97,weekly,4.77,95.31,nearest_support_gap_hi,19.79,True,True,0.65,0.66,65.16,65.16,5.72,MIXED_OR_WEAK,ascending channel/control | low channel location before expansion | bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
JLHL,LOW_CONFIDENCE_RHYME,48.4,49.0,49.0,TOO_EARLY_OR_LOOSE,18.26,daily,log_regression,AT_UPPER,0.707,1,17.3539,17.5466,5m,3.91,61.45,nearest_support_gap_hi,17.5466,True,False,3.91,4.07,217.36,217.36,4.16,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | some bullish shelf support | room back to recent high,mid_high_channel_location | deep_damage_pullback | too_early_or_loose_for_trigger | near_term_selling_pressure
