ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
COMP,BOUNCED_WAITING,0,0,0.0,2,-2.0,False,4.8,15m,5,28,True,1d,25,False,2915,1667,3748.5,46,22,weekly.12t | 1d.41t | 1d.25t,2026-08-17T10:45:00.000,12.605,2026-09-03T08:45:00.000,10.94,12.8,10.5688,5.01,44,0,False,0.0,8045528,0,68
COMP,BOUNCED_WAITING,0,0,0.0,2,-2.0,False,4.8,15m,5,28,False,1d,25,False,2915,1667,3748.5,46,22,weekly.12t | 1d.41t | 1d.25t,2026-08-20T09:45:00.000,12.4562,2026-09-03T08:45:00.000,10.94,12.47,10.5688,4.12,32,0,False,0.0,8045528,0,68
COMP,BOUNCED_WAITING,0,0,0.0,2,-2.0,False,4.8,15m,5,24,True,1d,25,False,2915,1667,3748.5,46,22,weekly.12t | 1d.41t | 1d.25t,2026-08-21T10:15:00.000,11.76,2026-09-03T08:45:00.000,10.94,11.95,10.5688,2.72,26,0,False,0.0,8045528,0,68
COMP,BOUNCED_WAITING,0,0,0.0,2,-2.0,False,4.8,15m,5,22,False,1d,25,False,2915,1667,3748.5,46,22,weekly.12t | 1d.41t | 1d.25t,2026-08-26T09:30:00.000,11.49,2026-09-03T08:45:00.000,10.94,11.5335,10.5688,1.6,7,0,False,0.0,8045528,0,68
