ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
AIIO,Short,RESISTANCE,T5-SHORT,28,50.7,0.12,0.1203,0.1048,12.6,,,,2.8,1,42.4,,,,,1.59,0.92,1.0,0.1,0.5,,,,,,,,,,,,
SRXH,Short,RESISTANCE,T3-SHORT,80,59.7,0.1428,0.1431,0.1249,10.7,,,,0.9,0,22.1,,,,,1.485,0.98,0.93,0.58,0.5,,,,,,,,,,,,
AIXI,Short,RESISTANCE,T5-SHORT,24,21.5,0.13,0.1308,0.1128,10.7,,,,2.3,2,47.6,,,,,1.464,0.8,0.93,0.05,0.5,,,,,,,,,,,,
UMAC,Short,RESISTANCE,T3-SHORT,80,51.3,13.3,13.34,11.25,7.3,,,,1.0,0,46.0,,,,,1.382,0.94,0.72,0.58,0.5,,,,,,,,,,,,
LFST,Short,RESISTANCE,T2-SHORT,80,70.5,6.51,6.53,5.1,2.2,,,,0.7,0,8.4,,,,,1.346,1.0,0.4,0.58,0.5,,,,,,,,,,,,
BLND,Short,RESISTANCE,T3-SHORT,60,27.0,1.75,1.755,1.615,2.9,,,,1.6,0,18.1,,,,,1.33,0.84,0.46,0.16,0.5,,,,,,,,,,,,
BUR,Short,RESISTANCE,T3-SHORT,80,36.0,4.81,4.83,4.09,6.4,,,,2.7,3,122.0,,,,,1.324,0.9,0.66,0.58,0.5,,,,,,,,,,,,
OXBR,Short,RESISTANCE,T3-SHORT,80,53.4,1.2,1.2029,1.045,1.7,,,,19.9,1,67.9,,,,,1.294,0.96,0.36,0.58,0.5,,,,,,,,,,,,
BFRG,Short,RESISTANCE,T3-SHORT,80,20.0,1.81,1.817,1.67,7.7,,,,7.0,2,299.6,,,,,1.234,0.78,0.76,0.58,0.5,,,,,,,,,,,,
GVH,Short,RESISTANCE,T3-SHORT,80,25.0,2.325,2.33,2.2,4.3,,,,4.5,2,166.3,,,,,1.223,0.82,0.59,0.58,0.5,,,,,,,,,,,,
PTON,Short,RESISTANCE,T2-SHORT,80,33.0,4.37,4.38,4.04,1.9,,,,2.4,3,24.4,,,,,1.22,0.88,0.38,0.58,0.5,,,,,,,,,,,,
JTAI,Short,RESISTANCE,T2-SHORT,63,19.7,0.0874,0.0877,0.0815,1.6,,,,0.5,0,47.9,,,,,1.202,0.76,0.34,0.2,0.5,,,,,,,,,,,,
ASTC,Long,PULLBACK,T2-LONG,57,9.8,4.76,4.71,5.25,9.0,,,,0.7,1,239.3,,,,,1.15,0.54,0.84,0.14,0.5,4.71,4.76,4.8076,0,2000,1024,0.0,9.8,4.53,4.71,5.25,10:30
NIO,Short,RESISTANCE,T3-SHORT,80,15.8,6.53,6.59,5.58,8.3,,,,1.5,0,15.9,,,,,1.12,0.66,0.78,0.58,0.5,,,,,,,,,,,,
GV,Short,RESISTANCE,T3-SHORT,80,27.5,0.2681,0.2694,0.2324,0.4,,,,14.4,2,131.5,,,,,1.089,0.86,0.01,0.58,0.5,,,,,,,,,,,,
EVTL,Long,PULLBACK,T2-LONG,91,17.5,2.02,2.0,2.37,8.6,,,,6.3,2,62.1,,,,,1.078,0.72,0.8,0.94,0.5,2.0,2.02,2.0402,0,4999,2487,0.0,17.5,8.2,2.0,2.37,10:30
NEXT,Short,RESISTANCE,T5-SHORT,24,9.4,7.955,8.05,7.06,3.9,,,,1.2,0,24.2,,,,,1.064,0.52,0.53,0.05,0.5,,,,,,,,,,,,
EVTL,Short,RESISTANCE,T3-SHORT,80,12.0,2.37,2.39,2.13,7.2,,,,6.3,2,62.1,,,,,1.046,0.61,0.7,0.58,0.5,,,,,,,,,,,,
BURU,Short,RESISTANCE,T2-SHORT,80,15.4,0.1843,0.1853,0.1689,3.9,,,,2.2,1,30.9,,,,,1.025,0.64,0.53,0.58,0.5,,,,,,,,,,,,
ELAB,Short,RESISTANCE,T2-SHORT,80,8.5,6.72,6.84,5.7,12.2,,,,5.9,2,301.2,,,,,1.02,0.5,0.98,0.58,0.5,,,,,,,,,,,,
BMEA,Short,RESISTANCE,T2-SHORT,80,19.3,1.5418,1.545,1.4799,0.8,,,,2.9,2,39.5,,,,,1.005,0.74,0.13,0.58,0.5,,,,,,,,,,,,
ASTC,Short,RESISTANCE,T2-SHORT,69,16.3,5.25,5.28,4.76,0.4,,,,0.7,1,239.3,,,,,1.002,0.68,0.01,0.27,0.5,,,,,,,,,,,,
PTON,Long,PULLBACK,T1-STRONG_LONG,98,16.5,4.04,4.02,4.37,5.8,,,,2.4,3,24.4,,,,,0.998,0.7,0.64,0.98,0.5,4.02,4.04,4.0804,0,4999,1655,0.0,16.5,4.79,4.02,4.37,10:30
BATL,Short,RESISTANCE,T5-SHORT,22,11.2,3.93,3.9443,3.77,0.8,,,,0.9,1,104.4,,,,,0.993,0.56,0.13,0.02,0.5,,,,,,,,,,,,
PGEN,Short,RESISTANCE,T3-SHORT,80,8.3,4.31,4.38,3.73,11.4,,,,2.5,3,40.6,,,,,0.984,0.47,0.96,0.58,0.5,,,,,,,,,,,,
BUR,Long,PULLBACK,T1-STRONG_LONG,100,12.0,4.09,4.03,4.81,9.5,,,,2.7,3,122.0,,,,,0.974,0.61,0.88,1.0,0.5,4.03,4.09,4.1309,0,1666,991,0.0,12.0,6.73,4.03,4.81,10:30
