ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
BMNR,BOUNCED_CLEAN,0,0,7.1,3,-1.7,False,4.9,1d,20,223,True,1d,123,False,85406,0,85406.0,39,0,weekly.215t | weekly.187t | weekly.115t,2026-08-19T17:15:00.000,21.8328,2026-08-20T09:45:00.000,23.92,22.875,20.1995,,0,0,False,0.07,30878659,0,39
COIN,BOUNCED_CLEAN,0,1,3.2,4,-1.0,False,4.0,4h,12,226,False,3m,921,True,503772,46598,527071.0,66,4,weekly.1238t | weekly.921t | weekly.908t,2026-08-21T04:30:00.000,184.65,2026-08-21T07:15:00.000,178.25,193.49,172.4325,2.62,0,0,False,0.03,8455438,0,70
