ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
BIYA,HIGH_PRIORITY_PRE_TRIGGER,87.1,49.0,49.0,PRE_TRIGGER_COIL,5.02,15m,log_regression,AT_LOWER,0.28,1,4.8986,4.98,5m,0.8,45.16,nearest_support_gap_hi,4.98,True,True,0.8,0.8,398.01,398.01,2.89,OPTIONS_MISSING,ascending channel/control | low channel location before expansion | some bullish shelf support | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback
