ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
SPCX,Long,PULLBACK,T2-LONG,75,115.72,111.4724,130.3299,115.93,3.4,4.2476,125.33,7.7,WAITING,1,1,1d,115.72,114.92,HIGHWAY,EXCITED,2.21,11530406783,2.1,1.3,6288029,1,20.9,28,8,281.07,MEGA,0.51,115.93,114.53,117.33,2.4,PREMIUM,DISCOUNT,370,2,136,4.0,C,False,8.347485714285714,0.51,N/A,,INDUSTRIAL,,NEUTRAL,,0.56,,2.14,0.56,1.0,0.875,0.25,1.0,0.56,1.5055,FAVORABLE,114.92,115.72,116.8772,29,23,18,4.47,3.44,2.49,3332.68,2661.56,2103.79,10:30,111.4724,130.3299,PULLBACK_LIMIT,,,
OPTU,Long,PULLBACK,T2-LONG,73,0.7951,0.73,0.9253,0.851,2.0,0.0651,0.8751,9.1,WAITING,2,2,"1h,4h",0.7951,0.78,OPEN_ROAD,EXCITED,0.99,2511474,0.4,0.5,0,0,25.0,41,8,262.8,MEGA,0.01,0.851,0.8586,0.8434,-1.8,PREMIUM,DISCOUNT,8,3,0,4.2,D,False,0.08055357142857142,0.81,N/A,,COMMS,,NEUTRAL,,0.44,,2.16,0.44,0.438,1.0,0.125,0.188,0.44,1.1445,FAVORABLE,0.78,0.7951,0.8151,1999,1536,1175,2.91,2.0,1.29,1559.22,1221.27,957.74,10:30,0.73,0.9253,PULLBACK_LIMIT,,,
XP,Long,BOUNCE,T2-LONG,53,16.97,16.1311,18.6478,17.155,2.0,0.8389,16.97,1.8,CLOSE,1,1,1d,16.67,16.63,OPEN_ROAD,EXCITED,0.69,14855377,0.9,0.7,0,0,7.9,24,8,412.93,MEGA,0.01,17.155,17.03,17.28,1.5,DISCOUNT,DISCOUNT,302,2,158,3.7,C,True,0.5080000000000001,1.65,N/A,,FINANCIAL,,NEUTRAL,,0.32,,0.49,0.32,0.438,0.5,0.0,0.188,0.32,0.996,FAVORABLE,16.63,16.97,17.1397,200,119,99,4.04,2.0,1.5,3326.0,2019.43,1696.83,10:30,16.1311,18.6478,PULLBACK_LIMIT,,,
WDAY,Long,PULLBACK,T1-STRONG_LONG,100,171.28,155.5298,202.7804,,2.0,15.7502,171.28,4.5,APPROACH,4,4,"1d,1h,30m,4h",163.615,160.34,OPEN_ROAD,EXCITED,1.14,709742979,0.7,0.8,0,0,15.1,43,8,199.09,HIGH,0.02,163.99,165.05,162.93,-1.3,PREMIUM,DISCOUNT,12618,6,8023,5.1,B,False,10.340714285714284,1.52,N/A,,TECH,,STRONG,,0.88,,9.24,0.88,0.438,0.75,0.75,0.625,0.88,0.9265,FAVORABLE,160.34,171.28,172.9928,20,6,5,8.82,2.0,1.71,3206.8,1027.68,864.96,10:30,155.5298,202.7804,PULLBACK_LIMIT,,,
CCC,Long,BOUNCE,T2-LONG,100,6.33,5.9073,7.1754,,2.0,0.4227,6.33,1.6,CLOSE,2,2,"1d,4h",6.23,6.09,HIGHWAY,EXCITED,1.06,125448295,0.9,1.1,0,0,18.1,19,8,545.41,MEGA,0.02,6.255,6.3,6.21,-1.4,PREMIUM,DISCOUNT,288,5,36,7.7,B,True,0.32675,1.29,N/A,,TECH,,STRONG,,0.88,,9.24,0.88,0.438,0.312,0.75,0.625,0.88,0.7952,FAVORABLE,6.09,6.33,6.3933,547,236,205,5.94,2.0,1.61,3331.23,1493.88,1310.63,10:30,5.9073,7.1754,PULLBACK_LIMIT,,,
GEHC,Long,BOUNCE,T1-STRONG_LONG,100,70.26,65.9794,78.8212,,2.0,4.2806,70.26,0.9,CLOSE,4,4,"1d,1h,30m,4h",69.61,68.02,OPEN_ROAD,EXCITED,0.84,573861165,0.6,0.7,0,1,7.3,34,8,450.23,MEGA,0.01,69.6,69.73,69.47,-0.4,FLAT,FLAT,3615,3,418,5.5,B,False,2.6486571428571435,1.62,N/A,,TECH,,STRONG,,0.88,,9.24,0.88,0.438,0.0,0.75,0.188,0.88,0.789,FAVORABLE,68.02,70.26,70.9626,49,23,20,5.29,2.0,1.58,3332.98,1615.98,1419.25,10:30,65.9794,78.8212,PULLBACK_LIMIT,,,
JBLU,Long,BOUNCE,T1-STRONG_LONG,100,6.41,5.8491,7.5318,,2.0,0.5609,6.41,2.6,CLOSE,3,3,"1h,30m,4h",6.245,6.03,HIGHWAY,EXCITED,1.01,325881750,1.1,0.9,0,1,17.6,32,8,337.83,MEGA,0.12,6.3325,6.23,6.435,3.3,PREMIUM,DISCOUNT,247,8,122,99.9,A,True,0.3689499999999999,1.52,N/A,,INDUSTRIAL,AIRLINES,NEUTRAL,NEUTRAL,0.56,0.68,2.14,0.68,0.438,0.625,0.75,0.875,0.68,0.779,FAVORABLE,6.03,6.41,6.4741,552,178,160,8.3,2.0,1.69,3328.56,1140.98,1035.86,10:30,5.8491,7.5318,PULLBACK_LIMIT,,,
MS,Long,BOUNCE,T1-STRONG_LONG,100,217.04,204.379,242.362,,2.0,12.661,217.04,1.6,CLOSE,7,6,"10m,15m,1d,1h,4h,5m",213.67,210.7,OPEN_ROAD,EXCITED,4.26,2879731952,1.5,1.0,0,0,7.8,30,8,1191.07,MEGA,0.01,212.45,211.23,213.67,1.2,PREMIUM,MID,4668,8,3046,2.3,C,False,7.34725714285715,1.72,N/A,,FINANCIAL,,NEUTRAL,,0.32,,0.49,0.32,0.438,0.312,0.75,0.188,0.32,0.7147,FAVORABLE,210.7,217.04,219.2104,15,7,6,5.01,2.0,1.56,3160.5,1519.28,1315.26,10:30,204.379,242.362,PULLBACK_LIMIT,,,
ERAS,Long,BOUNCE,T1-STRONG_LONG,95,18.38,17.3048,20.5304,,2.0,1.0752,18.38,1.0,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",18.19,17.84,OPEN_ROAD,EXCITED,1.83,246389962,1.0,0.7,0,0,10.8,27,8,247.63,MEGA,0.02,18.015,17.84,18.19,2.0,PREMIUM,MID,596,9,297,3.5,C,True,1.2114,0.89,N/A,,HEALTHCARE,BIOTECH,COLD,NEUTRAL,0.0,0.28,-3.09,0.28,0.438,0.125,0.375,0.625,0.28,0.6715,FAVORABLE,17.84,18.38,18.5638,186,93,79,5.03,2.0,1.56,3318.24,1709.34,1466.54,10:30,17.3048,20.5304,PULLBACK_LIMIT,,,
