ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
ASAN,Long,BREAKOUT,T3-LONG_WATCH,34,6.36,6.1013,7.83,,5.7,0.2587,6.36,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,HIGH,0.1,6.325,6.29,6.36,1.1,PREMIUM,MID,47,1,47,23.1,D,False,1.6,True,
ALAB,Long,PULLBACK,T1-STRONG_LONG,100,191.97,170.6812,236.49,,2.1,21.2888,191.97,3.4,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",185.52,175.96,HIGHWAY,EXCITED,11319369139.0,2.2,1.3,1.0,22.2,43.0,8.0,140.02,HIGH,0.05,182.275,175.8,188.75,7.4,PREMIUM,MID,16503,11,9344,23.2,A,,,,
SMMT,Long,PULLBACK,T3-LONG_WATCH,68,26.38,24.3664,30.4072,,2.0,2.0136,26.38,4.4,APPROACH,1,1,1d,25.22,25.12,HIGHWAY,EXCITED,79948840.0,3.5,1.9,2.0,39.0,41.0,8.0,133.88,HIGH,0.06,25.17,25.12,25.22,0.4,FLAT,FLAT,714,7,530,99.9,A,,,,
MXL,Long,BOUNCE,T1-STRONG_LONG,100,33.7,30.7781,39.5438,,2.0,2.9219,33.7,0.5,CLOSE,6,6,"10m,15m,1d,30m,4h,5m",33.52,31.73,HIGHWAY,EXCITED,2537326756.0,5.4,4.3,3.0,75.7,69.0,8.0,81.43,HIGH,0.08,32.625,31.73,33.52,5.6,PREMIUM,MID,2405,17,793,99.9,A,,,,
ERAS,Long,PULLBACK,T1-STRONG_LONG,89,21.17,20.4815,22.5469,21.785,2.0,0.6885,22.41,5.5,APPROACH,1,1,5m,21.17,21.115,HIGHWAY,EXCITED,722244.0,1.6,1.3,0.0,32.1,25.0,8.0,224.17,MEGA,0.03,21.785,21.71,21.86,0.7,PREMIUM,DISCOUNT,340,11,213,99.9,A,,,,
GRPN,Long,BOUNCE,T1-STRONG_LONG,100,16.66,14.48,21.02,,2.0,2.18,16.66,2.5,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",16.25,15.07,OPEN_ROAD,EXCITED,1295260811.0,5.2,2.8,3.0,47.5,42.0,8.0,29.0,MED,0.22,16.215,14.95,17.48,16.9,PREMIUM,DISCOUNT,947,7,152,3.8,C,,,,
KSS,Long,PULLBACK,T1-STRONG_LONG,100,14.75,14.1814,17.16,,4.2,0.5686,15.87,7.1,WAITING,6,6,"10m,15m,1h,30m,4h,5m",14.75,14.62,HIGHWAY,EXCITED,82850456.0,1.8,1.4,0.0,18.4,34.0,8.0,110.61,HIGH,0.04,14.715,14.61,14.82,1.4,PREMIUM,MID,542,8,125,8.1,A,,,,
STUB,Long,PULLBACK,T3-LONG_WATCH,47,7.22,6.693,8.274,,2.0,0.527,7.22,4.0,APPROACH,2,2,"1d,4h",6.93,6.9,OPEN_ROAD,EXCITED,21973089.0,1.9,0.9,0.0,9.7,26.0,8.0,227.2,MEGA,0.02,6.915,6.9,6.93,0.4,FLAT,FLAT,20,3,20,8.6,D,,,,
NRGV,Long,PULLBACK,T1-STRONG_LONG,97,3.77,3.589,5.9,,11.8,0.181,3.97,5.0,APPROACH,7,6,"10m,15m,1d,30m,4h,5m",3.77,3.7,HIGHWAY,EXCITED,22181624.0,2.2,1.2,1.0,27.0,33.0,8.0,140.63,HIGH,0.04,3.715,3.7,3.73,0.8,PREMIUM,PREMIUM,134,13,41,48.6,B,,,,
PUMP,Long,PULLBACK,T1-STRONG_LONG,100,14.13,13.5024,15.3852,,2.0,0.6276,15.08,6.3,APPROACH,6,6,"10m,15m,1d,1h,30m,5m",14.13,13.92,HIGHWAY,EXCITED,72454113.0,2.3,1.3,1.0,10.1,22.0,8.0,90.11,HIGH,0.04,14.015,13.9,14.13,1.7,PREMIUM,MID,433,8,292,99.9,A,,,,
DNUT,Long,BOUNCE,T3-LONG_WATCH,66,3.98,3.8024,4.3352,,2.0,0.1776,3.98,0.8,CLOSE,1,1,1d,3.95,3.92,HIGHWAY,EXCITED,11064429.0,2.5,1.8,1.0,32.5,23.0,8.0,89.52,HIGH,0.04,3.935,3.92,3.95,0.8,PREMIUM,MID,209,5,20,4.5,B,,,,
HIMX,Long,PULLBACK,T3-LONG_WATCH,55,11.0,10.6457,11.7085,,2.0,0.3543,11.64,5.5,APPROACH,1,1,4h,11.0,10.975,HIGHWAY,EXCITED,5646423.0,1.8,1.3,1.0,22.7,31.0,8.0,247.07,MEGA,0.01,10.995,10.99,11.0,0.1,FLAT,FLAT,478,7,236,99.9,A,,,,
NTLA,Long,BREAKOUT,T1-STRONG_LONG,100,15.45,14.7537,16.8426,,2.0,0.6963,15.31,0.0,INSIDE,4,4,,,,HIGHWAY,EXCITED,,,,,,,,,HIGH,0.03,15.33,15.21,15.45,1.6,MID,MID,301,7,286,9.5,A,False,1.4,True,
OUST,Long,PULLBACK,T1-STRONG_LONG,100,24.87,23.668,30.26,27.435,4.5,1.202,27.61,9.9,WAITING,4,4,"1d,1h,30m,4h",24.87,24.4,HIGHWAY,EXCITED,95191825.0,2.4,1.8,2.0,27.4,55.0,8.0,59.93,HIGH,0.05,27.435,27.14,27.73,2.2,PREMIUM,DISCOUNT,1528,19,633,9.6,A,,,,
LEGN,Long,BOUNCE,T3-LONG_WATCH,53,25.22,24.3179,27.0242,,2.0,0.9021,25.22,0.2,CLOSE,1,1,1d,25.16,25.07,HIGHWAY,EXCITED,51255648.0,1.9,2.1,1.0,42.7,44.0,8.0,163.19,HIGH,0.02,25.115,25.07,25.16,0.4,FLAT,FLAT,757,8,499,2.0,C,,,,
VSH,Long,BOUNCE,T1-STRONG_LONG,100,26.91,25.1521,30.4258,,2.0,1.7579,26.91,1.3,CLOSE,4,4,"1d,1h,1m,30m",26.56,25.93,HIGHWAY,EXCITED,72547175.0,1.7,1.4,1.0,19.9,33.0,8.0,113.01,HIGH,0.02,26.445,26.33,26.56,0.9,PREMIUM,DISCOUNT,1289,9,572,99.9,A,,,,
RHI,Long,BOUNCE,T1-STRONG_LONG,100,28.91,27.2182,33.66,,2.8,1.6918,28.91,0.2,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",28.85,28.06,HIGHWAY,EXCITED,247413048.0,1.4,1.0,0.0,18.6,26.0,8.0,89.37,HIGH,0.02,28.61,28.02,29.2,4.2,PREMIUM,MID,617,5,617,16.4,A,,,,
RCUS,Long,BOUNCE,T3-LONG_WATCH,100,24.52,22.1451,29.2698,,2.0,2.3749,24.52,2.7,CLOSE,6,2,"1m,5m",23.86,22.83,HIGHWAY,EXCITED,925060.0,4.3,2.3,1.0,22.4,19.0,8.0,88.65,HIGH,0.03,22.19,22.74,21.64,-4.8,PREMIUM,PREMIUM,233,12,130,99.9,A,,,,
OBE,Long,PULLBACK,T1-STRONG_LONG,100,10.64,10.2432,11.4336,,2.0,0.3968,11.7,9.1,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",10.64,10.56,HIGHWAY,EXCITED,30780828.0,3.1,2.4,2.0,28.3,42.0,8.0,60.36,HIGH,0.04,10.6,10.56,10.64,0.8,PREMIUM,MID,433,12,131,99.9,A,,,,
PARR,Long,PULLBACK,T1-STRONG_LONG,100,58.09,55.7265,62.817,59.585,2.0,2.3635,61.56,5.6,APPROACH,3,3,"1h,30m,4h",58.09,57.45,OPEN_ROAD,EXCITED,87337792.0,1.9,1.5,1.0,21.0,47.0,8.0,47.54,MED,0.03,59.585,59.14,60.03,1.5,PREMIUM,DISCOUNT,1666,17,1073,99.9,A,,,,
AVAV,Long,PULLBACK,T1-STRONG_LONG,100,210.07,191.478,247.254,,2.0,18.592,210.07,4.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",201.22,197.4,HIGHWAY,EXCITED,1090446134.0,2.4,1.6,1.0,19.5,16.0,8.0,37.42,MED,0.05,200.415,197.23,203.6,3.2,PREMIUM,DISCOUNT,3372,4,2862,7.0,B,,,,
METC,Long,BOUNCE,T1-STRONG_LONG,80,14.93,13.6576,17.4748,,2.0,1.2724,14.93,2.9,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",14.5,14.08,OPEN_ROAD,EXCITED,140940636.0,1.2,0.8,0.0,19.8,29.0,8.0,39.2,MED,0.04,14.38,14.07,14.69,4.4,PREMIUM,MID,391,5,328,4.0,C,,,,
FIVN,Long,BOUNCE,T1-STRONG_LONG,100,16.49,15.7528,18.94,,3.3,0.7372,16.49,1.0,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",16.32,16.24,HIGHWAY,EXCITED,24381013.0,1.3,1.1,0.0,18.7,21.0,8.0,67.13,HIGH,0.02,16.28,16.24,16.32,0.5,FLAT,FLAT,158,3,91,14.9,B,,,,
RXO,Long,PULLBACK,T3-LONG_WATCH,78,18.31,17.5376,19.8548,,2.0,0.7724,19.58,6.5,APPROACH,2,2,"1d,4h",18.31,18.08,HIGHWAY,EXCITED,58388467.0,1.5,1.3,0.0,26.7,28.0,8.0,125.56,HIGH,0.01,19.595,19.56,19.63,0.4,FLAT,FLAT,380,7,267,99.9,A,,,,
VICR,Long,PULLBACK,T3-LONG_WATCH,89,223.08,215.5437,238.1526,,2.0,7.5363,246.24,9.4,WAITING,2,2,"10m,5m",223.08,222.21,HIGHWAY,EXCITED,16164687.0,2.6,1.8,1.0,36.7,57.0,8.0,24.06,MED,0.04,215.745,224.81,206.68,-8.1,PREMIUM,PREMIUM,15636,16,14274,99.9,A,,,,
EQPT,Long,PULLBACK,T2-LONG,93,21.35,20.6513,29.39,22.29,11.5,0.6987,23.43,8.9,WAITING,2,2,"1h,30m",21.35,21.29,HIGHWAY,EXCITED,854928.0,1.4,1.1,0.0,25.1,24.0,8.0,125.53,HIGH,0.01,22.29,22.23,22.35,0.5,PREMIUM,DISCOUNT,278,3,226,25.4,B,,,,
HTFL,Long,PULLBACK,T2-LONG,100,29.45,28.1785,32.54,31.485,2.4,1.2715,31.85,7.5,WAITING,3,2,"1d,4h",29.45,29.05,HIGHWAY,EXCITED,35596119.0,1.6,1.1,0.0,14.1,48.0,8.0,64.06,HIGH,0.02,31.485,31.38,31.59,0.7,PREMIUM,DISCOUNT,1030,9,402,2.2,C,,,,
ALMS,Long,PULLBACK,T2-LONG,71,23.1,22.2033,26.01,24.79,3.2,0.8967,24.98,7.5,WAITING,1,1,1d,23.1,22.89,HIGHWAY,EXCITED,17298687.0,1.1,0.7,0.0,13.7,26.0,8.0,84.99,HIGH,0.01,24.79,24.71,24.87,0.6,PREMIUM,DISCOUNT,830,9,777,4.1,B,,,,
TWST,Long,BOUNCE,T1-STRONG_LONG,100,62.61,60.0236,67.7828,,2.0,2.5864,62.61,0.4,CLOSE,1,1,4h,62.37,61.88,HIGHWAY,EXCITED,19343485.0,1.2,1.0,0.0,17.3,48.0,8.0,54.55,HIGH,0.02,62.51,61.88,63.14,2.0,MID,DISCOUNT,2184,12,1526,99.9,A,,,,
AMSC,Long,PULLBACK,T2-LONG,100,38.91,36.8309,44.8299,41.045,2.8,2.0791,41.93,7.2,WAITING,2,2,"1d,4h",38.91,37.97,HIGHWAY,EXCITED,92706439.0,1.6,1.1,0.0,16.4,48.0,8.0,45.87,MED,0.02,41.045,40.73,41.36,1.5,PREMIUM,DISCOUNT,2584,8,502,6.9,B,,,,
ACDC,Long,PULLBACK,T1-STRONG_LONG,100,6.1,5.7521,7.48,,4.0,0.3479,6.54,6.7,APPROACH,9,7,"10m,15m,1d,1h,30m,4h,5m",6.1,5.93,HIGHWAY,EXCITED,21580785.0,1.1,1.0,0.0,15.4,17.0,8.0,32.87,MED,0.03,6.07,6.04,6.1,1.0,PREMIUM,DISCOUNT,59,6,49,14.4,C,,,,
URGN,Long,BOUNCE,T3-LONG_WATCH,100,25.03,23.8232,28.46,,2.8,1.2068,25.03,1.7,CLOSE,2,2,"15m,30m",24.61,24.56,HIGHWAY,EXCITED,247745.0,1.5,1.3,0.0,25.2,48.0,8.0,38.66,MED,0.02,24.94,24.92,24.96,0.2,FLAT,FLAT,1242,13,549,13.7,A,,,,
ASTH,Long,BOUNCE,T1-STRONG_LONG,100,32.55,30.5065,36.637,,2.0,2.0435,32.55,1.4,CLOSE,8,7,"10m,1d,1h,1m,30m,4h,5m",32.08,31.45,HIGHWAY,EXCITED,38955198.0,1.6,2.0,1.0,15.2,52.0,8.0,44.36,MED,0.01,31.72,31.45,31.99,1.7,PREMIUM,MID,1832,9,485,99.9,A,,,,
BLLN,Long,PULLBACK,T1-STRONG_LONG,100,80.57,77.6776,128.91,87.485,16.7,2.8924,89.0,9.5,WAITING,3,3,"1h,30m,4h",80.57,80.08,HIGHWAY,EXCITED,14551866.0,1.6,1.8,1.0,19.5,42.0,8.0,23.14,MED,0.02,87.485,86.97,88.0,1.2,PREMIUM,DISCOUNT,1984,6,1133,44.8,A,,,,
SLNH,Long,BOUNCE,T2-LONG,82,1.31,1.245,1.44,,2.0,0.065,1.31,0.8,CLOSE,1,1,1m,1.3,1.295,OPEN_ROAD,EXCITED,186965.0,5.5,4.5,2.0,70.1,75.0,8.0,78.28,HIGH,0.56,1.515,1.4,1.63,16.4,DISCOUNT,DISCOUNT,125,15,28,3.1,C,,,,
ASBP,Long,BOUNCE,T2-LONG,100,0.1968,0.1424,0.3056,0.2554,2.0,0.0544,0.1968,2.0,CLOSE,3,3,"10m,1m,5m",0.1929,0.1924,OPEN_ROAD,EXCITED,0.0,10.3,4.6,3.0,466.8,88.0,8.0,4.36,NANO,8.28,0.2554,0.2619,0.2489,-5.0,DISCOUNT,DISCOUNT,0,1,0,13.1,D,,,,
PLUG,Long,BOUNCE,T3-LONG_WATCH,55,3.08,2.9421,3.3558,,2.0,0.1379,3.08,1.3,CLOSE,1,1,10m,3.0399,3.0331,HIGHWAY,EXCITED,1997969.0,1.2,1.2,0.0,20.1,25.0,8.0,1330.45,MEGA,0.05,3.22,3.22,3.22,0.0,FLAT,FLAT,136,11,68,4.5,B,,,,
NOK,Long,BREAKOUT,T3-LONG_WATCH,85,10.44,10.0104,11.2992,,2.0,0.4296,10.4,0.0,INSIDE,2,2,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.01,10.6,10.6,10.6,0.0,FLAT,FLAT,406,13,329,99.9,A,False,0.9,True,
FFAI,Long,BOUNCE,T3-LONG_WATCH,48,0.5319,0.4773,0.6411,,2.0,0.0546,0.5319,0.5,CLOSE,1,1,1m,0.5291,0.5273,OPEN_ROAD,EXCITED,0.0,10.7,3.8,1.0,116.1,24.0,8.0,242.02,MEGA,2.28,0.2906,0.2867,0.2945,2.7,PREMIUM,PREMIUM,2,8,1,16.3,D,,,,
LZMH,Long,PULLBACK,T3-LONG_WATCH,100,0.1319,0.0751,0.2455,,2.0,0.0568,0.1319,4.1,APPROACH,3,2,"1m,5m",0.1265,0.1251,HIGHWAY,EXCITED,0.0,2.6,6.5,3.0,1215.1,32.0,8.0,4.93,NANO,3.34,0.1552,0.155,0.1553,0.2,FLAT,FLAT,0,1,0,42.4,D,,,,
TOVX,Long,BOUNCE,T2-LONG,65,0.3387,0.2807,0.4547,0.3794,2.0,0.058,0.3387,2.2,CLOSE,2,2,"10m,5m",0.3314,0.3307,OPEN_ROAD,EXCITED,0.0,1.1,5.5,1.0,100.8,31.0,8.0,45.14,MED,0.6,0.3794,0.41,0.3489,-14.9,DISCOUNT,DISCOUNT,0,6,0,3.0,D,,,,
FCHL,Long,BREAKOUT,T3-LONG_WATCH,84,0.2883,0.1933,0.4783,,2.0,0.095,0.2835,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,NANO,287.39,0.2702,0.225,0.3153,40.1,MID,MID,4,1,4,41.8,D,False,4.6,True,
LOBO,Long,BREAKOUT,T2-LONG,99,0.7077,0.531,1.0611,0.8513,2.0,0.1767,0.6848,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,LOW,11.75,0.8513,0.5726,1.13,97.3,DISCOUNT,DISCOUNT,64,6,14,36.7,C,False,19.7,True,
