ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
NVTS,Long,PULLBACK,T1-STRONG_LONG,100,14.19,12.72,17.13,,2.0,1.47,15.33,7.4,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",14.19,13.21,HIGHWAY,EXCITED,15321014958.0,3.6,2.1,2.0,70.2,26.0,8.0,202.35,MEGA,0.37,13.8225,13.2,14.445,9.4,PREMIUM,MID,1459,8,986,99.9,A,,,,
LOCL,Long,PULLBACK,T1-STRONG_LONG,100,2.7001,1.4699,5.1604,,2.0,1.2302,2.91,7.2,WAITING,6,6,"10m,15m,1d,1h,30m,4h",2.7001,1.88,HIGHWAY,EXCITED,6760410842.0,19.7,6.6,1.0,140.8,121.0,8.0,0.57,NANO,63.57,2.36,1.88,2.84,51.1,PREMIUM,MID,906,13,256,99.9,A,,,,
ONDS,Long,BREAKOUT,T3-LONG_WATCH,38,10.87,10.4081,11.7938,,2.0,0.4619,10.87,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.16,10.82,10.73,10.91,1.7,PREMIUM,MID,62,8,51,99.9,C,False,1.3,True,
OPEN,Long,BOUNCE,T1-STRONG_LONG,100,5.45,5.1895,5.975,,2.0,0.2605,5.45,1.1,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",5.39,5.35,HIGHWAY,EXCITED,265253452.0,2.6,1.5,1.0,33.6,29.0,8.0,839.64,MEGA,0.08,5.41,5.35,5.47,2.2,PREMIUM,DISCOUNT,151,8,128,9.6,B,,,,
BULL,Long,PULLBACK,T2-LONG,100,6.66,6.2856,7.58,7.22,2.5,0.3744,7.02,5.1,APPROACH,2,2,"1d,4h",6.66,6.48,HIGHWAY,EXCITED,366207248.0,2.8,1.8,2.0,22.1,28.0,8.0,377.73,MEGA,0.09,7.22,7.01,7.43,6.0,DISCOUNT,DISCOUNT,336,4,78,8.0,B,,,,
CLIK,Long,PULLBACK,T2-LONG,100,3.17,2.3,4.91,,2.0,0.87,3.49,9.2,WAITING,3,3,"10m,4h,5m",3.17,2.59,OPEN_ROAD,EXCITED,500388330.0,10.4,3.5,1.0,60.8,51.0,8.0,0.39,NANO,43.77,2.97,2.57,3.37,31.1,PREMIUM,MID,631,11,319,5.2,B,,,,
RDW,Long,BREAKOUT,T2-LONG,100,10.36,9.8892,11.3016,,2.0,0.4708,10.31,0.0,INSIDE,3,3,,,,OPEN_ROAD,EXCITED,,,,,,,,,HIGH,0.16,10.285,10.21,10.36,1.5,PREMIUM,MID,149,6,70,7.7,B,False,1.5,True,
USAR,Long,PULLBACK,T1-STRONG_LONG,100,21.4,19.33,35.58,22.42,6.9,2.07,22.85,6.3,APPROACH,4,4,"1d,1h,30m,4h",21.4,20.02,HIGHWAY,EXCITED,6438275329.0,2.0,2.2,2.0,41.3,35.0,8.0,169.39,HIGH,0.13,22.42,22.58,22.26,-1.4,PREMIUM,DISCOUNT,2512,8,792,55.7,A,,,,
CORZ,Long,PULLBACK,T2-LONG,100,20.77,18.8374,24.6352,,2.0,1.9326,20.77,4.7,APPROACH,2,2,"1d,4h",19.79,19.42,HIGHWAY,EXCITED,480945890.0,2.2,1.3,1.0,15.7,19.0,8.0,233.51,MEGA,0.08,20.14,19.87,20.41,2.7,PREMIUM,DISCOUNT,651,10,96,5.3,B,,,,
AMPX,Long,PULLBACK,T1-STRONG_LONG,100,20.2999,19.0217,22.8563,,2.0,1.2782,21.43,5.3,APPROACH,7,6,"10m,15m,1d,30m,4h,5m",20.2999,19.61,HIGHWAY,EXCITED,949370922.0,2.7,1.6,1.0,29.9,38.0,8.0,128.25,HIGH,0.13,19.835,19.61,20.06,2.3,PREMIUM,PREMIUM,726,19,586,99.9,A,,,,
FCEL,Long,PULLBACK,T3-LONG_WATCH,71,8.9,8.6136,9.4728,,2.0,0.2864,9.49,6.2,APPROACH,1,1,5m,8.9,8.88,HIGHWAY,EXCITED,203594.0,8.0,3.7,2.0,46.6,18.0,8.0,52.81,HIGH,0.3,8.595,8.65,8.54,-1.3,PREMIUM,PREMIUM,201,11,29,99.9,A,,,,
SLDP,Long,PULLBACK,T2-LONG,100,3.22,3.0555,3.731,3.52,3.1,0.1645,3.54,9.0,WAITING,2,2,"1d,4h",3.22,3.15,HIGHWAY,EXCITED,51251180.0,3.3,1.9,2.0,23.5,42.0,8.0,186.08,HIGH,0.07,3.52,3.4,3.64,7.1,MID,DISCOUNT,193,7,23,5.4,B,,,,
VELO,Long,PULLBACK,T2-LONG,100,15.3,14.3463,17.2074,,2.0,0.9537,15.3,3.1,APPROACH,3,3,"15m,30m,5m",14.82,14.79,HIGHWAY,EXCITED,1536042.0,5.0,2.1,1.0,56.3,33.0,8.0,7.67,LOW,1.38,11.93,11.67,12.19,4.5,PREMIUM,PREMIUM,553,11,301,5.4,B,,,,
CLOV,Long,PULLBACK,T1-STRONG_LONG,100,2.21,2.0758,2.4784,2.27,2.0,0.1342,2.39,7.5,WAITING,5,3,"1d,30m,4h",2.21,2.14,OPEN_ROAD,EXCITED,33586850.0,2.3,1.3,1.0,21.0,55.0,8.0,406.66,MEGA,0.03,2.27,2.23,2.31,3.6,PREMIUM,DISCOUNT,79,8,53,2.1,C,,,,
