ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
BTU,BEAR_REJECTION_PENDING,SHORT,82.8,30.04,32.12,25.64,25.25,48,2.11,HOSTILE,0.86,29.45,BELOW,-0.2841,41.14,0.0152,1.5% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.8, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $30.43 (daily 154tk CONVICTION bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (45m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $30.04 (2% rally cap; anchor at $30.43 too far). Stop $32.12. Anchor: daily 154tk bear.,2026-09-09T05:37:03
KURA,BEAR_REJECTION_PENDING,SHORT,62.0,12.86,13.07,10.95,11.98,478,9.16,HOSTILE,0.64,12.61,NEAR_HIGH,-0.0928,13.9,0.017,1.7% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0}",PENDING: wait for rally to $12.86 (1m 14tk MINOR bear gap) | only 2.0% above current — close rally | SPY HOSTILE — short setup amplified,LIMIT SHORT @ $12.86 on rally (2.0% above current $12.61). Stop $13.07. Anchor: 1m 14tk bear.,2026-09-09T05:37:05
TLN,BEAR_REJECTION_PENDING,SHORT,64.6,332.28,348.67,305.52,291.24,6,1.63,HOSTILE,1.03,325.76,BELOW,-0.2781,451.28,0.0181,1.8% (normal),FALLING,True,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 10.6, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $345.00 (15m 41tk MINOR bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (5m) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $332.28 (2% rally cap; anchor at $345.00 too far). Stop $348.67. Anchor: 15m 41tk bear.,2026-09-09T05:37:04
FGL,BEAR_REJECTION_PENDING,SHORT,68.0,9.55,11.43,9.07,,53,0.25,HOSTILE,2.67,9.45,DEEP_BELOW,-0.9993,14000.0,33.3659,3336.6% (EXTREME — almost always reverts),FALLING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $9.55 (1m 10tk MINOR bear gap) | only 1.1% above current — close rally | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $9.55 on rally (1.1% above current $9.45). Stop $11.43. Anchor: 1m 10tk bear.,2026-09-09T05:37:02
FGL,CHANNEL_TOP_REJECT,SHORT,62.0,9.45,9.95,9.3,9.3,202,0.3,HOSTILE,2.67,9.45,DEEP_BELOW,-0.9993,14000.0,33.3659,3336.6% (EXTREME — almost always reverts),FALLING,False,"{""at_upper_rail"": 14.0, ""ascending_channel"": 8.0, ""bear_gap_at_rail"": 12.0, ""regime_hostile_helps_short"": 12.0, ""obv_falling"": 8.0, ""downside_magnet"": 8.0}",price at upper rail of ASC channel ($9.75) | ASC channel (30m) — short is countertrend | bear gap at rail: 45m 9tk (COMPRESSION) | SPY HOSTILE — short setup amplified | OBV falling — distribution at top,"Channel: 30m ASC, fading at top",2026-09-09T05:37:02
RITR,BEAR_REJECTION_PENDING,SHORT,62.0,0.09,0.09,0.08,,13947,0.6,HOSTILE,0.09,0.085,DEEP_BELOW,-0.9889,7.68,0.1121,11.2% (active),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0}",PENDING: wait for rally to $0.09 (10m 1tk MINOR bear gap) | only 0.8% above current — close rally | SPY HOSTILE — short setup amplified,LIMIT SHORT @ $0.09 on rally (0.8% above current $0.09). Stop $0.09. Anchor: 10m 1tk bear.,2026-09-09T05:37:04
DVLT,BEAR_REJECTION_PENDING,SHORT,68.0,0.22,0.23,0.2,,10482,2.04,HOSTILE,1.24,0.219,DEEP_BELOW,-0.9457,4.03,0.0762,7.6% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $0.22 (1m 1tk MINOR bear gap) | only 0.1% above current — close rally | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $0.22 on rally (0.1% above current $0.22). Stop $0.23. Anchor: 1m 1tk bear.,2026-09-09T05:37:04
BMNR,BEAR_REJECTION_PENDING,SHORT,74.2,25.81,28.91,24.52,,32,0.42,HOSTILE,0.69,25.3,DEEP_BELOW,-0.6143,65.6,0.0497,5.0% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.2, ""conviction_tier"": 10.0, ""far_rally"": -4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $27.75 (weekly 102tk CONVICTION bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (45m) — short fights rising structure,LIMIT SHORT @ $25.81 (2% rally cap; anchor at $27.75 too far). Stop $28.91. Anchor: weekly 102tk bear.,2026-09-09T05:37:03
AIM,BEAR_REJECTION_PENDING,SHORT,62.0,0.24,0.24,0.21,0.21,12391,3.4,HOSTILE,0.55,0.2318,DEEP_BELOW,-0.9221,2.98,0.1723,17.2% (active),NEUTRAL,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0}",PENDING: wait for rally to $0.24 (1m 1tk MINOR bear gap) | only 1.7% above current — close rally | SPY HOSTILE — short setup amplified,LIMIT SHORT @ $0.24 on rally (1.7% above current $0.23). Stop $0.24. Anchor: 1m 1tk bear.,2026-09-09T05:37:05
PDSB,BEAR_REJECTION_PENDING,SHORT,62.0,0.29,0.3,0.27,,6653,0.95,HOSTILE,17.73,0.2854,DEEP_BELOW,-0.8159,1.55,8.7746,877.5% (EXTREME — almost always reverts),FALLING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $0.29 (1m 1tk MINOR bear gap) | only 0.2% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $0.29 on rally (0.2% above current $0.29). Stop $0.3. Anchor: 1m 1tk bear.,2026-09-09T05:37:04
