ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABT,103.49,104.54,102.895,103.69,BELOW_PDH,RECLAIMED_PDL,True,104.25,102.8501,0.457,OR_MIDDLE,0.503,False,True,0.503,3.33,54,NEUTRAL,60,FIRST_RALLY_SHORT_ZONE
ACHR,5.7,5.71,5.46,5.69,REJECTED_PDH,ABOVE_PDL,True,5.685,5.5402,1.0,ABOVE_ORH,0.8,True,False,0.8,1.67,78,PULLBACK_BUY_ZONE,38,AVOID_SHORT
ACVA,10.43,10.48,10.45,10.45,TESTING_PDH,BELOW_PDL,True,10.47,10.45,0.0,BELOW_ORL,0.333,False,False,0.333,2.34,26,AVOID_LONG,72,CONTINUATION_SHORT
ADSK,216.2,222.0,215.21,219.62,BELOW_PDH,TESTING_PDL,True,220.57,216.11,0.02,OR_BOTTOM_THIRD,0.02,False,False,0.02,2.58,50,RELOAD_ZONE,62,AVOID_SHORT_CHASE
AGEN,8.3559,8.82,8.16,8.7,BELOW_PDH,ABOVE_PDL,True,8.7,8.45,0.0,BELOW_ORL,0.0,False,False,0.0,1.59,30,AVOID_LONG,72,AVOID_SHORT_CHASE
AHMA,1.3,1.41,1.3,1.36,BELOW_PDH,TESTING_PDL,True,1.3399,1.31,0.0,BELOW_ORL,0.0,False,False,0.0,1.01,38,AVOID_LONG,60,AVOID_SHORT_CHASE
AIM,0.207,0.2156,0.2065,0.2156,BELOW_PDH,RECLAIMED_PDL,True,0.2111,0.2067,0.068,OR_BOTTOM_THIRD,0.379,False,True,0.379,0.52,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
AMKR,53.22,54.81,51.3,54.59,REJECTED_PDH,ABOVE_PDL,True,54.89,52.16,0.388,OR_MIDDLE,0.388,False,False,0.388,1.55,38,AVOID_LONG,62,NEUTRAL
AMPG,3.36,3.445,3.32,3.405,REJECTED_PDH,RECLAIMED_PDL,True,3.45,3.33,0.25,OR_BOTTOM_THIRD,0.357,False,True,0.357,0.69,50,AVOID_LONG,72,FIRST_RALLY_SHORT_ZONE
AVTR,14.74,15.3201,14.91,14.94,BELOW_PDH,BELOW_PDL,True,15.14,14.95,0.0,BELOW_ORL,0.048,False,False,0.048,2.24,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BAX,23.4,23.865,23.21,23.68,REJECTED_PDH,ABOVE_PDL,True,24.3,23.59,0.0,BELOW_ORL,0.0,False,False,0.0,2.8,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BEEM,1.22,1.35,1.25,1.28,BELOW_PDH,BELOW_PDL,True,1.28,1.245,0.0,BELOW_ORL,0.0,False,False,0.0,1.07,18,AVOID_LONG,84,AVOID_SHORT_CHASE
