ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SEGG,Long,T2-LONG,100,PULLBACK,0.8607,0.8018,0.9785,1.45,1.56,0.96,814304524.0,68.47,NO_FILL,0.0,False,2026-04-28_1405,2026-04-28_0529
SAFX,Long,T3-LONG_WATCH,34,BOUNCE,0.362,0.2921,0.5018,0.38,0.4434,0.361,0.0,4.97,WINNING,0.26,False,2026-04-28_1405,2026-04-28_0529
NOK,Long,T1-STRONG_LONG,100,BOUNCE,10.76,9.9813,12.3174,11.33,11.31,10.46,0.0,5.3,WINNING,0.73,False,2026-04-28_1405,2026-04-28_0529
NVDA,Long,T3-LONG_WATCH,73,PULLBACK,216.61,202.0219,245.7862,212.68,214.73,208.2,0.0,-1.81,LOSING,-0.27,False,2026-04-28_1405,2026-04-28_0529
PLUG,Long,T1-STRONG_LONG,70,PULLBACK,3.08,2.8828,3.4743,3.045,3.08,2.95,0.0,-1.14,LOSING,-0.18,False,2026-04-28_1405,2026-04-28_0529
INTC,Long,T1-STRONG_LONG,100,PULLBACK,80.64,59.94,122.04,84.9,85.55,80.39,118544236.0,5.28,WINNING,0.21,False,2026-04-28_1405,2026-04-28_0529
KEEL,Long,T2-LONG,65,PULLBACK,2.9,2.7936,3.47,2.8987,3.04,2.84,110651556.0,-0.04,LOSING,-0.01,False,2026-04-28_1405,2026-04-28_0529
AMD,Long,T1-STRONG_LONG,99,BOUNCE,334.63,290.94,422.01,323.51,327.5,310.0,0.0,-3.32,LOSING,-0.25,False,2026-04-28_1405,2026-04-28_0529
ASBP,Long,T2-LONG,100,BOUNCE,0.245,0.1536,0.4278,0.2053,0.2254,0.2,0.0,-16.2,LOSING,-0.43,False,2026-04-28_1405,2026-04-28_0529
YAAS,Long,T3-LONG_WATCH,96,BOUNCE,2.32,2.1825,2.77,1.53,1.68,1.255,503004154.0,-34.05,STOPPED,-1.0,False,2026-04-28_1405,2026-04-28_0529
BRBR,Long,T1-STRONG_LONG,100,BOUNCE,16.85,15.714,19.122,16.95,17.46,16.75,0.0,0.59,WINNING,0.09,False,2026-04-28_1405,2026-04-28_0529
