ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
ZTG,Short,326.4402,STRETCHED,HIGH (low-priced low-float � verify locate before entering),11.81,,SHORT_GENESIS,2.46,2.4846,2.4108,2.42,4.4289,2.32,12389097,1.63,STOPPED,-1.0,True,18.9,91715.53,2026-06-09_1420,2026-06-09
NPT,Short,294.3996,EXTREME,MEDIUM,22.18,,SHORT_GENESIS,3.23,3.2623,3.1654,2.57,3.74,2.5,2115219,20.43,STOPPED,-1.0,True,38.59,154.99,2026-06-09_1420,2026-06-09
UCAR,Short,75.1745,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",25.74,,SHORT_GENESIS,1.28,1.2928,1.2544,1.3,1.4,1.25,2333809,-1.56,STOPPED,-1.0,True,9.63,104.3,2026-06-09_1420,2026-06-09
TOON,Short,62.6594,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",59.14,,SHORT_GENESIS,0.7648,0.7724,0.7495,0.7478,0.89,0.715,13280788,2.22,STOPPED,-1.0,True,5.15,6384.11,2026-06-09_1420,2026-06-09
QTEX,Short,10.2187,IN_BAND,MEDIUM,45.25,,SHORT_GENESIS,1.6497,1.6662,1.6167,1.6,1.84,1.45,42758049,3.01,STOPPED,-1.0,True,4.26,3.46,2026-06-09_1420,2026-06-09
