ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AACG,1.0,BASING,0.0,0,2,2,1.04,1.01,4,daily,1.0,rel-vol 2.7x · regime FAVORABLE,False,3,1.0,0.985,1.04,6666,4.0,2.67,False
AAL,15.04,BASING,0.0,0,20,20,16.58,16.395,19,daily,9.01,44 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,23,15.04,14.8144,16.58,443,10.24,6.83,False
AAOI,134.8,BASING,0.0,0,11,11,138.0,137.21,79,1m,1.79,10 bear-built-above · rel-vol 1.1x · regime FAVORABLE,True,11,134.8,132.778,138.0,49,2.37,1.58,False
AAOZ,11.06,BASING,0.0,0,8,8,11.52,11.51,1,10m,4.07,7 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,9,11.06,10.8941,11.52,602,4.16,2.77,False
AAPL,303.43,BASING,0.0,0,18,18,333.1,308.91,2419,daily,1.81,12 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,18,303.43,298.8786,333.1,21,9.78,6.52,False
ABCL,10.36,BASING,0,0,0,0,,,,,0,rel-vol 1.8x · regime FAVORABLE,True,0,10.36,10.2046,11.396,643,10.0,6.67,False
ABNB,179.91,BASING,0.0,0,20,20,180.93,180.89,5,10m,0.54,26 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,20,179.91,177.2113,180.93,37,0.57,0.38,False
ABT,111.3253,BASING,0.0,0,9,9,121.76,121.37,40,weekly,9.02,rel-vol 0.6x · regime FAVORABLE,True,9,111.3253,109.6554,121.76,59,9.37,6.25,False
ACHR,6.17,BASING,0.0,0,20,20,6.88,6.853,3,30m,11.07,14 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,20,6.17,6.0774,6.88,1080,11.51,7.67,False
ACN,180.42,BASING,0.0,0,9,9,193.44,190.69,275,daily,5.69,rel-vol 0.8x · regime FAVORABLE,True,10,180.42,177.7137,193.44,36,7.22,4.81,False
ACRS,5.851,BASING,0.0,0,20,20,6.2995,6.15,15,1h,5.11,35 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,20,5.851,5.7632,6.2995,1139,7.67,5.11,False
