ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAOI,157.49,BASING,0.0,0,5,5,169.02,168.55,47,daily,7.02,8 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,157.49,155.1277,169.02,42,7.32,4.88,False
AAON,140.2,BASING,0.0,0,5,5,147.605,147.53,8,15m,5.23,4 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,140.2,138.097,147.605,47,5.28,3.52,False
AAP,60.24,BASING,0,0,0,0,,,,,0,rel-vol 0.9x · regime FAVORABLE,True,0,60.24,59.3364,66.264,110,10.0,6.67,False
ABSI,6.76,BASING,0.0,0,5,5,7.0646,7.0601,1,15m,4.44,7 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,5,6.76,6.6586,7.0646,986,4.51,3.0,False
ABTS,1.54,BASING,0.0,0,1,1,1.7095,1.7008,1,1m,10.44,rel-vol 0.7x · regime FAVORABLE,False,1,1.54,1.5169,1.7095,4329,11.01,7.34,False
ABVE,0.57,BASING,0.0,0,5,5,0.63,0.614,2,daily,7.72,3 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,5,0.57,0.5614,0.63,11695,10.53,7.02,False
ABVX,136.0,BASING,0.0,0,3,3,140.4,140.0,41,daily,2.94,1 bear-built-above · rel-vol 1.8x · regime FAVORABLE,False,3,136.0,133.96,140.4,49,3.24,2.16,False
ACDC,6.11,BASING,0.0,0,5,5,6.57,6.555,2,15m,7.28,9 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,6.11,6.0183,6.57,1091,7.53,5.02,False
ACHC,23.1,BASING,0.0,0,5,5,25.31,24.97,34,daily,8.1,10 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,23.1,22.7535,25.31,288,9.57,6.38,False
ACHV,5.14,BASING,0.0,0,5,5,5.79,5.6,20,daily,8.95,9 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,5.14,5.0629,5.79,1297,12.65,8.43,False
ACIW,44.0,BASING,0.0,0,5,5,46.65,46.1,55,daily,4.77,rel-vol 1.5x · regime FAVORABLE,False,5,44.0,43.34,46.65,151,6.02,4.02,False
ACMR,85.15,BASING,0.0,0,5,5,92.24,91.3063,94,1h,7.23,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,85.15,83.8728,92.24,78,8.33,5.55,False
ACVA,6.6,BASING,0.0,0,2,2,7.62,7.53,9,daily,14.09,rel-vol 2.3x · regime FAVORABLE,False,2,6.6,6.501,7.62,1010,15.45,10.3,False
ADNT,22.86,BASING,0.0,0,5,5,24.86,24.74,13,weekly,8.22,17 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,22.86,22.5171,24.86,291,8.75,5.83,False
ADTN,16.99,BASING,0.0,0,5,5,18.97,18.86,11,15m,11.01,3 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,5,16.99,16.7351,18.97,392,11.65,7.77,False
AEHR,91.5,BASING,0.0,0,5,5,103.82,103.3,52,daily,12.9,5 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,6,91.5,90.1275,103.82,72,13.46,8.98,False
AEIS,302.37,BASING,0.0,0,5,5,343.44,328.984,1446,daily,8.8,11 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,5,302.37,297.8345,343.44,22,13.58,9.06,False
AESI,16.69,BASING,0.0,0,5,5,19.22,18.84,38,daily,12.88,11 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,16.69,16.4397,19.22,399,15.16,10.11,False
AEVA,28.0,BASING,0.0,0,1,1,29.6,29.4301,17,5m,5.11,1 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,1,28.0,27.58,29.6,238,5.71,3.81,False
AGIO,29.1393,BASING,0.0,0,5,5,32.92,29.58,335,weekly,1.51,8 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,5,29.1393,28.7022,32.92,228,12.97,8.65,False
AGRO,12.13,BASING,0.0,0,5,5,13.11,12.94,17,weekly,6.68,24 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,5,12.13,11.9481,13.11,549,8.08,5.39,False
AHRT,6.8,BASING,0.0,0,1,1,6.935,6.93,1,1h,1.91,1 bear-built-above · rel-vol 3.1x · regime FAVORABLE,False,1,6.8,6.698,6.935,980,1.99,1.32,False
AI,11.1,BASING,0.0,0,5,5,13.13,12.76,38,daily,14.95,rel-vol 2.2x · regime FAVORABLE,True,5,11.1,10.9335,13.13,600,18.29,12.19,False
AIIO,2.3305,BASING,0.0,0,4,4,2.66,2.6,7,daily,11.56,5 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,4,2.3305,2.2955,2.66,2860,14.14,9.43,False
AIM,0.4451,BASING,0.0,0,5,5,0.45,0.448,1,5m,0.65,5 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,0.4451,0.4384,0.45,14977,1.1,0.73,False
AIP,36.7,BASING,0.0,0,5,5,40.3314,39.6,74,15m,7.9,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,36.7,36.1495,40.3314,181,9.89,6.6,False
AIRJ,4.86,BASING,0.0,0,5,5,5.21,5.14,8,daily,5.76,7 bear-built-above · rel-vol 1.8x · regime FAVORABLE,True,6,4.86,4.7871,5.21,1371,7.2,4.8,False
AIRO,9.22,BASING,0.0,0,4,4,9.5,9.26,25,5m,0.43,1 bear-built-above · rel-vol 2.2x · regime FAVORABLE,False,4,9.22,9.0817,9.5,723,3.04,2.02,False
ALF,10.86,BASING,0,0,0,0,,,,,0,rel-vol 9.3x · regime FAVORABLE,False,0,10.86,10.6971,11.946,613,10.0,6.67,False
ALGN,174.95,BASING,0.0,0,5,5,178.91,175.732,318,weekly,0.45,3 bear-built-above · rel-vol 1.2x · regime FAVORABLE,True,5,174.95,172.3257,178.91,38,2.26,1.51,False
ALKT,18.2,BASING,0.0,0,4,4,19.98,19.61,38,daily,7.75,rel-vol 1.1x · regime FAVORABLE,False,4,18.2,17.927,19.98,366,9.78,6.52,False
ALMS,21.67,BASING,0.0,0,5,5,24.32,22.87,145,daily,5.54,4 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,21.67,21.345,24.32,307,12.23,8.15,False
ALMU,21.88,BASING,0.0,0,5,5,23.09,22.69,40,daily,3.7,26 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,21.88,21.5518,23.09,304,5.53,3.69,False
ALNT,79.5,BASING,0,0,0,0,,,,,0,rel-vol 1.8x · regime FAVORABLE,True,0,79.5,78.3075,87.45,83,10.0,6.67,False
ALOY,9.22,BASING,0.0,0,5,5,10.54,10.5,4,1h,13.88,8 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,9.22,9.0817,10.54,723,14.32,9.54,False
ALP,0.3475,BASING,0.0,0,4,4,0.4383,0.3918,5,daily,12.75,6 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,4,0.3475,0.3423,0.4383,19184,26.13,17.42,False
ALSN,113.53,BASING,0.0,0,5,5,131.23,130.54,69,weekly,14.98,3 bear-built-above · rel-vol 1.8x · regime FAVORABLE,False,5,113.53,111.827,131.23,58,15.59,10.39,False
ALTO,5.51,BASING,0.0,0,5,5,5.7155,5.71,1,15m,3.63,rel-vol 1.3x · regime FAVORABLE,False,5,5.51,5.4273,5.7155,1209,3.73,2.49,False
AMBA,73.7854,BASING,0.0,0,4,4,90.745,82.52,823,daily,11.84,1 bear-built-above · rel-vol 5.1x · regime FAVORABLE,False,4,73.7854,72.6786,90.745,90,22.99,15.32,False
AMC,1.75,BASING,0.0,0,4,4,1.8327,1.8301,1,1h,4.58,2 bear-built-above · rel-vol 1.6x · regime FAVORABLE,False,4,1.75,1.7237,1.8327,3809,4.73,3.15,False
AMKR,69.5,BASING,0.0,0,5,5,76.69,74.6,210,daily,7.34,9 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,69.5,68.4575,76.69,95,10.35,6.9,False
AMN,28.97,BASING,0.0,0,3,3,30.3,29.9,41,daily,3.21,rel-vol 1.3x · regime FAVORABLE,False,3,28.97,28.5354,30.3,230,4.59,3.06,False
AMP,445.71,BASING,0.0,0,5,5,452.31,451.01,131,weekly,1.19,8 bear-built-above · rel-vol 2.6x · regime FAVORABLE,False,5,445.71,439.0243,452.31,14,1.48,0.99,False
AMPG,4.52,BASING,0.0,0,5,5,4.87,4.77,11,daily,5.53,12 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,4.52,4.4522,4.87,1474,7.74,5.16,False
AMPL,7.89,BASING,0.0,0,5,5,9.06,8.95,12,daily,13.43,rel-vol 1.9x · regime FAVORABLE,True,5,7.89,7.7716,9.06,844,14.83,9.89,False
AMSC,50.03,BASING,0.0,0,5,5,57.51,57.0,51,1h,13.93,3 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,50.03,49.2796,57.51,133,14.95,9.97,False
AMZE,0.1537,BASING,0.0,0,1,1,0.1675,0.1659,1,5m,7.94,1 bear-built-above · rel-vol 0.1x · regime FAVORABLE,True,1,0.1537,0.1514,0.1675,43374,8.98,5.99,False
ANF,76.96,BASING,0.0,0,5,5,80.2,79.53,68,daily,3.34,21 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,5,76.96,75.8056,80.2,86,4.21,2.81,False
ANGI,5.86,BASING,0.0,0,5,5,7.34,5.9,144,daily,0.68,rel-vol 1.3x · regime FAVORABLE,False,5,5.86,5.7721,7.34,1137,25.26,16.84,False
ANY,1.9,BASING,0.0,0,5,5,2.1825,2.15,4,1h,13.16,5 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,1.9,1.8715,2.1825,3508,14.87,9.91,False
APGE,80.36,BASING,0.0,0,3,3,82.14,82.0,15,1h,2.04,3 bear-built-above · rel-vol 1.7x · regime FAVORABLE,True,3,80.36,79.1546,82.14,82,2.22,1.48,False
APPS,9.18,BASING,0,0,0,0,,,,,0,rel-vol 2.0x · regime FAVORABLE,True,0,9.18,9.0423,10.098,726,10.0,6.67,False
AREC,2.24,BASING,0.0,0,5,5,2.38,2.369,2,15m,5.76,6 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,6,2.24,2.2064,2.38,2976,6.25,4.17,False
ARHS,6.77,BASING,0.0,0,5,5,7.58,7.46,13,weekly,10.19,4 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,6.77,6.6684,7.58,984,11.96,7.98,False
ARW,214.63,BASING,0.0,0,5,5,228.1,223.03,507,1h,3.91,9 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,214.63,211.4106,228.1,31,6.28,4.18,False
ARX,15.95,BASING,0.0,0,5,5,16.93,16.83,11,daily,5.52,11 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,15.95,15.7107,16.93,417,6.14,4.1,False
ASAN,8.23,BASING,0.0,0,4,4,8.76,8.38,38,weekly,1.82,rel-vol 2.6x · regime FAVORABLE,True,7,8.23,8.1066,8.76,810,6.44,4.29,False
ASH,57.49,BASING,0.0,0,5,5,62.36,60.89,147,weekly,5.91,5 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,5,57.49,56.6277,62.36,115,8.47,5.65,False
ASND,224.12,BASING,0.0,0,5,5,237.47,236.0,147,daily,5.3,18 bear-built-above · rel-vol 2.1x · regime FAVORABLE,False,5,224.12,220.7582,237.47,29,5.96,3.97,False
ASPN,6.2057,BASING,0.0,0,5,5,6.84,6.5,34,15m,4.74,5 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,6.2057,6.1126,6.84,1074,10.22,6.81,False
ASST,17.47,BASING,0.0,0,5,5,19.14,19.0,15,1h,8.76,14 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,6,17.47,17.208,19.14,381,9.56,6.37,False
ASTC,52.98,BASING,0.0,0,5,5,59.13,54.11,503,5m,2.13,11 bear-built-above · rel-vol 2.6x · regime FAVORABLE,False,5,52.98,52.1853,59.13,125,11.61,7.74,False
ASTI,7.62,BASING,0.0,0,4,4,8.68,8.62,7,5m,13.12,3 bear-built-above · rel-vol 3.6x · regime FAVORABLE,False,4,7.62,7.5057,8.68,874,13.91,9.27,False
ASTL,5.625,BASING,0.0,0,2,2,5.85,5.64,21,daily,0.27,rel-vol 1.4x · regime FAVORABLE,False,2,5.625,5.5406,5.85,1185,4.0,2.67,False
ATEN,30.44,BASING,0,0,0,0,,,,,0,rel-vol 1.4x · regime FAVORABLE,True,0,30.44,29.9834,33.484,219,10.0,6.67,False
ATMU,46.78,BASING,0.0,0,5,5,53.98,52.98,100,daily,13.25,20 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,46.78,46.0783,53.98,142,15.39,10.26,False
ATOM,10.16,BASING,0.0,0,4,4,10.45,10.2,25,5m,0.39,4 bear-built-above · rel-vol 0.5x · regime FAVORABLE,True,4,10.16,10.0076,10.45,656,2.85,1.9,False
ATPC,4.84,BASING,0.0,0,5,5,5.355,5.35,1,15m,10.54,4 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,4.84,4.7674,5.355,1377,10.64,7.09,False
AUGO,78.8,BASING,0.0,0,5,5,85.0,83.18,182,1h,5.56,rel-vol 5.7x · regime FAVORABLE,False,5,78.8,77.618,85.0,84,7.87,5.25,False
AVAH,7.2,BASING,0.0,0,5,5,7.68,7.67,1,daily,6.53,7 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,7.2,7.092,7.68,925,6.67,4.44,False
AVAV,207.0,BASING,0.0,0,5,5,229.8,229.5,31,weekly,10.87,12 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,6,207.0,203.895,229.8,32,11.01,7.34,False
AVBP,30.27,BASING,0.0,0,1,1,34.12,34.0,12,daily,12.32,rel-vol 3.1x · regime FAVORABLE,False,1,30.27,29.816,34.12,220,12.72,8.48,False
AVEX,38.02,BASING,0.0,0,5,5,39.75,39.68,8,15m,4.37,6 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,5,38.02,37.4497,39.75,175,4.55,3.03,False
AVO,11.14,BASING,0.0,0,5,5,11.6,11.36,25,1h,1.97,8 bear-built-above · rel-vol 2.3x · regime FAVORABLE,False,5,11.14,10.9729,11.6,598,4.13,2.75,False
AVPT,11.19,BASING,0.0,0,5,5,12.4,12.16,25,daily,8.67,rel-vol 1.5x · regime FAVORABLE,True,5,11.19,11.0221,12.4,595,10.81,7.21,False
AVR,8.6182,BASING,0.0,0,5,5,8.86,8.77,9,daily,1.76,5 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,8.6182,8.4889,8.86,773,2.81,1.87,False
AVT,86.43,BASING,0.0,0,4,4,88.48,88.455,3,15m,2.34,4 bear-built-above · rel-vol 1.5x · regime FAVORABLE,True,4,86.43,85.1335,88.48,77,2.37,1.58,False
AVTX,15.64,BASING,0.0,0,5,5,17.74,17.725,2,weekly,13.33,8 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,5,15.64,15.4054,17.74,426,13.43,8.95,False
AVXL,3.02,BASING,0.0,0,5,5,3.22,3.19,4,weekly,5.63,rel-vol 1.2x · regime FAVORABLE,False,5,3.02,2.9747,3.22,2207,6.62,4.42,False
