ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
CPHI,Short,151.5023,STRETCHED,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",40.52,NEUTRAL,SHORT_GENESIS,1.02,1.0302,0.9996,1.09,1.23,1.0601,13136902,-6.86,STOPPED,-1.0,True,16.9,285.51,2026-08-13_1728,2026-08-13
LESL,Short,120.4842,EXTREME,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",9.36,WEAK,SHORT_GENESIS,0.7956,0.8036,0.7797,0.7699,0.89,0.729,7341365,3.23,STOPPED,-1.0,True,44.2,10.02,2026-08-13_1728,2026-08-13
ONDS,Short,22.2745,IN_BAND,LOW,570.55,NEUTRAL,SHORT_GENESIS,9.7409,9.8383,9.5461,8.91,9.55,8.79,125170164,8.53,TARGET_HIT,1.0,True,6.86,6.79,2026-08-13_1728,2026-08-13
