date,ticker,clock_hour,gap_above_size,gap_above_atr_mult,gap_above_conviction,gap_above_tick_width,gap_above_distance_pct,gap_below_size,gap_below_atr_mult,gap_below_conviction,gap_below_tick_width,gap_below_distance_pct,n_gaps_above,n_gaps_below,setup_fired,side,score,tier,spy_regime,atr_14_daily,obv_state
2026-07-09,SABR,6.0,0.025,0.184,MINOR,3,335.0,0.01,0.074,COMPRESSION,2,1186.0,22,11,BULL_BOUNCE_PENDING,LONG,49.0,MARGINAL,CHOP,0.1358,NEUTRAL
2026-07-09,STUB,6.0,0.14,0.197,COMPRESSION,14,1034.0,0.01,0.014,COMPRESSION,1,205.0,21,27,BULL_BOUNCE,LONG,65.0,CONVICTION,CHOP,0.7092,RISING
2026-07-09,LXRX,6.0,0.02,0.118,COMPRESSION,3,44.0,0.025,0.148,COMPRESSION,3,1485.0,23,20,BULL_BOUNCE,LONG,61.0,CONVICTION,CHOP,0.1693,RISING
2026-07-09,GH,6.0,3.63,0.446,CONVICTION,363,197.0,0.78,0.096,COMPRESSION,79,398.0,76,27,BEAR_REJECTION_PENDING,SHORT,77.9,CONVICTION,CHOP,8.14,RISING
2026-07-09,TDUP,6.0,0.15,0.375,COMPRESSION,15,214.0,0.13,0.325,MINOR,13,1481.0,38,13,BULL_BOUNCE_PENDING,LONG,53.0,MARGINAL,CHOP,0.4004,NEUTRAL
2026-07-09,OVID,,0.0774,0.394,MINOR,8,391.0,0.04,0.204,COMPRESSION,5,81.0,9,18,CHANNEL_RECLAIM_LONG,LONG,51.0,MARGINAL,CHOP,0.1964,RISING
2026-07-09,TXG,6.0,0.035,0.013,MINOR,4,108.0,0.57,0.216,COMPRESSION,58,767.0,24,33,BULL_BOUNCE_PENDING,LONG,70.0,CONVICTION,CHOP,2.6329,RISING
2026-07-09,ZVRA,6.0,0.005,0.008,MINOR,1,85.0,0.01,0.016,COMPRESSION,1,515.0,1,47,BULL_BOUNCE_PENDING,LONG,62.9,CONVICTION,CHOP,0.6159,RISING
2026-07-09,RARE,6.0,0.12,0.066,MINOR,12,373.0,0.49,0.269,COMPRESSION,49,184.0,11,46,BEAR_REJECTION_PENDING,SHORT,58.5,MARGINAL,CHOP,1.82,RISING
2026-07-09,ALMS,6.0,0.005,0.003,MINOR,1,61.0,0.41,0.236,COMPRESSION,42,636.0,2,39,BULL_BOUNCE_PENDING,LONG,51.3,MARGINAL,CHOP,1.7351,RISING
2026-07-09,CRVS,6.0,0.55,0.655,COMPRESSION,55,654.0,0.1,0.119,MINOR,11,556.0,10,44,BULL_BOUNCE_PENDING,LONG,63.0,CONVICTION,CHOP,0.8393,RISING
2026-07-09,DYN,6.0,0.18,0.138,MINOR,18,1452.0,0.02,0.015,COMPRESSION,2,1070.0,2,66,BULL_BOUNCE_PENDING,LONG,52.0,MARGINAL,CHOP,1.3006,RISING
2026-07-09,TRVI,6.0,0.04,0.038,MINOR,5,65.0,0.2,0.188,COMPRESSION,20,640.0,21,45,BULL_BOUNCE_PENDING,LONG,65.5,CONVICTION,CHOP,1.0658,RISING
2026-07-09,IMMX,6.0,0.05,0.052,MINOR,6,315.0,0.02,0.021,COMPRESSION,2,991.0,34,20,BULL_BOUNCE_CONFIRMED,LONG,68.3,CONVICTION,CHOP,0.9575,RISING
2026-07-09,IMNM,6.0,0.25,0.206,COMPRESSION,25,832.0,0.11,0.091,COMPRESSION,12,1056.0,17,26,BULL_BOUNCE_CONFIRMED,LONG,60.0,CONVICTION,CHOP,1.2141,RISING
2026-07-09,SVRA,6.0,0.04,0.152,COMPRESSION,5,784.0,0.01,0.038,COMPRESSION,2,235.0,5,32,BULL_BOUNCE_PENDING,LONG,51.0,MARGINAL,CHOP,0.2628,RISING
2026-07-09,CGNX,,1.28,0.345,CONVICTION,129,434.0,0.14,0.038,COMPRESSION,15,1330.0,39,62,BEAR_REJECTION_PENDING,SHORT,70.2,CONVICTION,CHOP,3.7066,NEUTRAL
2026-07-09,ACHC,6.0,7.76,5.226,CONVICTION,776,733.0,0.02,0.013,COMPRESSION,2,849.0,23,33,BULL_BOUNCE_PENDING,LONG,48.1,MARGINAL,CHOP,1.485,RISING
2026-07-09,RZLT,6.0,0.01,0.034,MINOR,1,20.0,0.012,0.041,COMPRESSION,2,1390.0,20,14,BULL_BOUNCE_PENDING,LONG,56.9,MARGINAL,CHOP,0.2935,NEUTRAL
2026-07-09,VIR,6.0,0.16,0.324,COMPRESSION,17,1481.0,0.13,0.263,COMPRESSION,13,1067.0,7,42,BULL_BOUNCE_PENDING,LONG,46.1,MARGINAL,CHOP,0.4934,RISING
2026-07-09,EVC,6.0,0.28,0.307,MINOR,28,558.0,0.04,0.044,COMPRESSION,5,661.0,45,21,BULL_BOUNCE_PENDING,LONG,41.0,MARGINAL,CHOP,0.9107,NEUTRAL
2026-07-09,ARQT,6.0,0.18,0.153,COMPRESSION,18,821.0,0.24,0.203,COMPRESSION,25,1364.0,3,66,BULL_BOUNCE_PENDING,LONG,64.7,CONVICTION,CHOP,1.1795,FALLING
2026-07-09,GRPN,6.0,0.24,0.129,COMPRESSION,24,1065.0,0.031,0.017,COMPRESSION,4,1139.0,31,37,BULL_BOUNCE_PENDING,LONG,73.0,CONVICTION,CHOP,1.854,RISING
2026-07-09,GLUE,6.0,0.4567,0.294,MINOR,46,83.0,0.28,0.18,COMPRESSION,29,803.0,11,42,BULL_BOUNCE_PENDING,LONG,65.2,CONVICTION,CHOP,1.5531,RISING
2026-07-09,HNGE,6.0,0.73,0.182,COMPRESSION,74,6.0,0.22,0.055,MINOR,22,569.0,17,29,BULL_BOUNCE_PENDING,LONG,46.0,MARGINAL,CHOP,4.0006,RISING
2026-07-09,VSAT,6.0,2.29,0.332,VACUUM,229,888.0,3.72,0.54,CONVICTION,372,998.0,36,16,BULL_BOUNCE_PENDING,LONG,71.8,CONVICTION,CHOP,6.8924,RISING
2026-07-09,LQDA,6.0,0.07,0.017,MINOR,7,120.0,1.79,0.44,CONVICTION,179,1136.0,26,20,BULL_BOUNCE_PENDING,LONG,69.0,CONVICTION,CHOP,4.0714,NEUTRAL
2026-07-09,PCVX,6.0,0.08,0.03,MINOR,9,545.0,0.27,0.101,COMPRESSION,28,1192.0,33,51,BULL_BOUNCE_PENDING,LONG,59.7,MARGINAL,CHOP,2.6613,RISING
2026-07-09,ARWR,6.0,1.1,0.302,VACUUM,110,15.0,0.6,0.165,COMPRESSION,61,134.0,18,33,BEAR_REJECTION_PENDING,SHORT,68.3,CONVICTION,CHOP,3.6379,RISING
2026-07-09,CELC,6.0,0.09,0.016,MINOR,10,119.0,0.05,0.009,COMPRESSION,5,817.0,25,34,BEAR_REJECTION_PENDING,SHORT,46.0,MARGINAL,CHOP,5.5523,RISING
2026-07-09,AVR,6.0,0.12,0.184,COMPRESSION,12,93.0,0.0818,0.125,COMPRESSION,9,1040.0,23,14,BEAR_REJECTION_PENDING,SHORT,54.6,MARGINAL,CHOP,0.6531,RISING
2026-07-09,MBX,6.0,0.0393,0.011,MINOR,4,335.0,0.22,0.064,COMPRESSION,23,601.0,5,44,BULL_BOUNCE_PENDING,LONG,62.8,CONVICTION,CHOP,3.4565,RISING
2026-07-09,AMN,6.0,0.15,0.097,COMPRESSION,15,1481.0,0.14,0.09,COMPRESSION,15,272.0,57,19,BULL_BOUNCE_PENDING,LONG,61.0,CONVICTION,CHOP,1.5518,NEUTRAL
2026-07-09,STGW,6.0,0.005,0.015,MINOR,1,380.0,0.11,0.322,COMPRESSION,12,641.0,2,32,BULL_BOUNCE_PENDING,LONG,66.6,CONVICTION,CHOP,0.3418,RISING
2026-07-09,IDYA,6.0,1.87,0.989,VACUUM,187,693.0,0.175,0.093,COMPRESSION,18,36.0,44,22,BULL_BOUNCE_PENDING,LONG,63.1,CONVICTION,CHOP,1.8903,RISING
2026-07-09,CLYM,6.0,0.9855,1.12,MINOR,99,1.0,0.18,0.205,COMPRESSION,18,782.0,15,28,BULL_BOUNCE_CONFIRMED,LONG,65.0,CONVICTION,CHOP,0.8796,RISING
2026-07-09,TARS,6.0,0.515,0.137,COMPRESSION,52,184.0,0.855,0.227,MINOR,86,663.0,29,31,BEAR_REJECTION_PENDING,SHORT,55.8,MARGINAL,CHOP,3.7646,RISING
2026-07-09,VCYT,6.0,0.07,0.025,COMPRESSION,8,180.0,0.09,0.033,COMPRESSION,9,407.0,30,67,BEAR_REJECTION_PENDING,SHORT,72.8,CONVICTION,CHOP,2.7464,FALLING
2026-07-09,AVTX,6.0,0.07,0.05,MINOR,8,159.0,0.36,0.256,COMPRESSION,36,10.0,6,34,BULL_BOUNCE_PENDING,LONG,54.1,MARGINAL,CHOP,1.405,NEUTRAL
2026-07-09,GPRE,6.0,0.13,0.185,MINOR,13,597.0,0.22,0.314,MINOR,22,38.0,9,47,BULL_BOUNCE_CONFIRMED,LONG,58.0,MARGINAL,CHOP,0.7011,RISING
2026-07-09,YOU,6.0,0.0625,0.025,MINOR,7,292.0,0.25,0.102,COMPRESSION,25,41.0,16,40,BULL_BOUNCE_PENDING,LONG,75.9,CONVICTION,CHOP,2.4623,FALLING
2026-07-09,MAMA,6.0,0.205,0.176,COMPRESSION,21,32.0,0.15,0.129,COMPRESSION,16,1444.0,18,33,BEAR_REJECTION_PENDING,SHORT,50.8,MARGINAL,CHOP,1.1624,NEUTRAL
2026-07-09,SYRE,6.0,,,,,,0.64,0.102,COMPRESSION,65,852.0,0,53,BULL_BOUNCE_PENDING,LONG,87.1,CONVICTION,CHOP,6.2489,RISING
2026-07-09,ELVN,6.0,0.085,0.032,MINOR,9,196.0,0.15,0.057,COMPRESSION,15,1140.0,3,34,BULL_BOUNCE_PENDING,LONG,62.5,CONVICTION,CHOP,2.6546,NEUTRAL
2026-07-09,ALIT,,0.004,0.002,MINOR,1,824.0,0.1658,0.091,MINOR,17,1484.0,8,17,BULL_BOUNCE_PENDING,LONG,42.0,MARGINAL,CHOP,1.8195,RISING
2026-07-09,DOMO,6.0,0.03,0.087,MINOR,4,711.0,0.02,0.058,COMPRESSION,3,1213.0,14,20,BEAR_REJECTION_PENDING,SHORT,37.2,MARGINAL,CHOP,0.3461,RISING
2026-07-09,AXGN,6.0,0.588,0.234,COMPRESSION,59,288.0,0.41,0.163,MINOR,41,674.0,24,39,BEAR_REJECTION_PENDING,SHORT,59.6,MARGINAL,CHOP,2.5121,RISING
2026-07-09,CORT,7.5,0.41,0.113,MINOR,41,53.0,0.08,0.022,COMPRESSION,9,285.0,6,35,BULL_BOUNCE_PENDING,LONG,61.5,CONVICTION,CHOP,3.6228,NEUTRAL
2026-07-09,AIRJ,6.0,0.07,0.14,COMPRESSION,7,776.0,0.265,0.532,COMPRESSION,27,676.0,22,31,BULL_BOUNCE_PENDING,LONG,64.3,CONVICTION,CHOP,0.4984,FALLING
2026-07-09,STOK,6.0,0.1,0.07,MINOR,11,138.0,0.37,0.259,COMPRESSION,38,413.0,16,36,BULL_BOUNCE_PENDING,LONG,54.6,MARGINAL,CHOP,1.4304,NEUTRAL
2026-07-09,WNC,6.0,0.23,0.295,COMPRESSION,24,407.0,0.04,0.051,COMPRESSION,5,709.0,56,35,BEAR_REJECTION_PENDING,SHORT,54.5,MARGINAL,CHOP,0.7806,FALLING
2026-07-09,BBNX,6.0,0.2,0.194,COMPRESSION,21,235.0,0.21,0.203,COMPRESSION,22,1422.0,31,28,BEAR_REJECTION_PENDING,SHORT,63.6,CONVICTION,CHOP,1.0327,RISING
2026-07-09,MLYS,6.0,0.39,0.289,MINOR,40,234.0,0.59,0.437,COMPRESSION,59,227.0,11,51,BEAR_REJECTION_PENDING,SHORT,52.7,MARGINAL,CHOP,1.3511,RISING
2026-07-09,RAPP,6.0,0.0225,0.009,MINOR,3,37.0,0.03,0.012,MINOR,4,2.0,4,43,BEAR_REJECTION_PENDING,SHORT,45.6,MARGINAL,CHOP,2.5729,RISING
2026-07-09,MAX,,0.01,0.014,MINOR,1,330.0,0.09,0.129,COMPRESSION,9,1231.0,17,26,BULL_BOUNCE_PENDING,LONG,40.0,MARGINAL,CHOP,0.6964,RISING
2026-07-09,PHVS,6.0,0.05,0.032,MINOR,6,35.0,0.865,0.549,COMPRESSION,87,284.0,1,49,BULL_BOUNCE_PENDING,LONG,64.0,CONVICTION,CHOP,1.5764,FALLING
2026-07-09,LIFE,6.0,0.19,0.137,COMPRESSION,20,421.0,0.555,0.4,MINOR,56,89.0,33,8,BEAR_REJECTION_PENDING,SHORT,60.3,CONVICTION,CHOP,1.3861,FALLING
2026-07-09,AMLX,6.0,0.01,0.01,MINOR,1,720.0,0.24,0.234,COMPRESSION,25,986.0,17,43,BULL_BOUNCE,LONG,58.4,MARGINAL,CHOP,1.0245,NEUTRAL
2026-07-09,MITK,6.0,0.21,0.21,COMPRESSION,22,434.0,0.4,0.4,COMPRESSION,41,747.0,65,23,BULL_BOUNCE_PENDING,LONG,52.0,MARGINAL,CHOP,0.9997,RISING
2026-07-09,BCAX,6.0,0.15,0.094,MINOR,15,435.0,0.04,0.025,COMPRESSION,4,717.0,20,29,BULL_BOUNCE_PENDING,LONG,66.4,CONVICTION,CHOP,1.5888,RISING
2026-07-09,JBIO,6.0,0.75,0.452,MINOR,75,570.0,0.04,0.024,COMPRESSION,4,1474.0,5,22,BEAR_REJECTION_PENDING,SHORT,75.9,CONVICTION,CHOP,1.6604,FALLING
2026-07-09,BVS,6.0,,,,,,0.07,0.124,COMPRESSION,8,1437.0,0,48,BULL_BOUNCE_PENDING,LONG,38.0,MARGINAL,CHOP,0.5666,RISING
2026-07-09,AVBP,6.0,0.28,0.169,COMPRESSION,29,150.0,0.44,0.266,COMPRESSION,45,365.0,16,37,BULL_BOUNCE_PENDING,LONG,52.1,MARGINAL,CHOP,1.6543,NEUTRAL
2026-07-09,FTRE,6.0,0.37,0.366,COMPRESSION,38,53.0,0.37,0.366,COMPRESSION,37,112.0,22,30,BULL_BOUNCE_PENDING,LONG,56.8,MARGINAL,CHOP,1.01,FALLING
2026-07-09,SPCX,6.0,1.5,0.115,CONVICTION,150,564.0,126.36,9.709,CONVICTION,12636,29.0,21,17,BEAR_REJECTION_PENDING,SHORT,74.8,CONVICTION,CHOP,13.015,FALLING
2026-07-09,NKTR,6.0,2.24,0.508,CONVICTION,224,1078.0,1.32,0.299,CONVICTION,133,1335.0,30,45,BULL_BOUNCE_PENDING,LONG,40.7,MARGINAL,CHOP,4.4132,RISING
2026-07-09,CDNL,6.0,1.84,0.213,CONVICTION,184,847.0,1.19,0.138,CONVICTION,119,964.0,67,27,BEAR_REJECTION_PENDING,SHORT,46.0,MARGINAL,CHOP,8.6531,FALLING
2026-07-09,ZBIO,6.0,0.005,0.003,COMPRESSION,1,208.0,0.7,0.398,MINOR,70,745.0,7,45,BULL_BOUNCE_PENDING,LONG,70.1,CONVICTION,CHOP,1.7579,NEUTRAL
2026-07-09,KYMR,6.0,0.293,0.035,MINOR,30,119.0,8.93,1.078,CONVICTION,893,470.0,44,15,BULL_BOUNCE_PENDING,LONG,87.6,CONVICTION,CHOP,8.2804,FALLING
2026-07-09,FCEL,6.0,0.03,0.006,MINOR,4,408.0,0.1,0.02,MINOR,11,850.0,18,17,BULL_BOUNCE_PENDING,LONG,48.5,MARGINAL,CHOP,4.9555,NEUTRAL
2026-07-09,EVER,6.0,0.25,0.195,COMPRESSION,25,89.0,0.36,0.281,COMPRESSION,36,262.0,30,50,BULL_BOUNCE_PENDING,LONG,54.4,MARGINAL,CHOP,1.2793,RISING
2026-07-09,PACS,6.0,,,,,,0.17,0.084,COMPRESSION,18,857.0,0,40,BULL_BOUNCE_PENDING,LONG,58.3,MARGINAL,CHOP,2.0301,RISING
2026-07-09,FDMT,6.0,0.04,0.042,MINOR,5,522.0,0.08,0.084,COMPRESSION,9,1029.0,23,20,BULL_BOUNCE_PENDING,LONG,65.0,CONVICTION,CHOP,0.9485,RISING
2026-07-09,AMBQ,6.0,1.77,0.241,CONVICTION,178,228.0,0.22,0.03,COMPRESSION,23,1260.0,40,37,BEAR_REJECTION_PENDING,SHORT,66.0,CONVICTION,CHOP,7.3392,NEUTRAL
2026-07-09,AKTS,,0.01,0.003,MINOR,1,14.0,2.42,0.817,VACUUM,243,576.0,3,44,BULL_BOUNCE_PENDING,LONG,82.0,CONVICTION,CHOP,2.9611,RISING
2026-07-09,KMTS,,0.58,0.335,COMPRESSION,59,175.0,0.3,0.173,COMPRESSION,31,381.0,20,26,BULL_BOUNCE_PENDING,LONG,66.2,CONVICTION,CHOP,1.7338,RISING
2026-07-09,SION,6.0,0.125,0.044,MINOR,13,91.0,0.11,0.039,COMPRESSION,11,575.0,6,14,BULL_BOUNCE_PENDING,LONG,64.5,CONVICTION,CHOP,2.8387,NEUTRAL
2026-07-09,CGEM,6.0,0.05,0.045,MINOR,6,226.0,0.03,0.027,MINOR,4,75.0,2,50,BULL_BOUNCE_PENDING,LONG,56.3,MARGINAL,CHOP,1.1126,RISING
2026-07-09,PRAX,6.0,2.785,0.14,VACUUM,279,54.0,10.25,0.514,CONVICTION,1025,1214.0,17,46,BEAR_REJECTION_PENDING,SHORT,62.0,CONVICTION,CHOP,19.9506,FALLING
2026-07-09,SPHR,6.0,1.98,0.243,VACUUM,198,848.0,2.69,0.33,CONVICTION,269,615.0,39,26,BEAR_REJECTION_PENDING,SHORT,46.0,MARGINAL,CHOP,8.1407,FALLING
2026-07-09,GRDN,,0.23,0.109,COMPRESSION,24,188.0,0.04,0.019,COMPRESSION,4,926.0,40,18,BEAR_REJECTION_PENDING,SHORT,44.6,MARGINAL,CHOP,2.1187,NEUTRAL
2026-07-09,MRCY,6.0,2.91,0.451,CONVICTION,291,45.0,1.45,0.225,CONVICTION,146,1104.0,43,38,BEAR_REJECTION_PENDING,SHORT,77.9,CONVICTION,CHOP,6.4548,RISING
2026-07-09,NGNE,,0.16,0.066,COMPRESSION,16,533.0,0.06,0.025,COMPRESSION,6,949.0,4,46,BULL_BOUNCE_PENDING,LONG,55.0,MARGINAL,CHOP,2.4181,RISING
2026-07-09,DRTS,6.0,0.265,0.325,MINOR,27,450.0,0.195,0.239,COMPRESSION,20,12.0,6,50,BULL_BOUNCE_CONFIRMED,LONG,55.8,MARGINAL,CHOP,0.8157,RISING
2026-07-09,DAVE,6.0,7.49,0.315,CONVICTION,749,26.0,5.75,0.242,CONVICTION,575,561.0,22,47,BEAR_REJECTION_PENDING,SHORT,76.9,CONVICTION,CHOP,23.7958,RISING
2026-07-09,LINC,6.0,0.1,0.041,MINOR,11,216.0,0.02,0.008,COMPRESSION,3,332.0,21,52,BEAR_REJECTION_PENDING,SHORT,56.0,MARGINAL,CHOP,2.4403,RISING
2026-07-09,LB,,3.51,0.801,CONVICTION,352,5.0,0.545,0.124,COMPRESSION,55,323.0,10,49,BEAR_REJECTION_PENDING,SHORT,78.7,CONVICTION,CHOP,4.3806,RISING
2026-07-09,INBX,,1.52,0.226,VACUUM,153,51.0,0.255,0.038,MINOR,26,260.0,23,13,BEAR_REJECTION_PENDING,SHORT,66.8,CONVICTION,CHOP,6.7208,NEUTRAL
2026-07-09,STRO,6.0,1.24,0.47,CONVICTION,124,440.0,0.12,0.045,COMPRESSION,13,389.0,12,13,BULL_BOUNCE_PENDING,LONG,81.9,CONVICTION,CHOP,2.6379,RISING
2026-07-09,CMPR,6.0,4.06,0.958,VACUUM,407,482.0,0.23,0.054,COMPRESSION,23,563.0,28,97,BUY_LOWER_DIRTY,LONG,45.4,MARGINAL,CHOP,4.2386,RISING
2026-07-09,INSW,,0.03,0.007,COMPRESSION,4,317.0,2.66,0.63,CONVICTION,266,880.0,16,69,BEAR_REJECTION_PENDING,SHORT,42.0,MARGINAL,CHOP,4.2206,RISING
2026-07-09,CLPT,6.0,4.22,3.038,CONVICTION,422,863.0,0.0969,0.07,MINOR,10,59.0,28,22,BULL_BOUNCE_PENDING,LONG,51.9,MARGINAL,CHOP,1.3893,NEUTRAL
2026-07-09,ETON,6.0,0.61,0.404,COMPRESSION,61,548.0,0.43,0.285,COMPRESSION,43,651.0,27,12,BULL_BOUNCE_PENDING,LONG,60.8,CONVICTION,CHOP,1.5087,NEUTRAL
2026-07-09,LMRI,6.0,0.31,0.386,MINOR,31,189.0,0.09,0.112,MINOR,9,49.0,19,13,BULL_BOUNCE_PENDING,LONG,56.9,MARGINAL,CHOP,0.8037,RISING
2026-07-09,AGL,6.0,20.25,2.093,CONVICTION,2025,421.0,0.915,0.095,COMPRESSION,92,70.0,27,26,BULL_BOUNCE_PENDING,LONG,70.9,CONVICTION,CHOP,9.6762,NEUTRAL
2026-07-09,MPLT,6.0,,,,,,0.15,0.057,COMPRESSION,15,1324.0,0,37,BULL_BOUNCE_PENDING,LONG,67.2,CONVICTION,CHOP,2.6364,RISING
2026-07-09,NSIT,6.0,0.55,0.106,COMPRESSION,55,598.0,2.65,0.51,CONVICTION,266,869.0,65,40,BEAR_REJECTION_PENDING,SHORT,51.9,MARGINAL,CHOP,5.1918,NEUTRAL
2026-07-09,NSP,6.0,0.29,0.111,COMPRESSION,29,1410.0,0.34,0.13,COMPRESSION,35,483.0,22,26,BULL_BOUNCE_PENDING,LONG,71.0,CONVICTION,CHOP,2.6236,RISING
2026-07-09,SDOT,6.0,0.25,0.012,MINOR,25,99.0,1.31,0.065,VACUUM,132,63.0,3,24,BEAR_REJECTION_PENDING,SHORT,50.0,MARGINAL,CHOP,20.2074,NEUTRAL
2026-07-09,LBRX,,0.075,0.041,MINOR,8,99.0,0.08,0.044,COMPRESSION,8,1200.0,15,22,BULL_BOUNCE_PENDING,LONG,59.3,MARGINAL,CHOP,1.819,RISING
2026-07-09,AGYS,6.0,0.18,0.038,COMPRESSION,19,1443.0,1.19,0.248,CONVICTION,119,210.0,67,25,BULL_BOUNCE_PENDING,LONG,74.8,CONVICTION,CHOP,4.7973,RISING
2026-07-09,RIGL,6.0,0.33,0.186,MINOR,33,890.0,0.03,0.017,COMPRESSION,4,981.0,5,47,BULL_BOUNCE_PENDING,LONG,49.2,MARGINAL,CHOP,1.7774,RISING
2026-07-09,MNPR,6.0,0.505,0.072,MINOR,51,83.0,0.54,0.077,MINOR,54,57.0,3,48,BEAR_REJECTION_PENDING,SHORT,46.0,MARGINAL,CHOP,6.9689,RISING
2026-07-09,NVCT,,0.27,0.083,COMPRESSION,27,112.0,0.02,0.006,COMPRESSION,2,614.0,19,19,BULL_BOUNCE_PENDING,LONG,61.0,CONVICTION,CHOP,3.2356,FALLING
2026-07-09,GLW,6.0,0.045,0.002,MINOR,5,486.0,17.14,0.745,CONVICTION,1714,665.0,21,102,BULL_BOUNCE_PENDING,LONG,60.3,CONVICTION,CHOP,23.012,FALLING
2026-07-09,LGIH,6.0,0.27,0.086,COMPRESSION,28,873.0,1.15,0.364,CONVICTION,116,282.0,42,41,BEAR_REJECTION_PENDING,SHORT,56.0,MARGINAL,CHOP,3.1564,FALLING
2026-07-09,AMD,6.0,10.29,0.272,VACUUM,1030,185.0,11.235,0.296,VACUUM,1124,554.0,46,58,BEAR_REJECTION_PENDING,SHORT,56.0,MARGINAL,CHOP,37.8932,NEUTRAL
2026-07-09,MTRN,6.0,8.13,0.537,CONVICTION,814,216.0,3.96,0.261,CONVICTION,397,950.0,43,54,BEAR_REJECTION_PENDING,SHORT,46.0,MARGINAL,CHOP,15.1498,FALLING
2026-07-09,NWPX,6.0,2.36,0.324,CONVICTION,236,63.0,2.07,0.284,CONVICTION,207,98.0,64,36,BULL_BOUNCE_PENDING,LONG,72.8,CONVICTION,CHOP,7.2886,NEUTRAL
2026-07-09,AGX,6.0,18.91,0.365,CONVICTION,1891,590.0,1.68,0.032,CONVICTION,169,603.0,38,54,BULL_BOUNCE_PENDING,LONG,43.0,MARGINAL,CHOP,51.8543,NEUTRAL
2026-07-09,DIN,6.0,0.03,0.021,COMPRESSION,4,689.0,0.13,0.091,COMPRESSION,13,724.0,44,42,BULL_BOUNCE_PENDING,LONG,62.4,CONVICTION,CHOP,1.4272,NEUTRAL
