ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
CSGP,Long,PULLBACK,T1-STRONG_LONG,100,27.28,26.3355,31.8,27.855,4.8,0.9445,29.17,6.5,APPROACH,3,3,"1h,30m,4h",27.28,27.15,HIGHWAY,EXCITED,1.16,35097864,1.4,1.2,0,0,11.8,29,8,402.75,MEGA,0.02,27.855,27.66,28.05,1.4,PREMIUM,DISCOUNT,427,2,388,9.0,C,False,1.4513571428571432,0.65,N/A,,0.5,1.0,1.0,0.625,0.75,0.5,1.4625,HOSTILE,27.15,27.28,27.5528,122,105,82,5.71,4.79,3.49,3312.3,2864.4,2259.33,10:30,26.3355,31.8,PULLBACK_LIMIT,,,,MID,LIMIT
MAT,Long,BOUNCE,T1-STRONG_LONG,78,14.8,13.9098,16.5804,,2.0,0.8902,14.8,1.9,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",14.525,14.34,OPEN_ROAD,EXCITED,1.15,64414051,0.6,0.6,0,0,5.9,32,8,238.24,MEGA,0.01,14.425,14.34,14.51,1.2,PREMIUM,MID,474,2,136,4.7,C,True,0.48381428571428575,1.84,N/A,,0.5,0.375,0.5,0.0,0.375,0.5,0.95,HOSTILE,14.34,14.8,14.948,232,112,96,5.21,2.0,1.57,3326.88,1657.6,1435.01,10:30,13.9098,16.5804,PULLBACK_LIMIT,,,,MID,LIMIT
FIS,Long,PULLBACK,T1-STRONG_LONG,100,40.77,39.0328,44.2444,41.84,2.0,1.7372,43.16,5.5,APPROACH,3,3,"1h,30m,4h",40.77,40.24,OPEN_ROAD,EXCITED,1.2,103481017,1.1,0.9,0,0,9.0,33,8,515.7,MEGA,0.01,41.84,41.51,42.17,1.6,PREMIUM,DISCOUNT,995,3,967,5.3,B,False,1.5203571428571436,1.14,N/A,,0.5,0.375,0.75,0.625,0.375,0.5,0.8375,HOSTILE,40.24,40.77,41.1777,82,57,46,3.32,2.0,1.43,3299.68,2323.89,1894.17,10:30,39.0328,44.2444,PULLBACK_LIMIT,,,,MID,LIMIT
TFC,Long,BOUNCE,T1-STRONG_LONG,100,52.12,49.664,57.032,,2.0,2.456,52.12,0.2,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",52.03,51.2,HIGHWAY,EXCITED,1.57,206162652,0.7,0.7,0,0,4.4,23,8,1218.34,MEGA,0.0,51.895,51.76,52.03,0.5,PREMIUM,DISCOUNT,831,4,266,99.9,A,False,1.2017857142857156,2.04,N/A,,0.5,0.375,0.0,0.625,0.0,0.5,0.6875,HOSTILE,51.2,52.12,52.6412,65,40,33,3.8,2.0,1.47,3328.0,2084.8,1737.16,10:30,49.664,57.032,PULLBACK_LIMIT,,,,MID,LIMIT
BKD,Long,BOUNCE,T2-LONG,100,15.47,14.6955,17.019,,2.0,0.7745,15.47,0.5,CLOSE,3,3,"1d,1h,4h",15.4,15.15,OPEN_ROAD,EXCITED,2.46,158947491,1.6,1.1,0,0,8.9,24,8,235.53,MEGA,0.03,15.175,15.15,15.2,0.3,FLAT,FLAT,347,9,231,2.7,C,True,0.6978714285714285,1.11,N/A,,0.5,0.375,0.25,0.625,1.0,0.5,0.5625,HOSTILE,15.15,15.47,15.6247,220,129,107,4.11,2.0,1.5,3333.0,1995.63,1671.84,10:30,14.6955,17.019,PULLBACK_LIMIT,,,,MID,LIMIT
