ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
OKTA,BOUNCED_CLEAN,0,0,0.4,2,0.4,False,1.0,15m,5,69,False,1m,42,True,9225,0,9225.0,52,0,1h.85t~ | 1h.85t | 15m.100t,2026-06-02T05:15:00.000,136.31,2026-06-02T09:00:00.000,133.01,137.5,129.0813,1.14,0,0,False,0.0,3964714,0,52
MASK,BOUNCED_CLEAN,0,0,0.3,2,-1.4,False,4.7,4h,12,24,True,1m,2,False,38356,945,38828.5,88,21,1d.175t | 1d.175t | 1d.125t,2026-05-28T12:15:00.000,5.8998,2026-05-29T16:00:00.000,5.0,7.015,3.5928,1.43,0,0,False,0.0,12000340,0,109
