ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
NOK,Long,T1-STRONG_LONG,100,BOUNCE,10.46,9.5739,12.2322,10.97,0.0,0.0,0.0,4.88,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
QS,Long,T1-STRONG_LONG,93,BOUNCE,7.66,7.1683,9.67,7.24,0.0,0.0,2030622251.0,-5.48,PRE_DOWN,-0.85,False,2026-04-27_0509,2026-04-24_0709
APLD,Long,T1-STRONG_LONG,100,PULLBACK,34.73,31.385,41.42,35.77,0.0,0.0,0.0,2.99,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
OKLO,Long,T1-STRONG_LONG,100,BOUNCE,75.04,70.4511,85.15,72.1,0.0,0.0,0.0,-3.92,PRE_DOWN,-0.64,False,2026-04-27_0509,2026-04-24_0709
TRT,Long,T1-STRONG_LONG,100,PULLBACK,11.2578,7.325,19.1234,15.8991,0.0,0.0,863.0,41.23,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
SST,Long,T1-STRONG_LONG,100,BREAKOUT,4.25,3.62,5.51,3.94,0.0,0.0,2085.0,-7.29,PRE_DOWN,-0.49,False,2026-04-27_0509,2026-04-24_0709
ARM,Long,T1-STRONG_LONG,100,BOUNCE,220.94,197.68,267.46,235.53,0.0,0.0,0.0,6.6,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
FCEL,Long,T2-LONG,85,BOUNCE,11.24,10.7961,12.1278,11.27,0.0,0.0,153964189.0,0.27,PRE_UP,0.07,False,2026-04-27_0509,2026-04-24_0709
KOPN,Long,T1-STRONG_LONG,100,PULLBACK,3.595,3.4241,3.9368,3.7568,0.0,0.0,728826458.0,4.5,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
SHLS,Long,T1-STRONG_LONG,91,PULLBACK,7.06,6.7997,8.33,7.93,0.0,0.0,40021250.0,12.32,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
INDI,Long,T1-STRONG_LONG,100,BOUNCE,3.72,3.295,4.57,3.91,0.0,0.0,1878773481.0,5.11,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
SEDG,Long,T1-STRONG_LONG,92,PULLBACK,43.27,41.2832,50.45,46.15,0.0,0.0,112002667.0,6.66,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
MXL,Long,T1-STRONG_LONG,100,PULLBACK,53.7,24.66,111.78,63.01,0.0,0.0,0.0,17.34,NO_FILL,0.0,False,2026-04-27_0509,2026-04-24_0709
VELO,Long,T2-LONG,100,BOUNCE,16.19,15.4327,17.7046,15.81,0.0,0.0,1881.0,-2.35,PRE_DOWN,-0.5,False,2026-04-27_0509,2026-04-24_0709
