ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.489,6.495,6.26,6.47,REJECTED_PDH,RECLAIMED_PDL,True,6.5825,6.2398,0.727,OR_TOP_THIRD,0.738,False,False,0.738,3.01,50,AVOID_LONG,60,AVOID_SHORT
ABSI,7.79,7.675,6.97,7.64,ABOVE_PDH,ABOVE_PDL,True,8.14,7.44,0.5,OR_MIDDLE,0.5,False,False,0.5,1.34,62,CONTINUATION_LONG,42,NEUTRAL
ACRS,5.0795,5.43,5.01,5.32,BELOW_PDH,ABOVE_PDL,True,5.34,5.105,0.0,BELOW_ORL,0.0,False,False,0.0,4.04,30,AVOID_LONG,72,AVOID_SHORT_CHASE
AEM,144.6,150.86,144.465,150.75,BELOW_PDH,RECLAIMED_PDL,True,148.3,142.79,0.328,OR_BOTTOM_THIRD,0.328,False,False,0.328,1.57,70,RELOAD_ZONE,42,AVOID_SHORT
AHMA,1.35,1.66,1.33,1.39,BELOW_PDH,RECLAIMED_PDL,True,1.4399,1.31,0.308,OR_BOTTOM_THIRD,0.471,False,False,,,70,RELOAD_ZONE,42,AVOID_SHORT
ALHC,15.137,19.1,18.02,18.61,BELOW_PDH,BELOW_PDL,True,15.515,13.135,0.841,OR_TOP_THIRD,0.598,False,False,0.598,2.83,38,NEUTRAL,68,CONTINUATION_SHORT
AMKR,49.3,48.84,46.35,48.26,ABOVE_PDH,ABOVE_PDL,True,52.3,49.2,0.032,OR_BOTTOM_THIRD,0.032,False,False,0.032,1.17,62,CONTINUATION_LONG,54,AVOID_SHORT_CHASE
AMPG,4.6,5.07,4.5,4.91,BELOW_PDH,ABOVE_PDL,True,5.03,4.565,0.075,OR_BOTTOM_THIRD,0.075,False,False,0.075,0.84,58,RELOAD_ZONE,50,AVOID_SHORT_CHASE
AMPX,9.5,9.52,8.895,9.47,REJECTED_PDH,ABOVE_PDL,True,10.03,9.29,0.284,OR_BOTTOM_THIRD,0.284,False,False,0.284,1.77,46,AVOID_LONG,62,NEUTRAL
AMRX,18.32,18.64,17.65,18.5,BELOW_PDH,ABOVE_PDL,True,18.43,17.92,0.784,OR_TOP_THIRD,0.784,False,False,0.784,2.54,62,NEUTRAL,48,NEUTRAL
