ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
RF,Long,BOUNCE,T2-LONG,67,31.65,29.9924,34.9652,32.16,2.0,1.6576,31.65,2.0,CLOSE,1,1,4h,31.025,30.92,OPEN_ROAD,EXCITED,0.61,14385410,1.8,1.3,0,0,5.5,38,8,848.98,MEGA,0.02,32.16,32.4,31.92,-1.5,DISCOUNT,DISCOUNT,690,6,238,2.1,C,False,0.7288785714285714,2.27,N/A,,0.5,0.5,0.25,0.0,0.25,0.5,1.025,HOSTILE,30.92,31.65,31.9665,107,60,50,4.36,2.0,1.52,3308.44,1899.0,1598.33,10:30,29.9924,34.9652,PULLBACK_LIMIT,,,,MID,LIMIT
BAX,Long,BOUNCE,T2-LONG,100,22.61,21.146,25.538,23.255,2.0,1.464,22.61,0.5,CLOSE,2,2,"1d,4h",22.5,21.8,OPEN_ROAD,EXCITED,0.92,272830099,1.0,1.0,0,0,12.1,39,8,513.98,MEGA,0.01,23.255,23.35,23.16,-0.8,DISCOUNT,DISCOUNT,843,8,342,6.9,B,False,0.8289999999999998,1.77,N/A,,0.5,0.5,0.0,0.75,0.0,0.5,0.775,HOSTILE,21.8,22.61,22.8361,152,68,59,5.72,2.0,1.6,3313.6,1537.48,1347.33,10:30,21.146,25.538,PULLBACK_LIMIT,,,,MID,LIMIT
