ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
JYD,SHORT,17.02,6.38,2.81,1.56,2.74,1.76,2320006,10733,216.15,0.16,True,1.88,1.76,1.7776,1.7248,5681,99.99,144.5535,0.994,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.8416,8.3,HIGH (low-priced low-float — verify locate before entering)
EVTV,SHORT,27.2,4.14,2.98,1.82,2.45,2.3965,1796936,45765,39.26,0.5,True,2.5,2.3965,2.4205,2.3486,4172,99.98,126.6513,0.994,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.1785,12.93,HIGH (low-priced low-float — verify locate before entering)
