ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
BBBY,2026-04-28 13:36,Wedbush,Outperform,Outperform,main,Raises,8.0,7.0,BULL,2
CMPX,2026-04-28 13:40,Citizens,Market Outperform,Market Outperform,reit,Maintains,10.0,10.0,NEUTRAL,1
CMPX,2026-04-27 16:32,HC Wainwright & Co.,Buy,Buy,reit,Maintains,24.0,24.0,NEUTRAL,1
CMPX,2026-04-27 12:25,D. Boral Capital,Buy,Buy,main,Maintains,30.0,30.0,NEUTRAL,1
JOBY,2026-04-28 11:40,Needham,Buy,Buy,reit,Maintains,18.0,18.0,NEUTRAL,1
NOK,2026-04-27 12:53,Argus Research,Hold,Buy,up,Announces,15.0,0.0,BULL,4
INTC,2026-04-27 15:06,Barclays,Equal-Weight,Equal-Weight,main,Raises,65.0,45.0,BULL,2
INTC,2026-04-24 20:11,UBS,Neutral,Neutral,main,Raises,83.0,65.0,BULL,2
INTC,2026-04-24 16:32,TD Cowen,Hold,Hold,main,Raises,75.0,60.0,BULL,2
INTC,2026-04-24 15:51,JP Morgan,Underweight,Underweight,main,Raises,45.0,35.0,BULL,2
INTC,2026-04-24 15:44,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,73.0,56.0,BULL,2
INTC,2026-04-24 15:03,Keybanc,Overweight,Overweight,main,Raises,110.0,70.0,BULL,2
INTC,2026-04-24 14:29,Cantor Fitzgerald,Neutral,Neutral,main,Raises,90.0,65.0,BULL,2
INTC,2026-04-24 14:16,Benchmark,Buy,Buy,main,Raises,105.0,76.0,BULL,2
INTC,2026-04-24 14:00,Citigroup,Neutral,Buy,up,Raises,95.0,48.0,BULL,4
INTC,2026-04-24 13:37,RBC Capital,Sector Perform,Sector Perform,main,Raises,80.0,48.0,BULL,2
INTC,2026-04-24 13:25,Jefferies,Hold,Hold,main,Raises,80.0,60.0,BULL,2
INTC,2026-04-24 12:56,Stifel,Hold,Hold,main,Raises,75.0,65.0,BULL,2
INTC,2026-04-24 11:57,Rosenblatt,Sell,Sell,main,Raises,50.0,30.0,BULL,2
INTC,2026-04-24 11:51,Needham,Hold,Hold,reit,,0.0,0.0,NEUTRAL,1
INTC,2026-04-21 16:16,HSBC,Hold,Buy,up,Raises,95.0,50.0,BULL,4
INTC,2026-04-20 18:59,KGI Securities,Outperform,Neutral,down,Announces,71.0,0.0,BEAR,4
INTC,2026-04-20 12:52,Stifel,Hold,Hold,main,Raises,65.0,42.0,BULL,2
INTC,2026-04-16 11:39,Bernstein,Market Perform,Market Perform,main,Raises,60.0,36.0,BULL,2
INTC,2026-04-14 14:48,Susquehanna,Neutral,Neutral,main,Raises,65.0,45.0,BULL,2
KEEL,2026-04-27 12:59,Chardan Capital,,Buy,init,Announces,4.5,0.0,BULL,3
SMR,2026-04-24 13:09,B. Riley Securities,Buy,Buy,main,Lowers,19.0,24.0,BEAR,2
SMR,2026-04-23 13:15,HSBC,,Hold,init,Announces,13.0,0.0,NEUTRAL,1
SMR,2026-04-21 18:17,Citigroup,Sell,Sell,main,Lowers,9.0,11.5,BEAR,2
AMD,2026-04-27 10:54,Northland Capital Markets,Outperform,Market Perform,down,Announces,260.0,0.0,BEAR,4
AMD,2026-04-24 12:49,DA Davidson,Neutral,Buy,up,Raises,375.0,220.0,BULL,4
AMD,2026-04-20 12:49,Stifel,Buy,Buy,main,Raises,320.0,280.0,BULL,2
AMD,2026-04-16 12:02,Bernstein,Market Perform,Market Perform,main,Raises,265.0,235.0,BULL,2
CRWV,2026-04-21 13:34,Barclays,Equal-Weight,Equal-Weight,main,Raises,106.0,90.0,BULL,2
CRWV,2026-04-16 14:28,Wolfe Research,,Outperform,init,Announces,150.0,0.0,BULL,3
CRWV,2026-04-16 12:06,Cantor Fitzgerald,Overweight,Overweight,main,Raises,156.0,149.0,BULL,2
CRWV,2026-04-14 15:38,Bernstein,Underperform,Underperform,main,Raises,67.0,56.0,BULL,2
CRWV,2026-04-14 13:01,Mizuho,Neutral,Neutral,main,Raises,105.0,95.0,BULL,2
ORCL,2026-04-24 15:12,Wedbush,,Outperform,init,Announces,225.0,0.0,BULL,3
ORCL,2026-04-23 13:18,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,207.0,213.0,BEAR,2
ERAS,2026-04-27 11:14,Stifel,Buy,Buy,main,Raises,30.0,20.0,BULL,2
OGN,2026-04-28 10:28,Piper Sandler,Underweight,Neutral,up,Raises,14.0,5.0,BULL,4
CLF,2026-04-21 11:53,Morgan Stanley,Overweight,Overweight,main,Lowers,12.0,16.8,BEAR,2
CLF,2026-04-14 16:57,JP Morgan,Neutral,Neutral,main,Lowers,10.0,13.0,BEAR,2
DKNG,2026-04-24 10:41,MoffettNathanson,Buy,Neutral,down,Lowers,27.0,38.0,BEAR,4
DKNG,2026-04-21 13:22,Truist Securities,Buy,Buy,main,Lowers,30.0,33.0,BEAR,2
DKNG,2026-04-16 20:04,JP Morgan,Overweight,Overweight,main,Lowers,31.0,32.0,BEAR,2
DKNG,2026-04-16 17:35,Citigroup,Buy,Buy,main,Lowers,29.0,32.0,BEAR,2
DKNG,2026-04-16 14:12,Barclays,Overweight,Overweight,main,Lowers,33.0,37.0,BEAR,2
ORKA,2026-04-28 14:04,UBS,Buy,Buy,main,Raises,100.0,75.0,BULL,2
ORKA,2026-04-28 13:29,Barclays,Overweight,Overweight,main,Raises,160.0,78.0,BULL,2
ORKA,2026-04-27 16:41,BTIG,Buy,Buy,main,Raises,151.0,78.0,BULL,2
ORKA,2026-04-15 12:27,Wedbush,Outperform,Outperform,main,Raises,85.0,45.0,BULL,2
LION,2026-04-28 14:44,Barrington Research,Outperform,Outperform,main,Raises,14.5,11.5,BULL,2
LION,2026-04-27 12:16,Benchmark,Buy,Buy,main,Raises,15.0,12.0,BULL,2
LION,2026-04-20 15:22,Citigroup,Buy,Neutral,down,Raises,12.6,11.0,BEAR,4
LION,2026-04-16 11:21,Baird,Outperform,Outperform,main,Raises,14.0,12.0,BULL,2
BRBR,2026-04-23 11:49,Morgan Stanley,Overweight,Overweight,main,Lowers,24.0,32.0,BEAR,2
BRBR,2026-04-22 18:51,JP Morgan,Overweight,Overweight,main,Lowers,21.0,28.0,BEAR,2
BRBR,2026-04-14 19:48,Barclays,Overweight,Overweight,main,Lowers,22.0,27.0,BEAR,2
BRBR,2026-04-14 15:47,BTIG,,Neutral,init,,0.0,0.0,NEUTRAL,1
CLS,2026-04-24 13:42,BMO Capital,Outperform,Outperform,main,Raises,450.0,370.0,BULL,2
CLS,2026-04-20 15:37,B of A Securities,Buy,Buy,main,Raises,430.0,400.0,BULL,2
CLS,2026-04-20 14:48,TD Cowen,Hold,Hold,main,Raises,350.0,330.0,BULL,2
CLS,2026-04-16 19:32,JP Morgan,Overweight,Overweight,main,Raises,410.0,360.0,BULL,2
MANE,2026-04-22 14:08,Leerink Partners,Outperform,Outperform,main,Raises,90.0,75.0,BULL,2
BBIO,2026-04-28 14:38,Mizuho,Outperform,Outperform,reit,Maintains,106.0,106.0,NEUTRAL,1
BBIO,2026-04-27 11:43,HC Wainwright & Co.,Buy,Buy,reit,Maintains,100.0,100.0,NEUTRAL,1
DRVN,2026-04-23 15:56,Piper Sandler,Neutral,Neutral,main,Lowers,11.0,12.0,BEAR,2
DRVN,2026-04-22 12:59,William Blair,Outperform,Market Perform,down,,0.0,0.0,BEAR,4
OMER,2026-04-21 15:30,D. Boral Capital,Buy,Buy,main,Maintains,36.0,36.0,NEUTRAL,1
FTRE,2026-04-14 20:55,Barclays,Equal-Weight,Equal-Weight,main,Lowers,11.0,12.0,BEAR,2
AXGN,2026-04-23 19:02,Lake Street,Buy,Buy,main,Raises,50.0,40.0,BULL,2
ANAB,2026-04-28 12:50,Leerink Partners,Outperform,Outperform,main,Raises,85.0,66.0,BULL,2
ANAB,2026-04-22 13:11,Barclays,Overweight,Overweight,main,Lowers,63.0,79.0,BEAR,2
ANAB,2026-04-21 19:35,UBS,Buy,Buy,main,Lowers,60.0,90.0,BEAR,2
CELC,2026-04-27 13:45,Citizens,,Market Outperform,init,Announces,150.0,0.0,NEUTRAL,1
JBIO,2026-04-27 11:48,HC Wainwright & Co.,Buy,Buy,main,Raises,45.0,35.0,BULL,2
OMCL,2026-04-23 14:27,Wells Fargo,Overweight,Overweight,main,Raises,55.0,52.0,BULL,2
POWL,2026-04-27 13:46,JP Morgan,,Overweight,init,Announces,310.0,0.0,BULL,3
HROW,2026-04-17 09:45,BTIG,Buy,Buy,reit,Maintains,63.0,63.0,NEUTRAL,1
OCS,2026-04-20 16:28,HC Wainwright & Co.,Buy,Buy,reit,Maintains,44.0,44.0,NEUTRAL,1
INSW,2026-04-24 13:06,Jefferies,,Buy,init,Announces,90.0,0.0,BULL,3
INSW,2026-04-22 10:10,BTIG,Buy,Buy,main,Raises,90.0,80.0,BULL,2
APPF,2026-04-24 14:20,Benchmark,Buy,Buy,main,Raises,226.0,222.0,BULL,2
APPF,2026-04-24 09:09,Piper Sandler,Overweight,Overweight,main,Lowers,210.0,245.0,BEAR,2
APLD,2026-04-28 10:19,Needham,Buy,Buy,reit,Maintains,48.0,48.0,NEUTRAL,1
APLD,2026-04-24 10:19,Needham,Buy,Buy,main,Raises,48.0,41.0,BULL,2
APLD,2026-04-23 09:47,Needham,Buy,Buy,main,Raises,48.0,41.0,BULL,2
LIDR,2026-04-24 13:53,Craig-Hallum,,Buy,init,Announces,3.5,0.0,BULL,3
MSTR,2026-04-21 12:20,Cantor Fitzgerald,Overweight,Overweight,main,Raises,212.0,192.0,BULL,2
MU,2026-04-28 15:59,TD Cowen,Buy,Buy,main,Raises,660.0,550.0,BULL,2
MU,2026-04-28 12:14,DA Davidson,,Buy,init,Announces,1000.0,0.0,BULL,3
MU,2026-04-27 16:17,Melius Research,,Buy,init,Announces,700.0,0.0,BULL,3
OKLO,2026-04-27 12:21,Tigress Financial,,Buy,init,Announces,130.0,0.0,BULL,3
OKLO,2026-04-23 13:12,HSBC,,Buy,init,Announces,96.0,0.0,BULL,3
OKLO,2026-04-23 12:03,HSBC,,Buy,init,Announces,96.0,0.0,BULL,3
QCOM,2026-04-21 19:08,UBS,Neutral,Neutral,main,Lowers,150.0,160.0,BEAR,2
QCOM,2026-04-17 17:58,BNP Paribas,Outperform,Neutral,down,Lowers,120.0,180.0,BEAR,4
QCOM,2026-04-16 15:14,JP Morgan,Overweight,Neutral,down,Lowers,140.0,185.0,BEAR,4
RMAX,2026-04-27 15:47,Jones Trading,Hold,Buy,up,Announces,13.8,0.0,BULL,4
SHLS,2026-04-16 20:22,JP Morgan,Overweight,Overweight,main,Lowers,9.0,11.0,BEAR,2
SOUN,2026-04-22 19:30,DA Davidson,Buy,Buy,main,Maintains,14.0,14.0,NEUTRAL,1
USAR,2026-04-21 15:52,Canaccord Genuity,Buy,Buy,main,Raises,32.0,29.0,BULL,2
USAR,2026-04-20 11:55,Wedbush,,Outperform,init,Announces,29.0,0.0,BULL,3
