ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
CRSR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,12.05,11.45,13.01,,165,1.59,FAVORABLE,12.05,MARKET,5,MINOR,2026-05-29,2026-05-29T17:13:18.444945
PL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,50.76,48.22,53.3,,39,1.0,FAVORABLE,50.76,MARKET,5,MINOR,2026-05-29,2026-05-29T17:15:18.903810
RDDT,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,175.54,165.89,194.38,,10,1.95,FAVORABLE,175.54,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:15:40.823772
WULF,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,25.31,24.04,27.21,,79,1.51,FAVORABLE,25.31,MARKET,5,MINOR,2026-05-29,2026-05-29T17:16:47.635992
PD,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,9.88,9.39,10.81,,202,1.88,FAVORABLE,9.88,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:17:03.863249
OMER,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,11.06,10.51,12.23,12.63,180,2.12,FAVORABLE,11.06,MARKET,5,MINOR,2026-05-29,2026-05-29T17:26:25.312082
PLAB,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,32.2,30.59,36.8,36.84,62,2.86,FAVORABLE,32.2,MARKET,5,CONVICTION,2026-05-29,2026-05-29T17:30:50.612885
FLY,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,46.45,44.13,51.84,51.76,43,2.32,FAVORABLE,46.45,MARKET,5,CONVICTION,2026-05-29,2026-05-29T17:31:07.560101
THR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,61.5,58.42,66.42,69.12,32,1.6,FAVORABLE,61.5,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:32:07.634320
PRCH,LONG,CONVICTION,99.3,BULL_BOUNCE_PENDING,10.42,9.9,11.67,,191,2.4,FAVORABLE,10.42,MARKET,5,CONVICTION,2026-05-29,2026-05-29T17:23:17.433676
POWI,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,83.51,79.33,87.69,,23,1.0,FAVORABLE,83.51,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:15:23.365593
RCAT,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,14.38,13.66,15.58,16.18,139,1.67,FAVORABLE,14.3799,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:15:39.458332
ORKA,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,58.53,53.04,61.46,,18,0.53,FAVORABLE,58.53,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:22:56.985706
SRRK,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,49.3,46.83,51.77,,40,1.0,FAVORABLE,49.3,MARKET,5,MINOR,2026-05-29,2026-05-29T17:26:30.202575
ZBRA,LONG,CONVICTION,97.5,BULL_BOUNCE_PENDING,242.0,224.92,254.1,,5,0.71,FAVORABLE,242.0,MARKET,5,CONVICTION,2026-05-29,2026-05-29T17:27:36.622461
PVH,LONG,CONVICTION,97.1,BULL_BOUNCE_PENDING,93.51,88.48,102.15,,19,1.72,FAVORABLE,93.51,MARKET,5,CONVICTION,2026-05-29,2026-05-29T17:30:04.505665
VECO,LONG,CONVICTION,96.7,BULL_BOUNCE_PENDING,57.99,54.52,63.59,,28,1.61,FAVORABLE,57.99,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:28:47.212778
COHU,LONG,CONVICTION,96.5,BULL_BOUNCE_PENDING,51.5,48.92,55.69,,38,1.63,FAVORABLE,51.5,MARKET,5,MINOR,2026-05-29,2026-05-29T17:13:06.981462
RAMP,LONG,CONVICTION,96.5,BULL_BOUNCE_PENDING,37.55,35.67,39.43,,53,1.0,FAVORABLE,37.55,MARKET,5,MINOR,2026-05-29,2026-05-29T17:24:41.497440
MTZ,LONG,CONVICTION,96.1,BULL_BOUNCE_PENDING,379.25,356.25,414.62,432.31,4,1.54,FAVORABLE,379.25,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:26:51.771714
IMVT,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,32.7,31.06,35.78,36.44,61,1.89,FAVORABLE,32.6969,MARKET,5,MINOR,2026-05-29,2026-05-29T17:25:42.656913
AAOI,LONG,CONVICTION,94.8,BULL_BOUNCE_PENDING,156.12,148.31,168.55,173.92,12,1.59,FAVORABLE,156.12,MARKET,5,COMPRESSION,2026-05-29,2026-05-29T17:31:16.969251
