ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
XNDU,LONG,ALL_EATEN,6,,30.49,29.4282,29.5,,13.989999771118164,15.989999771118164,12.0,49393500.0,-54.12,STOPPED,-1.0,7,7,0,False,28.2,BELOW,2026-05-22_1323,2026-05-04
XNDU,LONG,ALL_EATEN,6,,28.35,27.75,27.83,,13.989999771118164,15.989999771118164,12.0,49393500.0,-50.65,STOPPED,-1.0,2,2,0,False,33.2,DEEP_BELOW,2026-05-22_1323,2026-05-04
XNDU,LONG,ALL_EATEN,6,,28.35,27.75,27.7936,,13.989999771118164,15.989999771118164,12.0,49393500.0,-50.65,STOPPED,-1.0,2,2,0,False,33.2,DEEP_BELOW,2026-05-22_1323,2026-05-04
XNDU,LONG,EATING_7/11,6,1.02,30.49,29.4282,31.57,1.02,13.989999771118164,15.989999771118164,12.0,49393500.0,-54.12,STOPPED,-1.0,11,7,0,False,28.2,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,ALL_EATEN,3,,21.99,21.57,21.7533,,16.979999542236328,17.420000076293945,16.0,6470500.0,-22.78,STOPPED,-1.0,3,3,0,False,29.0,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,ALL_EATEN,3,1.96,20.95,20.8227,21.2,1.96,16.979999542236328,17.420000076293945,16.0,6470500.0,-18.95,STOPPED,-1.0,1,1,0,False,32.4,DEEP_BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,ALL_EATEN,3,1.34,20.95,20.8227,21.12,1.34,16.979999542236328,17.420000076293945,16.0,6470500.0,-18.95,STOPPED,-1.0,1,1,0,False,32.4,DEEP_BELOW,2026-05-22_1323,2026-05-04
MRK,LONG,ALL_EATEN,1,4.82,115.0,114.25,118.6157,4.82,113.11000061035156,114.62000274658203,110.75,7659100.0,-1.64,STOPPED,-1.0,6,6,0,False,8.1,NEAR_HIGH,2026-05-22_1323,2026-05-04
MRK,LONG,ALL_EATEN,1,,115.0,111.64,112.06,,113.11000061035156,114.62000274658203,110.75,7659100.0,-1.64,TARGET_HIT,1.5,2,2,0,False,8.1,NEAR_HIGH,2026-05-22_1323,2026-05-04
SMMT,LONG,EATING_5/6,3,3.89,22.185,22.14,22.36,3.89,16.979999542236328,17.420000076293945,16.0,6470500.0,-23.46,STOPPED,-1.0,6,5,0,False,28.4,BELOW,2026-05-22_1323,2026-05-04
TMUS,LONG,ALL_EATEN,0,1.62,191.5,191.0,192.31,1.62,194.4199981689453,195.97000122070312,192.75,3239500.0,1.52,NO_FILL,0.0,1,1,0,False,26.8,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,EATING_7/9,3,9.22,22.185,22.14,22.6,9.22,16.979999542236328,17.420000076293945,16.0,6470500.0,-23.46,STOPPED,-1.0,9,7,0,False,28.4,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,EATING_7/16,3,35.22,22.185,22.14,23.77,35.22,16.979999542236328,17.420000076293945,16.0,6470500.0,-23.46,STOPPED,-1.0,16,7,0,False,28.4,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,EATING_7/18,3,44.56,22.185,22.14,24.19,44.56,16.979999542236328,17.420000076293945,16.0,6470500.0,-23.46,STOPPED,-1.0,18,7,0,False,28.4,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,EATING_7/21,3,64.33,22.185,22.14,25.08,64.33,16.979999542236328,17.420000076293945,16.0,6470500.0,-23.46,STOPPED,-1.0,21,7,0,False,28.4,BELOW,2026-05-22_1323,2026-05-04
XNDU,LONG,BOUNCED_CLEAN,6,,13.25,11.68,12.4,,13.989999771118164,15.989999771118164,12.0,49393500.0,5.58,TARGET_HIT,1.5,0,0,0,False,68.8,DEEP_BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,BOUNCED_CLEAN,3,4.2,17.12,16.92,17.96,4.2,16.979999542236328,17.420000076293945,16.0,6470500.0,-0.82,STOPPED,-1.0,0,0,0,False,44.7,DEEP_BELOW,2026-05-22_1323,2026-05-04
KLAC,LONG,BOUNCED_CLEAN,2,18.4,1685.0,1682.5,1731.0,18.4,1713.3199462890625,1751.1400146484375,1676.7900390625,791600.0,1.68,TARGET_HIT,1.5,0,0,0,False,13.1,BELOW,2026-05-22_1323,2026-05-04
KLAC,LONG,BOUNCED_CLEAN,2,25.2,1685.0,1682.5,1747.9964,25.2,1713.3199462890625,1751.1400146484375,1676.7900390625,791600.0,1.68,TARGET_HIT,1.5,0,0,0,False,13.1,BELOW,2026-05-22_1323,2026-05-04
KLAC,LONG,BOUNCED_CLEAN,2,4.38,1698.97,1680.0,1781.97,4.38,1713.3199462890625,1751.1400146484375,1676.7900390625,791600.0,0.84,STOPPED,-1.0,0,0,0,False,12.4,BELOW,2026-05-22_1323,2026-05-04
KLAC,LONG,BOUNCED_CLEAN,2,5.85,1698.97,1680.0,1810.0,5.85,1713.3199462890625,1751.1400146484375,1676.7900390625,791600.0,0.84,STOPPED,-1.0,0,0,0,False,12.4,BELOW,2026-05-22_1323,2026-05-04
FORM,LONG,BOUNCED_CLEAN,1,1.26,134.54,132.52,137.08,1.26,134.3699951171875,143.0,132.75999450683594,1762800.0,-0.13,TARGET_HIT,1.5,0,0,0,False,15.4,BELOW,2026-05-22_1323,2026-05-04
SMMT,LONG,BOUNCED_WAITING,3,10.3,17.12,16.92,19.1809,10.3,16.979999542236328,17.420000076293945,16.0,6470500.0,-0.82,STOPPED,-1.0,1,0,0,False,44.7,DEEP_BELOW,2026-05-22_1323,2026-05-04
SLDE,LONG,BOUNCED_CLEAN,0,,18.44,17.92,17.99,,18.43000030517578,19.079999923706055,18.274999618530273,1466500.0,-0.05,TARGET_HIT,1.5,0,0,0,False,28.8,BELOW,2026-05-22_1323,2026-05-04
SLDE,LONG,BOUNCED_CLEAN,0,,18.505,18.27,18.47,,18.43000030517578,19.079999923706055,18.274999618530273,1466500.0,-0.41,TARGET_HIT,1.5,0,0,0,False,28.6,BELOW,2026-05-22_1323,2026-05-04
AMKR,LONG,BOUNCED_CLEAN,1,5.49,68.0,67.5242,70.61,5.49,70.95999908447266,73.2300033569336,69.37999725341797,5723400.0,4.35,NO_FILL,0.0,0,0,0,False,14.2,BELOW,2026-05-22_1323,2026-05-04
AMKR,LONG,BOUNCED_CLEAN,1,4.16,68.0,67.3,70.9147,4.16,70.95999908447266,73.2300033569336,69.37999725341797,5723400.0,4.35,NO_FILL,0.0,0,0,0,False,14.2,BELOW,2026-05-22_1323,2026-05-04
ISPC,LONG,BOUNCED_CLEAN,0,,6.36,6.15,6.29,,5.400000095367432,5.699999809265137,4.699999809265137,531700.0,-15.09,STOPPED,-1.0,0,0,0,False,95.0,DEEP_BELOW,2026-05-22_1323,2026-05-04
TMUS,LONG,BOUNCED_CLEAN,0,,190.39,189.8,190.21,,194.4199981689453,195.97000122070312,192.75,3239500.0,2.12,NO_FILL,0.0,0,0,0,False,27.2,BELOW,2026-05-22_1323,2026-05-04
HCAI,LONG,BOUNCED_WAITING,1,2.51,10.57,10.04,11.9,2.51,18.200000762939453,25.989999771118164,10.149999618530273,2933700.0,72.19,TARGET_HIT,1.5,1,0,0,False,96.6,DEEP_BELOW,2026-05-22_1323,2026-05-04
TMUS,LONG,BOUNCED_WAITING,0,215.67,190.54,190.51,197.01,215.67,194.4199981689453,195.97000122070312,192.75,3239500.0,2.04,NO_FILL,0.0,2,0,0,False,27.2,BELOW,2026-05-22_1323,2026-05-04
