ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
TQQQ,Long,BOUNCE,T3-LONG_WATCH,80,86.04,81.1696,95.7808,,2.0,4.8704,86.04,1.9,CLOSE,1,1,1d,84.41,83.68,HIGHWAY,EXCITED,4938018187,0.8,0.9,1644460,0,8.9,51,8,,UNKNOWN,,84.3525,84.56,84.145,-0.5,FLAT,FLAT,5638,14,4045,99.9,A,False,3.5215142857142854,1.38,N/A,
SOXL,Long,PULLBACK,T1-STRONG_LONG,89,209.89,187.96,253.75,220.8025,2.0,21.93,227.03,7.5,WAITING,1,1,1d,209.89,195.27,HIGHWAY,EXCITED,76803176263,0.6,0.7,3618390,0,19.0,56,8,,UNKNOWN,,220.8025,224.34,217.265,-3.2,PREMIUM,DISCOUNT,27597,22,16276,99.9,A,False,24.692164285714284,0.89,N/A,
ALP,Long,BOUNCE,T2-LONG,100,0.3663,0.2916,0.5157,0.3695,2.0,0.0747,0.3663,2.3,CLOSE,7,3,"15m,1m,5m",0.3579,0.3416,OPEN_ROAD,EXCITED,0,0.2,0.3,1971984,0,64.1,34,8,7.74,LOW,1.18,0.3695,0.379,0.36,-5.0,DISCOUNT,DISCOUNT,16,4,0,8.1,D,False,0.07977142857142858,0.94,N/A,
BBAR,Long,BOUNCE,T3-LONG_WATCH,84,18.81,17.7898,20.8504,,2.0,1.0202,18.81,0.9,CLOSE,2,2,"4h,5m",18.64,18.34,HIGHWAY,EXCITED,14390609,1.3,1.2,0,1,24.4,41,8,161.36,HIGH,0.01,18.35,18.35,18.35,0.0,FLAT,FLAT,1028,8,330,4.7,B,True,1.0576500000000002,0.96,N/A,
CXAI,Long,BOUNCE,T2-LONG,99,0.205,0.1506,0.3138,0.2177,2.0,0.0544,0.205,1.5,CLOSE,2,1,1m,0.2019,0.2006,OPEN_ROAD,EXCITED,0,2.9,1.8,1844481,2,47.8,19,8,62.88,HIGH,0.99,0.2177,0.2075,0.228,9.9,DISCOUNT,DISCOUNT,0,6,0,7.8,D,False,0.03440714285714285,1.58,N/A,
GDC,Long,PULLBACK,T3-LONG_WATCH,44,0.126,0.0643,0.2494,,2.0,0.0617,0.126,4.8,APPROACH,1,1,4h,0.12,0.1143,OPEN_ROAD,EXCITED,11582242,0.7,0.6,1753977,0,34.3,29,8,48.65,MED,1.13,0.1125,0.11,0.115,4.5,PREMIUM,PREMIUM,1,3,0,6.0,D,False,0.022514285714285712,2.74,N/A,
GPUS,Long,PULLBACK,T3-LONG_WATCH,20,0.1672,0.112,0.2776,,2.0,0.0552,0.1768,5.4,APPROACH,1,1,4h,0.1672,0.162,OPEN_ROAD,EXCITED,26869605,0.8,1.6,86368934,2,32.8,38,8,460.71,MEGA,0.08,0.1903,0.19,0.1905,0.3,FLAT,FLAT,3,8,3,4.2,D,False,0.0201,2.75,N/A,
HPE,Long,PULLBACK,T1-STRONG_LONG,100,44.23,40.7362,51.2176,,2.0,3.4938,47.0,5.9,APPROACH,11,7,"10m,15m,1d,1h,30m,4h,5m",44.23,41.9961,HIGHWAY,EXCITED,20444715412,4.5,2.9,3173176,2,31.2,61,8,1320.94,MEGA,0.09,43.61,43.04,44.18,2.6,PREMIUM,DISCOUNT,3922,16,2145,99.9,A,False,2.2963785714285723,1.52,N/A,
HUBC,Long,BOUNCE,T1-STRONG_LONG,100,0.515,0.3059,0.9331,,2.0,0.2091,0.515,1.4,CLOSE,3,3,"10m,15m,5m",0.5077,0.3732,OPEN_ROAD,EXCITED,794846869,3.2,4.9,10359063,2,542.3,72,8,0.0,NANO,196860.07,0.3948,0.2611,0.5286,102.5,PREMIUM,PREMIUM,225,9,11,26.2,A,False,0.09506428571428571,2.2,N/A,
NOK,Long,PULLBACK,T1-STRONG_LONG,92,15.05,14.4239,16.3022,,2.0,0.6261,16.25,7.4,WAITING,4,4,"10m,1h,4h,5m",15.05,14.87,HIGHWAY,EXCITED,772276738,1.5,1.1,11823736,0,14.4,53,8,4441.96,MEGA,0.04,14.955,14.84,15.07,1.5,PREMIUM,MID,912,22,312,99.9,A,True,1.0400000000000003,0.6,N/A,
OTLK,Long,PULLBACK,T2-LONG,86,0.76,0.6977,1.62,,13.8,0.0623,0.843,9.8,WAITING,3,3,"1h,4h,5m",0.76,0.7477,MIXED,EXCITED,23075742,1.3,1.7,1848094,3,151.4,46,8,105.53,HIGH,0.42,0.7374,0.73,0.7449,2.0,PREMIUM,PREMIUM,74,17,13,92.2,C,False,0.0928,0.67,N/A,
SPCE,Long,PULLBACK,T1-STRONG_LONG,92,6.7708,5.9296,8.4532,,2.0,0.8412,7.52,10.0,WAITING,1,1,1h,6.7708,6.21,OPEN_ROAD,EXCITED,4708952322,7.6,4.5,2010939,2,182.4,37,8,100.48,HIGH,2.85,6.7275,6.18,7.275,17.7,PREMIUM,DISCOUNT,490,14,243,99.9,A,True,0.7223285714285714,1.16,N/A,
