ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
ONDS,Long,BOUNCE,T3-LONG_WATCH,60,9.7,8.9046,11.2908,,2.0,0.7954,9.7,1.0,CLOSE,1,1,1d,9.6,9.18,OPEN_ROAD,EXCITED,10281642158.0,1.2,2.3,1068153.0,2.0,39.8,18.0,8.0,463.86,MEGA,0.17,10.625,10.62,10.63,0.1,FLAT,FLAT,307,9,51,2.8,C,,,,True,0.9560714285714286,0.83,N/A,
TE,Long,PULLBACK,T1-STRONG_LONG,100,6.5,5.45,8.6,,2.0,1.05,7.0,7.1,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",6.5,5.8,OPEN_ROAD,EXCITED,7941712242.0,4.6,2.1,1654378.0,1.0,36.5,24.0,8.0,172.56,HIGH,0.51,6.185,5.67,6.7,18.2,PREMIUM,MID,656,7,372,9.0,A,,,,True,0.5831642857142858,1.8,N/A,
CREG,Long,BOUNCE,T1-STRONG_LONG,100,0.6224,0.4761,0.915,,2.0,0.1463,0.6224,2.8,CLOSE,5,5,"10m,15m,1d,30m,5m",0.605,0.5261,OPEN_ROAD,EXCITED,666013324.0,3.7,4.9,3686012.0,3.0,542.5,42.0,8.0,22.55,MED,8.15,0.5518,0.4766,0.627,31.6,PREMIUM,MID,72,14,56,21.0,C,,,,False,0.25658214285714287,0.57,N/A,
AIIO,Long,PULLBACK,T3-LONG_WATCH,85,5.6,5.1701,23.4,,41.4,0.4299,5.6,3.2,APPROACH,2,1,1m,5.42,5.33,HIGHWAY,EXCITED,179617.0,1.5,2.5,2872859.0,2.0,666.7,51.0,8.0,9.28,LOW,5.13,4.3075,4.02,4.595,14.3,PREMIUM,PREMIUM,1315,23,537,317.9,A,,,,True,1.0316984999999999,0.42,N/A,
SRXH,Long,PULLBACK,T2-LONG,46,0.1246,0.07,0.2338,0.1325,2.0,0.0546,0.1246,3.4,APPROACH,1,1,1d,0.1204,0.12,OPEN_ROAD,EXCITED,0.0,1.4,2.3,1410870.0,2.0,49.2,24.0,8.0,549.21,MEGA,0.09,0.1325,0.125,0.14,12.0,DISCOUNT,DISCOUNT,0,2,0,3.3,D,,,,False,0.01190707142857143,4.59,N/A,
INTC,Long,PULLBACK,T2-LONG,52,108.17,91.4933,141.5234,111.12,2.0,16.6767,108.17,3.4,APPROACH,1,1,4h,104.54,95.8422,OPEN_ROAD,EXCITED,59016642031.0,0.9,0.8,1589335.0,0.0,23.1,65.0,8.0,5016.6,MEGA,0.03,111.12,108.77,113.47,4.3,DISCOUNT,DISCOUNT,11222,22,7524,7.1,B,,,,False,9.727850000000002,1.71,N/A,
GDC,Long,PULLBACK,T3-LONG_WATCH,75,0.144,0.0863,0.3298,,3.2,0.0577,0.144,3.4,APPROACH,3,2,"1m,4h",0.1391,0.1363,HIGHWAY,EXCITED,0.0,0.7,0.7,1096999.0,0.0,34.6,27.0,8.0,51.69,HIGH,0.74,0.1472,0.1474,0.147,-0.3,FLAT,FLAT,0,3,0,129.0,D,,,,False,0.9893571428571428,0.06,N/A,
NXXT,Long,BREAKOUT,T2-LONG,97,0.491,0.1801,1.1128,,2.0,0.3109,0.41,0.0,INSIDE,3,3,,,,OPEN_ROAD,EXCITED,,,,,,,,,,HIGH,2.95,0.4102,0.2804,0.54,92.6,MID,MID,9,3,9,11.2,D,False,13.5,True,False,0.047421357142857126,6.56,N/A,
TDIC,Long,BOUNCE,T2-LONG,100,0.7061,0.634,0.8503,,2.0,0.0721,0.7061,1.7,CLOSE,2,2,"10m,1m",0.694,0.684,OPEN_ROAD,EXCITED,11122.0,1.0,3.3,2456254.0,4.0,4354.3,56.0,8.0,6.22,LOW,4.29,0.92,1.04,0.8,-23.1,DISCOUNT,DISCOUNT,7,2,0,6.7,D,,,,False,3.916571428571429,0.02,N/A,
GCTS,Long,PULLBACK,T3-LONG_WATCH,84,2.43,2.3497,2.5905,,2.0,0.0803,2.58,5.8,APPROACH,2,2,"1m,5m",2.43,2.4224,HIGHWAY,EXCITED,210360.0,8.3,3.5,1130511.0,1.0,103.0,53.0,8.0,66.72,HIGH,0.9,1.945,1.83,2.06,12.6,PREMIUM,PREMIUM,214,17,154,99.9,A,,,,True,0.2620214285714285,0.31,N/A,
