ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
GTM,Long,PULLBACK,T2-LONG,51,3.84,3.6957,4.1286,4.09,2.0,0.1443,4.09,6.1,APPROACH,1,1,1d,3.84,3.81,HIGHWAY,EXCITED,0.86,18163714,0.6,0.8,0,0,12.8,36,8,229.39,MEGA,0.02,4.09,4.12,4.06,-1.5,MID,DISCOUNT,172,6,89,3.9,C,True,0.21506428571428565,0.67,N/A,,0.5,0.5,1.0,0.0,0.714,0.5,1.1571,HOSTILE,3.81,3.84,3.8784,874,693,547,2.79,2.0,1.37,3329.94,2661.12,2121.48,10:30,3.6957,4.1286,PULLBACK_LIMIT,,,,PENNY,MARKET
AREC,Long,BOUNCE,T1-STRONG_LONG,100,2.44,2.2359,2.8483,,2.0,0.2041,2.44,1.2,CLOSE,13,8,"10m,15m,1d,1h,1m,30m,4h,5m",2.41,2.305,OPEN_ROAD,EXCITED,3.14,6502483,1.0,0.6,0,0,16.7,55,8,86.13,HIGH,0.03,2.33,2.31,2.35,1.7,PREMIUM,PREMIUM,98,8,40,2.5,C,True,0.18428571428571433,1.11,N/A,,0.5,0.5,0.286,0.786,1.0,0.5,0.65,HOSTILE,2.305,2.44,2.4644,1447,489,437,7.86,2.0,1.68,3335.34,1193.16,1076.94,10:30,2.2359,2.8483,PULLBACK_LIMIT,,,,PENNY,MARKET
