ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score
HCAI,SHORT,ORB-SHORT|FAILED-GAP-SHORT,11.07,10.39,14.45,9.75,14.45,10.44,11.6755,102.38,89.95,24248592,2491.91,5.47,10.39,10.5458,10.0783,641,178579.5194
ABTS,SHORT,ORB-SHORT|FAILED-GAP-SHORT,1.47,1.3,1.52,1.21,1.52,1.37,1.392,32.43,17.12,8274225,916.47,1.11,1.3,1.3195,1.261,5128,20806.3006
FATN,SHORT,ORB-SHORT|FAILED-GAP-SHORT,3.475,2.96,3.67,2.82,3.67,3.2,3.2178,40.12,19.35,23784643,703.87,2.48,2.96,3.0044,2.8712,2252,19768.0661
OSRH,LONG,HOLDING-LONG,0.54,0.625,0.8414,0.52,0.715,0.52,0.7145,17.39,35.87,267543170,230.84,0.46,0.625,0.6156,0.6438,10666,4014.6451
MRAM,LONG,HOLDING-LONG,18.06,18.14,19.71,16.5,19.71,16.5,18.2521,36.92,37.53,10624521,52.45,13.19,18.14,17.8679,18.6842,367,1936.6642
BAND,LONG,ORB-LONG|HOLDING-LONG,30.955,37.33,38.0,30.875,35.7989,30.875,34.8219,27.91,54.26,3929622,61.28,24.2,37.33,36.77,38.4499,178,1710.57
VSME,LONG,ORB-LONG,1.03,1.08,1.22,0.97,1.04,0.9725,1.0839,11.0,16.39,3259996,365.43,0.9279,1.08,1.0638,1.1124,6172,1405.4978
