ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
CPHI,56.52,-11.3,1.8,0.9556,1.31,1.02,10069173,35270,285.49,0.08,False,1.15,1.02,1.0047,1.0506,6535,99.99,228.442,1.054,NEUTRAL,GENESIS,GENESIS
ONDS,9.31,-2.35,10.68,9.1,10.2,9.54,11300381,1920325,5.88,0.28,False,9.77,9.54,9.3969,9.8262,698,99.88,19.7403,0.982,NEUTRAL,GENESIS,GENESIS
