ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
EDHL,Long,PULLBACK,T1-STRONG_LONG,100,3.5,2.295,5.91,,2.0,1.205,3.5,4.9,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",3.33,2.64,OPEN_ROAD,EXCITED,4207682421,0.6,0.2,22990003,1,131.6,71,8,0.54,NANO,3.84,3.215,3.1,3.33,7.4,PREMIUM,DISCOUNT,645,6,91,4.3,B,True,0.8734214285714285,1.38,N/A,
MTEN,Long,BOUNCE,T3-LONG_WATCH,100,1.71,1.6344,1.8611,,2.0,0.0756,1.71,0.6,CLOSE,1,1,1m,1.6999,1.685,HIGHWAY,EXCITED,17370,3.1,6.6,4232577,3,822.5,44,8,5.01,LOW,3.21,1.61,1.52,1.7,11.8,PREMIUM,PREMIUM,31,7,17,2.0,C,True,0.9921928571428571,0.08,N/A,
HKIT,Long,PULLBACK,T2-LONG,100,0.4104,0.2644,0.7024,,2.0,0.146,0.436,5.9,APPROACH,3,3,"1m,30m,4h",0.4104,0.3144,OPEN_ROAD,EXCITED,502876410,8.3,4.3,39944723,2,204.3,32,8,0.79,NANO,310.29,0.3395,0.273,0.406,48.7,PREMIUM,PREMIUM,39,5,2,27.5,C,False,1.1864357142857143,0.12,N/A,
OTLK,Long,PULLBACK,T2-LONG,84,0.89,0.7881,1.62,,7.2,0.1019,0.89,4.5,APPROACH,4,3,"10m,1m,5m",0.85,0.8381,MIXED,EXCITED,0,0.6,0.3,1622799,0,34.0,38,8,96.4,HIGH,0.24,0.7024,0.7047,0.7,-0.7,PREMIUM,PREMIUM,72,16,10,82.0,C,False,0.13747428571428574,0.74,N/A,
VSA,Long,BOUNCE,T2-LONG,100,4.8,4.4523,5.4954,,2.0,0.3477,4.8,0.6,CLOSE,4,3,"1m,30m,5m",4.77,4.59,MIXED,EXCITED,40999,0.2,1.0,1635382,1,69.2,86,8,0.61,NANO,0.27,4.41,4.44,4.38,-1.4,PREMIUM,PREMIUM,520,7,132,3.9,C,True,1.149542857142857,0.3,N/A,
KMRK,Long,PULLBACK,T1-STRONG_LONG,100,1.68,1.59,1.94,,2.9,0.09,1.86,9.7,WAITING,4,4,"10m,15m,30m,5m",1.68,1.64,HIGHWAY,EXCITED,18768,19.0,6.4,10191223,1,333.6,36,8,4.6,NANO,1.78,1.65,1.62,1.68,3.7,PREMIUM,PREMIUM,74,5,42,4.3,C,True,0.5628571428571428,0.16,N/A,
WOK,Long,BOUNCE,T2-LONG,80,0.1,0.0378,0.2244,,2.0,0.0622,0.1,2.0,CLOSE,1,1,4h,0.098,0.0878,OPEN_ROAD,EXCITED,54932382,0.4,1.4,8047919,1,41.8,57,8,0.89,NANO,65.54,0.0978,0.1005,0.095,-5.5,PREMIUM,DISCOUNT,2,1,0,9.6,D,False,0.028071428571428574,2.22,N/A,
MASK,Long,BOUNCE,T1-STRONG_LONG,100,3.03,2.7257,3.6386,,2.0,0.3043,3.03,2.3,CLOSE,10,3,"10m,1m,5m",2.9601,2.81,OPEN_ROAD,EXCITED,84309,0.0,0.1,5356296,0,74.7,80,8,0.54,NANO,0.49,2.955,3.01,2.9,-3.7,PREMIUM,DISCOUNT,365,10,233,2.5,C,True,1.2160142857142857,0.25,N/A,
SKYQ,Long,PULLBACK,T3-LONG_WATCH,71,1.795,1.7363,2.035,,4.1,0.0587,1.91,6.0,APPROACH,1,1,1m,1.795,1.79,HIGHWAY,EXCITED,0,11.4,4.9,1247485,2,45.1,64,8,4.13,NANO,7.25,1.54,1.56,1.52,-2.6,PREMIUM,PREMIUM,1,3,1,6.5,D,True,0.2918,0.2,N/A,
SVC,Long,PULLBACK,T2-LONG,71,1.66,1.49,2.0,,2.0,0.17,1.66,3.6,APPROACH,4,3,"1h,30m,4h",1.6,1.54,OPEN_ROAD,EXCITED,19365239,1.0,0.9,0,0,11.8,50,8,535.27,MEGA,0.02,1.64,1.64,1.64,0.0,FLAT,FLAT,15,3,4,2.1,D,True,0.07247142857142859,2.35,N/A,
HROW,Long,BOUNCE,T3-LONG_WATCH,91,35.9,34.5562,38.5875,,2.0,1.3438,35.9,0.3,CLOSE,2,2,"10m,5m",35.8,35.625,HIGHWAY,EXCITED,362184,1.5,1.1,0,0,14.8,26,8,28.28,MED,0.05,33.49,33.46,33.52,0.2,FLAT,FLAT,848,5,378,2.8,C,False,1.889464285714284,0.71,N/A,
